companion_problem_id	semantic_unit_id	representative_problem_id	thematic_section	related_chapters	atlas_editorial_status	source_problem_ids	statement_source_file	statement_line_range	statement_status	solution_status	primary_solution_id	primary_solution_source_file	primary_solution_line_range	distinct_solution_variants	alternate_solution_ids	figure_requirement	figure_status	migration_status	notes
CP-IV-0051	SEM-5EE2854C506F	IMP-DL-336732908A-P001	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-336732908A-P001;IMP-M2-805F474A19-P001	Downloads/theory-of-complex-analysis-next.tex	L67-L112	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0051_principal_log_path.tex
CP-IV-0052	SEM-5F04190E3A49	IMP-DL-AD9EFCAF62-P023	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-AD9EFCAF62-P023;IMP-M2-79778E004E-P023	Downloads/theory-of-complex-analysis-2.tex	L1049-L1237	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0052_three_petal_image_curve.tex
CP-IV-0053	SEM-5F17BADB3B2A	IMP-DL-183AD43C4C-P033	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-183AD43C4C-P033;IMP-M2-1895C43FC6-P033	Downloads/theory-of-real-analysis.tex	L3635-L3700	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0053_residue_contour_estimate.tex
CP-IV-0054	SEM-65029011F0B3	IMP-DL-0A181AC273-P005	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P005;IMP-M2-80AFB5AE64-P005	Downloads/theory-of-complex-analysis.tex	L251-L254	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0055	SEM-6688D3E961DD	IMP-DL-0A181AC273-P002	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P002;IMP-M2-80AFB5AE64-P002	Downloads/theory-of-complex-analysis.tex	L219-L228	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0056	SEM-669470C3CE88	IMP-DL-CB3C80FF97-P013	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P013;IMP-M2-7B5A4788C1-P013	Downloads/theory-of-complex-analysis-topology.tex	L638-L638	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0057	SEM-6865FF23EE6E	IMP-DL-CB3C80FF97-P019	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P019;IMP-M2-7B5A4788C1-P019	Downloads/theory-of-complex-analysis-topology.tex	L843-L845	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S013	Downloads/theory-of-complex-analysis-topology.tex	L846-L879	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0058	SEM-68F12A044976	IMP-DL-CB3C80FF97-P041	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P041;IMP-M2-7B5A4788C1-P041	Downloads/theory-of-complex-analysis-topology.tex	L1446-L1457	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0059	SEM-7021774F0230	IMP-DL-CB3C80FF97-P035	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P035;IMP-M2-7B5A4788C1-P035	Downloads/theory-of-complex-analysis-topology.tex	L1355-L1372	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0060	SEM-70609DDB4E81	IMP-DL-E88547CF67-P021	Elliptic Functions	IV/27--IV/31	READY_FOR_COMPANION_MIGRATION	IMP-DL-E88547CF67-P021;IMP-M2-80D8AED0FF-P021	Downloads/theory-of-geometry-3.tex	L2985-L3037	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0060_catenoid_helicoid_associates.tex
CP-IV-0061	SEM-73C2AA3EB50C	IMP-DL-0A181AC273-P029	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P029;IMP-DL-AD9EFCAF62-P005;IMP-M2-79778E004E-P005;IMP-M2-80AFB5AE64-P029	Downloads/theory-of-complex-analysis.tex	L1544-L1561	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S014	Downloads/theory-of-complex-analysis.tex	L1562-L1589	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0062	SEM-740586F0940D	IMP-DL-0A181AC273-P032	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P032;IMP-DL-AD9EFCAF62-P008;IMP-M2-79778E004E-P008;IMP-M2-80AFB5AE64-P032	Downloads/theory-of-complex-analysis.tex	L1719-L1726	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0063	SEM-7410E2FE6A5E	IMP-DL-AD9EFCAF62-P021	Special Functions	IV/19--IV/21	READY_FOR_COMPANION_MIGRATION	IMP-DL-AD9EFCAF62-P021;IMP-M2-79778E004E-P021	Downloads/theory-of-complex-analysis-2.tex	L1011-L1031	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0063_mellin_keyhole_contour.tex
CP-IV-0064	SEM-75768A3FE667	IMP-DL-CB3C80FF97-P025	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P025;IMP-M2-7B5A4788C1-P025	Downloads/theory-of-complex-analysis-topology.tex	L1032-L1034	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S018	Downloads/theory-of-complex-analysis-topology.tex	L1035-L1066	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0065	SEM-762BDD4D41F1	IMP-DL-0E1529C1F4-P003	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0E1529C1F4-P003;IMP-M2-B699C4BE42-P003	Downloads/theory-of-complex-analysis-maps.tex	L775-L918	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_ASSET_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0066	SEM-76370FA3B29F	IMP-DL-D4351A3BBD-P021	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-D4351A3BBD-P021;IMP-M2-721AD91C7F-P021	Downloads/theory-of-geometry-IV.tex	L1681-L1733	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0067	SEM-77E754ACFDA4	IMP-DL-CB3C80FF97-P032	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P032;IMP-M2-7B5A4788C1-P032	Downloads/theory-of-complex-analysis-topology.tex	L1300-L1300	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0068	SEM-797433B3E740	IMP-DL-336732908A-P004	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-336732908A-P004;IMP-M2-805F474A19-P004	Downloads/theory-of-complex-analysis-next.tex	L485-L490	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0069	SEM-7CEBED1B9FB7	IMP-DL-D4351A3BBD-P025	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-D4351A3BBD-P025;IMP-M2-721AD91C7F-P025	Downloads/theory-of-geometry-IV.tex	L1770-L2124	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0070	SEM-7D834CD9EE12	IMP-DL-2370D81D66-R000120-7D834CD9	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-2370D81D66-R000120-7D834CD9;IMP-M2-D036BAB254-R000120-7D834CD9	Downloads/theory-of-analysis-FD.tex	L120-L229	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0070_residue_inventory_square.tex
CP-IV-0071	SEM-807910B08EEE	IMP-DL-CB3C80FF97-P017	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P017;IMP-M2-7B5A4788C1-P017	Downloads/theory-of-complex-analysis-topology.tex	L841-L841	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0072	SEM-841E81EF8928	IMP-DL-0A181AC273-P014	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P014;IMP-M2-80AFB5AE64-P014	Downloads/theory-of-complex-analysis.tex	L337-L341	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S002	Downloads/theory-of-complex-analysis.tex	L342-L369	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0073	SEM-845032C78371	IMP-DL-CB3C80FF97-P031	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P031;IMP-M2-7B5A4788C1-P031	Downloads/theory-of-complex-analysis-topology.tex	L1126-L1128	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S019	Downloads/theory-of-complex-analysis-topology.tex	L1129-L1158	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0074	SEM-874F24B53ED1	IMP-DL-0A181AC273-P021	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P021;IMP-M2-80AFB5AE64-P021	Downloads/theory-of-complex-analysis.tex	L947-L949	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S008	Downloads/theory-of-complex-analysis.tex	L950-L968	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0075	SEM-8B71279FAF45	IMP-DL-CB3C80FF97-P039	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P039;IMP-M2-7B5A4788C1-P039	Downloads/theory-of-complex-analysis-topology.tex	L1425-L1432	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0076	SEM-8B951DD1F12C	IMP-DL-0A181AC273-P026	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P026;IMP-DL-AD9EFCAF62-P002;IMP-M2-79778E004E-P002;IMP-M2-80AFB5AE64-P026	Downloads/theory-of-complex-analysis.tex	L1387-L1446	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0077	SEM-90B82C334FF1	IMP-DL-0A181AC273-P031	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P031;IMP-DL-AD9EFCAF62-P007;IMP-M2-79778E004E-P007;IMP-M2-80AFB5AE64-P031	Downloads/theory-of-complex-analysis.tex	L1671-L1715	MIGRATED	MIGRATED_PRIMARY_SOLUTION;ALTERNATE_VARIANTS_RETAINED_IN_PROVENANCE	IMP-DL-F77C60E8D1-S001	Downloads/theory-of-complex-analysis-next2.tex	L180-L212	2	IMP-DL-0A181AC273-S016	NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0078	SEM-9161BDADE535	IMP-DL-0A181AC273-P015	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P015;IMP-M2-80AFB5AE64-P015	Downloads/theory-of-complex-analysis.tex	L372-L378	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S003	Downloads/theory-of-complex-analysis.tex	L379-L417	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0079	SEM-916632A5838D	IMP-DL-AD9EFCAF62-P022	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-AD9EFCAF62-P022;IMP-M2-79778E004E-P022	Downloads/theory-of-complex-analysis-2.tex	L1032-L1048	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0080	SEM-9649BD48CB5E	IMP-DL-0A181AC273-P030	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P030;IMP-DL-AD9EFCAF62-P006;IMP-M2-79778E004E-P006;IMP-M2-80AFB5AE64-P030	Downloads/theory-of-complex-analysis.tex	L1590-L1602	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S015	Downloads/theory-of-complex-analysis.tex	L1603-L1627	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0080_schwarz_disk_automorphism.tex
CP-IV-0081	SEM-98382F802054	IMP-DL-0A181AC273-P007	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P007;IMP-M2-80AFB5AE64-P007	Downloads/theory-of-complex-analysis.tex	L259-L267	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0082	SEM-986FA21F4E44	IMP-DL-E88547CF67-P023	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-E88547CF67-P023;IMP-M2-80D8AED0FF-P023	Downloads/theory-of-geometry-3.tex	L3108-L3137	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-E88547CF67-S013	Downloads/theory-of-geometry-3.tex	L3138-L3172	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0082_weierstrass_gauss_coordinate.tex
CP-IV-0083	SEM-9AA3DC84B0CA	IMP-DL-0E1529C1F4-P001	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0E1529C1F4-P001;IMP-M2-B699C4BE42-P001	Downloads/theory-of-complex-analysis-maps.tex	L623-L673	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_ASSET_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0084	SEM-9AB5D4F0CBEE	IMP-DL-E88547CF67-P025	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-E88547CF67-P025;IMP-M2-80D8AED0FF-P025	Downloads/theory-of-geometry-3.tex	L3180-L3553	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0084_associated_family_phase.tex
CP-IV-0085	SEM-9D30659A53CE	IMP-DL-CB3C80FF97-P012	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P012;IMP-M2-7B5A4788C1-P012	Downloads/theory-of-complex-analysis-topology.tex	L637-L637	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0086	SEM-9D6D257E0F99	IMP-DL-0A181AC273-P040	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P040;IMP-DL-AD9EFCAF62-P016;IMP-M2-79778E004E-P016;IMP-M2-80AFB5AE64-P040	Downloads/theory-of-complex-analysis.tex	L1812-L1864	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0086_natural_boundary_unit_circle.tex
CP-IV-0087	SEM-9F2F21FEAC68	IMP-DL-CB3C80FF97-P009	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P009;IMP-M2-7B5A4788C1-P009	Downloads/theory-of-complex-analysis-topology.tex	L634-L634	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0088	SEM-9F61202E0504	IMP-DL-CB3C80FF97-P029	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P029;IMP-M2-7B5A4788C1-P029	Downloads/theory-of-complex-analysis-topology.tex	L1124-L1124	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0089	SEM-A1F4FEF67071	IMP-DL-E88547CF67-P030	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-E88547CF67-P030;IMP-M2-80D8AED0FF-P030	Downloads/theory-of-geometry-3.tex	L3611-L4212	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0090	SEM-A22DFA63FB51	IMP-DL-F77C60E8D1-P005	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-F77C60E8D1-P005;IMP-M2-09C070ED26-P005	Downloads/theory-of-complex-analysis-next2.tex	L1208-L1236	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-F77C60E8D1-S004	Downloads/theory-of-complex-analysis-next2.tex	L1237-L1269	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0091	SEM-A23804F2E410	IMP-DL-336732908A-P005	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-336732908A-P005;IMP-M2-805F474A19-P005	Downloads/theory-of-complex-analysis-next.tex	L1314-L1348	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0092	SEM-A396C83567F6	IMP-DL-0A181AC273-P036	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P036;IMP-DL-AD9EFCAF62-P012;IMP-M2-79778E004E-P012;IMP-M2-80AFB5AE64-P036	Downloads/theory-of-complex-analysis.tex	L1761-L1766	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S018	Downloads/theory-of-complex-analysis.tex	L1767-L1776	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0093	SEM-A3D3CC629B20	IMP-DL-0A181AC273-P009	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P009;IMP-M2-80AFB5AE64-P009	Downloads/theory-of-complex-analysis.tex	L279-L286	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0094	SEM-A8BEBA3884E3	IMP-DL-CB3C80FF97-P040	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P040;IMP-M2-7B5A4788C1-P040	Downloads/theory-of-complex-analysis-topology.tex	L1433-L1445	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0095	SEM-ACEA000C2870	IMP-DL-CB3C80FF97-P043	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P043;IMP-M2-7B5A4788C1-P043	Downloads/theory-of-complex-analysis-topology.tex	L1582-L1586	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0096	SEM-ADF738061837	IMP-DL-0A181AC273-P034	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P034;IMP-DL-AD9EFCAF62-P010;IMP-M2-79778E004E-P010;IMP-M2-80AFB5AE64-P034	Downloads/theory-of-complex-analysis.tex	L1734-L1745	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0097	SEM-B07D25BFCC10	IMP-DL-0A181AC273-P012	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P012;IMP-M2-80AFB5AE64-P012	Downloads/theory-of-complex-analysis.tex	L297-L306	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0098	SEM-B1DC9CB11670	IMP-DL-2370D81D66-P002	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-2370D81D66-P002;IMP-M2-D036BAB254-P002	Downloads/theory-of-analysis-FD.tex	L230-L652	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_ASSET_AND_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0099	SEM-B4880551B14B	IMP-DL-0E1AFE9FFD-P001	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-0E1AFE9FFD-P001;IMP-DL-141F3478CC-P001;IMP-DL-AA5DDA8809-P001;IMP-DL-FB19C24E92-P001;IMP-M2-2BDEE85382-P001;IMP-M2-6F2E5F9B11-P001;IMP-M2-7785C781E9-P001;IMP-M2-F295E7C0B9-P001	Downloads/theory-of-complex-analysis-all-maps-all2.tex	L115-L183	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0099_fourier_inverse_semicircles.tex
CP-IV-0100	SEM-B64DDD3F3A10	IMP-DL-CB3C80FF97-P036	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P036;IMP-M2-7B5A4788C1-P036	Downloads/theory-of-complex-analysis-topology.tex	L1373-L1394	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0101	SEM-B7836E94C0A9	IMP-DL-0A181AC273-P006	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P006;IMP-M2-80AFB5AE64-P006	Downloads/theory-of-complex-analysis.tex	L255-L258	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0102	SEM-B7CDDE9CD3F6	IMP-DL-0E1529C1F4-P004	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0E1529C1F4-P004;IMP-M2-B699C4BE42-P004	Downloads/theory-of-complex-analysis-maps.tex	L970-L1136	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_ASSET_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0103	SEM-B7FD8AFF20BC	IMP-DL-0A181AC273-P004	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P004;IMP-M2-80AFB5AE64-P004	Downloads/theory-of-complex-analysis.tex	L241-L250	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
