companion_problem_id	semantic_unit_id	representative_problem_id	thematic_section	related_chapters	atlas_editorial_status	source_problem_ids	statement_source_file	statement_line_range	statement_status	solution_status	primary_solution_id	primary_solution_source_file	primary_solution_line_range	distinct_solution_variants	alternate_solution_ids	figure_requirement	figure_status	migration_status	notes
CP-I-0050	SEM-563BE0E0504B	IMP-DL-8D5CF4CFBA-PSR000972-563BE0E0	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-PSR000972-563BE0E0;IMP-M3-89937139FC-PSR000972-563BE0E0	Downloads/theory-of-linear-algebra-2.tex	L972-L989	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S012	Downloads/theory-of-linear-algebra-2.tex	L990-L1032	1		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0051	SEM-5750DE279C5C	IMP-DL-3E276561C4-P014	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P014;IMP-M3-AB2FCA292B-P014	Downloads/theory-of-linear-algebra-1.tex	L2408-L2437	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S028	Downloads/theory-of-linear-algebra-1.tex	L2413-L2437	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0052	SEM-5D85866CD882	IMP-DL-8D5CF4CFBA-P023	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P023;IMP-M3-89937139FC-P023	Downloads/theory-of-linear-algebra-2.tex	L2545-L2771	MIGRATED	MIGRATED_PRIMARY_SOLUTION;ALTERNATE_VARIANTS_RETAINED_IN_PROVENANCE	IMP-DL-8D5CF4CFBA-S030	Downloads/theory-of-linear-algebra-2.tex	L2562-L2620	3	IMP-DL-8D5CF4CFBA-S031;IMP-DL-8D5CF4CFBA-S032	NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0053	SEM-5D970DA13961	IMP-DL-3E276561C4-P029	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P029;IMP-DL-3E276561C4-R002986-5D970DA1;IMP-M3-AB2FCA292B-P029;IMP-M3-AB2FCA292B-R002986-5D970DA1	Downloads/theory-of-linear-algebra-1.tex	L3168-L3228	MIGRATED	MIGRATED_PRIMARY_SOLUTION;ALTERNATE_VARIANTS_RETAINED_IN_PROVENANCE	IMP-DL-3E276561C4-S045	Downloads/theory-of-linear-algebra-1.tex	L3218-L3228	3	IMP-DL-3E276561C4-S044;IMP-DL-3E276561C4-S043	NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0054	SEM-614F4FEA8844	IMP-DL-3E276561C4-P013	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P013;IMP-M3-AB2FCA292B-P013	Downloads/theory-of-linear-algebra-1.tex	L2397-L2407	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S027	Downloads/theory-of-linear-algebra-1.tex	L2402-L2407	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0055	SEM-64D7A2FDC0B5	IMP-DL-3E276561C4-P035	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P035;IMP-M3-AB2FCA292B-P035	Downloads/theory-of-linear-algebra-1.tex	L3663-L3983	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S055	Downloads/theory-of-linear-algebra-1.tex	L3679-L3722	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0056	SEM-675F777997EE	IMP-DL-3E276561C4-R000740-675F7779	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-R000740-675F7779;IMP-DL-7AFEF11659-R000738-675F7779;IMP-M3-AB2FCA292B-R000740-675F7779;IMP-M3-AC7E1F63D1-R000738-675F7779	Downloads/theory-of-linear-algebra-1.tex	L740-L756	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S006	Downloads/theory-of-linear-algebra-1.tex	L757-L809	1		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0057	SEM-6AF2A5D46C88	IMP-DL-8D5CF4CFBA-R003171-6AF2A5D4	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-R003171-6AF2A5D4;IMP-M3-89937139FC-R003171-6AF2A5D4	Downloads/theory-of-linear-algebra-2.tex	L3171-L3182	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0058	SEM-6BC4F6BF6B52	IMP-DL-3E276561C4-P041	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P041;IMP-M3-AB2FCA292B-P041	Downloads/theory-of-linear-algebra-1.tex	L4617-L4639	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S062	Downloads/theory-of-linear-algebra-1.tex	L4623-L4639	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0059	SEM-72528FB3D1C0	IMP-DL-8D5CF4CFBA-P022	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P022;IMP-M3-89937139FC-P022	Downloads/theory-of-linear-algebra-2.tex	L2180-L2544	MIGRATED	MIGRATED_PRIMARY_SOLUTION;ALTERNATE_VARIANTS_RETAINED_IN_PROVENANCE	IMP-DL-8D5CF4CFBA-S028	Downloads/theory-of-linear-algebra-2.tex	L2462-L2496	7	IMP-DL-8D5CF4CFBA-S027;IMP-DL-8D5CF4CFBA-S024;IMP-DL-8D5CF4CFBA-S029;IMP-DL-8D5CF4CFBA-S023;IMP-DL-8D5CF4CFBA-S025;IMP-DL-8D5CF4CFBA-S026	NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0060	SEM-7630031D9E06	IMP-DL-3E276561C4-P030	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-3E276561C4-P030;IMP-DL-3E276561C4-R003047-7630031D;IMP-M3-AB2FCA292B-P030;IMP-M3-AB2FCA292B-R003047-7630031D	Downloads/theory-of-linear-algebra-1.tex	L3229-L3251	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S046	Downloads/theory-of-linear-algebra-1.tex	L3236-L3251	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0061	SEM-7DB99FD08DFF	IMP-DL-8D5CF4CFBA-P035	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-8D5CF4CFBA-P035;IMP-M3-89937139FC-P035	Downloads/theory-of-linear-algebra-2.tex	L3592-L3629	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S045	Downloads/theory-of-linear-algebra-2.tex	L3598-L3629	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0062	SEM-7DBBF99B6AEE	IMP-DL-8D5CF4CFBA-P037	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-8D5CF4CFBA-P037;IMP-M3-89937139FC-P037	Downloads/theory-of-linear-algebra-2.tex	L3676-L3734	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S047	Downloads/theory-of-linear-algebra-2.tex	L3695-L3734	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0063	SEM-7EAA33A1FF84	IMP-DL-8D5CF4CFBA-P019	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P019;IMP-M3-89937139FC-P019	Downloads/theory-of-linear-algebra-2.tex	L1986-L2098	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S020	Downloads/theory-of-linear-algebra-2.tex	L2007-L2098	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0064	SEM-8190032C74D1	IMP-DL-8D5CF4CFBA-P031	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P031;IMP-M3-89937139FC-P031	Downloads/theory-of-linear-algebra-2.tex	L3322-L3381	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S040	Downloads/theory-of-linear-algebra-2.tex	L3334-L3381	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0065	SEM-8BF8A7DDC4C7	IMP-DL-3E276561C4-P025	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P025;IMP-M3-AB2FCA292B-P025	Downloads/theory-of-linear-algebra-1.tex	L2711-L2760	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S031	Downloads/theory-of-linear-algebra-1.tex	L2726-L2760	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0066	SEM-942CE98F8F7A	IMP-DL-3E276561C4-R001358-942CE98F	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-R001358-942CE98F;IMP-M3-AB2FCA292B-R001358-942CE98F	Downloads/theory-of-linear-algebra-1.tex	L1358-L1378	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S011	Downloads/theory-of-linear-algebra-1.tex	L1379-L1406	1		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0067	SEM-97DF03AD527B	IMP-DL-3E276561C4-P012	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P012;IMP-M3-AB2FCA292B-P012	Downloads/theory-of-linear-algebra-1.tex	L2379-L2396	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S026	Downloads/theory-of-linear-algebra-1.tex	L2385-L2396	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0068	SEM-99F9EF259C21	IMP-DL-5B1D955447-P001	Euclidean and Hilbert-Space Geometry	I/13--I/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-5B1D955447-P001;IMP-M2-8108AF5CB9-P001	Downloads/merged_exercises.tex	L16-L47	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0069	SEM-9E649A05DA86	IMP-DL-3E276561C4-P009	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-3E276561C4-P009;IMP-M3-AB2FCA292B-P009	Downloads/theory-of-linear-algebra-1.tex	L2169-L2197	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S023	Downloads/theory-of-linear-algebra-1.tex	L2177-L2197	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0070	SEM-9F4646F7B579	IMP-DL-8D5CF4CFBA-P028	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P028;IMP-M3-89937139FC-P028	Downloads/theory-of-linear-algebra-2.tex	L2983-L3041	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S037	Downloads/theory-of-linear-algebra-2.tex	L2997-L3041	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0071	SEM-A08D14EE6947	IMP-DL-3E276561C4-P011	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P011;IMP-M3-AB2FCA292B-P011	Downloads/theory-of-linear-algebra-1.tex	L2313-L2378	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S025	Downloads/theory-of-linear-algebra-1.tex	L2324-L2378	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0072	SEM-A0B621A327F1	IMP-DL-3E276561C4-P034	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P034;IMP-M3-AB2FCA292B-P034	Downloads/theory-of-linear-algebra-1.tex	L3635-L3662	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S054	Downloads/theory-of-linear-algebra-1.tex	L3645-L3662	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0073	SEM-A1E4571CB2E3	IMP-DL-3E276561C4-P037	Euclidean and Hilbert-Space Geometry	I/13--I/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P037;IMP-M3-AB2FCA292B-P037	Downloads/theory-of-linear-algebra-1.tex	L4050-L4096	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S057	Downloads/theory-of-linear-algebra-1.tex	L4061-L4096	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0074	SEM-A388BAC1A844	IMP-DL-8D5CF4CFBA-P032	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-8D5CF4CFBA-P032;IMP-M3-89937139FC-P032	Downloads/theory-of-linear-algebra-2.tex	L3382-L3417	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S041	Downloads/theory-of-linear-algebra-2.tex	L3389-L3417	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0075	SEM-A41F7F3A8F1C	IMP-DL-3E276561C4-P022	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P022;IMP-M3-AB2FCA292B-P022	Downloads/theory-of-linear-algebra-1.tex	L2665-L2665	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0076	SEM-A76941E8F036	IMP-DL-3E276561C4-P023	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-3E276561C4-P023;IMP-M3-AB2FCA292B-P023	Downloads/theory-of-linear-algebra-1.tex	L2666-L2666	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0077	SEM-A7F1D876467A	IMP-DL-8D5CF4CFBA-P002	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P002;IMP-M3-89937139FC-P002	Downloads/theory-of-linear-algebra-2.tex	L348-L392	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S002	Downloads/theory-of-linear-algebra-2.tex	L361-L392	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0078	SEM-AA8617041810	IMP-DL-8D5CF4CFBA-P005	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P005;IMP-M3-89937139FC-P005	Downloads/theory-of-linear-algebra-2.tex	L531-L582	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S006	Downloads/theory-of-linear-algebra-2.tex	L538-L582	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0079	SEM-B11DA12E5F03	IMP-DL-3E276561C4-P021	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P021;IMP-M3-AB2FCA292B-P021	Downloads/theory-of-linear-algebra-1.tex	L2657-L2664	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0080	SEM-B5CB8E377E8B	IMP-DL-3E276561C4-P004	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P004;IMP-M3-AB2FCA292B-P004	Downloads/theory-of-linear-algebra-1.tex	L1717-L1829	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S016	Downloads/theory-of-linear-algebra-1.tex	L1738-L1765	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0081	SEM-B81BF25E2785	IMP-DL-8D5CF4CFBA-R003268-B81BF25E	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-R003268-B81BF25E;IMP-M3-89937139FC-R003268-B81BF25E	Downloads/theory-of-linear-algebra-2.tex	L3268-L3281	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0082	SEM-B99B3E8C7E13	IMP-DL-8D5CF4CFBA-R003042-B99B3E8C	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-R003042-B99B3E8C;IMP-M3-89937139FC-R003042-B99B3E8C	Downloads/theory-of-linear-algebra-2.tex	L3042-L3061	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S038	Downloads/theory-of-linear-algebra-2.tex	L3062-L3154	1		CANDIDATE	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0083	SEM-B9B4AE9B7434	IMP-DL-8D5CF4CFBA-PSR001087-B9B4AE9B	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-PSR001087-B9B4AE9B;IMP-M3-89937139FC-PSR001087-B9B4AE9B	Downloads/theory-of-linear-algebra-2.tex	L1087-L1097	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0084	SEM-BBC83FCE9E4D	IMP-DL-8D5CF4CFBA-P040	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P040;IMP-M3-89937139FC-P040	Downloads/theory-of-linear-algebra-2.tex	L3857-L3894	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S050	Downloads/theory-of-linear-algebra-2.tex	L3868-L3894	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0085	SEM-BC4F1004C184	IMP-DL-3E276561C4-R002825-BC4F1004	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-R002825-BC4F1004;IMP-M3-AB2FCA292B-R002825-BC4F1004	Downloads/theory-of-linear-algebra-1.tex	L2825-L2832	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S034	Downloads/theory-of-linear-algebra-1.tex	L2833-L2866	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0086	SEM-BD60654947E1	IMP-DL-3E276561C4-P024	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P024;IMP-M3-AB2FCA292B-P024	Downloads/theory-of-linear-algebra-1.tex	L2667-L2667	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0087	SEM-BDEBDF414F67	IMP-DL-3E276561C4-P010	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P010;IMP-M3-AB2FCA292B-P010	Downloads/theory-of-linear-algebra-1.tex	L2198-L2312	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S024	Downloads/theory-of-linear-algebra-1.tex	L2210-L2221	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0088	SEM-BF6C40991921	IMP-DL-3E276561C4-P032	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P032;IMP-M3-AB2FCA292B-P032	Downloads/theory-of-linear-algebra-1.tex	L3468-L3529	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S051	Downloads/theory-of-linear-algebra-1.tex	L3481-L3529	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0089	SEM-C48E4A5C900D	IMP-DL-8D5CF4CFBA-PSR001098-C48E4A5C	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-PSR001098-C48E4A5C;IMP-M3-89937139FC-PSR001098-C48E4A5C	Downloads/theory-of-linear-algebra-2.tex	L1098-L1104	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0090	SEM-C83BD85B8858	IMP-DL-3E276561C4-R000673-C83BD85B	Vector Spaces	I/01--I/06	PLACEMENT_REVIEW_REQUIRED	IMP-DL-3E276561C4-R000673-C83BD85B;IMP-DL-7AFEF11659-R000671-C83BD85B;IMP-M3-AB2FCA292B-R000673-C83BD85B;IMP-M3-AC7E1F63D1-R000671-C83BD85B	Downloads/theory-of-linear-algebra-1.tex	L673-L686	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S005	Downloads/theory-of-linear-algebra-1.tex	L687-L739	1		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0091	SEM-C85B2DDC63E7	IMP-DL-8D5CF4CFBA-P008	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P008;IMP-M3-89937139FC-P008	Downloads/theory-of-linear-algebra-2.tex	L784-L858	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S009	Downloads/theory-of-linear-algebra-2.tex	L798-L858	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0092	SEM-C872E53739C5	IMP-DL-8D5CF4CFBA-P012	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P012;IMP-M3-89937139FC-P012	Downloads/theory-of-linear-algebra-2.tex	L1622-L1686	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S013	Downloads/theory-of-linear-algebra-2.tex	L1632-L1686	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0093	SEM-C9E98A919FDD	IMP-DL-8D5CF4CFBA-P036	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P036;IMP-M3-89937139FC-P036	Downloads/theory-of-linear-algebra-2.tex	L3630-L3675	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S046	Downloads/theory-of-linear-algebra-2.tex	L3648-L3675	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0094	SEM-CCB37CBFD539	IMP-DL-8D5CF4CFBA-P039	Vector Spaces	I/01--I/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-8D5CF4CFBA-P039;IMP-M3-89937139FC-P039	Downloads/theory-of-linear-algebra-2.tex	L3771-L3856	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-8D5CF4CFBA-S049	Downloads/theory-of-linear-algebra-2.tex	L3793-L3856	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0095	SEM-CEBE68936853	IMP-DL-3E276561C4-P026	Matrices and Operators	I/07--I/12	READY_FOR_COMPANION_MIGRATION	IMP-DL-3E276561C4-P026;IMP-M3-AB2FCA292B-P026	Downloads/theory-of-linear-algebra-1.tex	L2761-L2793	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-3E276561C4-S032	Downloads/theory-of-linear-algebra-1.tex	L2767-L2793	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-I-0096	SEM-CECF0A277CD3	IMP-DL-C78B44C750-P010	Matrices and Operators	I/07--I/12	PLACEMENT_REVIEW_REQUIRED	IMP-DL-C78B44C750-P010;IMP-M2-48626BD8F1-P010	Downloads/wiki-green.tex	L406-L409	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
