canonical_dossier_id	volume	chapter_code	chapter_title	entry_kind	ordinal_in_chapter_kind	label	title	source_path	source_line	placement	solution_mode	solution_path	provenance_origin	provenance_ledger	provenance_source_file	provenance_source_block_id	mapped_source_rules	source_rule_dispositions
prob:iii03-dossier-10	III	III/03	The Lebesgue Integral	problem	10	prob:iii03-dossier-10	Zero integral criterion proof dossier	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	145	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii03-dossier-11	III	III/03	The Lebesgue Integral	problem	11	prob:iii03-dossier-11	Linearity proof dossier	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	152	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii03-dossier-12	III	III/03	The Lebesgue Integral	problem	12	prob:iii03-dossier-12	Chapter synthesis	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	159	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-01	III	III/04	Convergence Theorems	problem	1	prob:iii04-dossier-01	Monotone convergence diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	82	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T04.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-02	III	III/04	Convergence Theorems	problem	2	prob:iii04-dossier-02	Fatou's lemma diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	89	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T04.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-03	III	III/04	Convergence Theorems	problem	3	prob:iii04-dossier-03	Dominated convergence diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	96	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T04.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-04	III	III/04	Convergence Theorems	problem	4	prob:iii04-dossier-04	Almost-everywhere convergence diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	103	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-05	III	III/04	Convergence Theorems	problem	5	prob:iii04-dossier-05	Convergence in measure diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	110	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-06	III	III/04	Convergence Theorems	problem	6	prob:iii04-dossier-06	$L^1$ convergence diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	117	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-07	III	III/04	Convergence Theorems	problem	7	prob:iii04-dossier-07	Series applications diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	124	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-08	III	III/04	Convergence Theorems	problem	8	prob:iii04-dossier-08	Counterexamples diagnostic	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	131	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-09	III	III/04	Convergence Theorems	problem	9	prob:iii04-dossier-09	Monotone convergence theorem proof dossier	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	138	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-10	III	III/04	Convergence Theorems	problem	10	prob:iii04-dossier-10	Fatou's lemma proof dossier	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	145	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-11	III	III/04	Convergence Theorems	problem	11	prob:iii04-dossier-11	Dominated convergence theorem proof dossier	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	152	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii04-dossier-12	III	III/04	Convergence Theorems	problem	12	prob:iii04-dossier-12	Chapter synthesis	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	159	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-01	III	III/05	Product Measures and Fubini Theory	problem	1	prob:iii05-dossier-01	Product sigma-algebra diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	82	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T05.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-02	III	III/05	Product Measures and Fubini Theory	problem	2	prob:iii05-dossier-02	Product measures diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	89	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T05.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-03	III	III/05	Product Measures and Fubini Theory	problem	3	prob:iii05-dossier-03	Sections of sets diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	96	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T05.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-04	III	III/05	Product Measures and Fubini Theory	problem	4	prob:iii05-dossier-04	Sections of functions diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	103	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-05	III	III/05	Product Measures and Fubini Theory	problem	5	prob:iii05-dossier-05	Tonelli theorem diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	110	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-06	III	III/05	Product Measures and Fubini Theory	problem	6	prob:iii05-dossier-06	Fubini theorem diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	117	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-07	III	III/05	Product Measures and Fubini Theory	problem	7	prob:iii05-dossier-07	Changing order diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	124	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-08	III	III/05	Product Measures and Fubini Theory	problem	8	prob:iii05-dossier-08	Applications diagnostic	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	131	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-09	III	III/05	Product Measures and Fubini Theory	problem	9	prob:iii05-dossier-09	Tonelli theorem proof dossier	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	138	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-10	III	III/05	Product Measures and Fubini Theory	problem	10	prob:iii05-dossier-10	Fubini theorem proof dossier	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	145	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-11	III	III/05	Product Measures and Fubini Theory	problem	11	prob:iii05-dossier-11	Rectangle rule proof dossier	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	152	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii05-dossier-12	III	III/05	Product Measures and Fubini Theory	problem	12	prob:iii05-dossier-12	Chapter synthesis	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	159	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-01	III	III/06	Lp Spaces	problem	1	prob:iii06-dossier-01	Almost-everywhere classes diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	82	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T06.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-02	III	III/06	Lp Spaces	problem	2	prob:iii06-dossier-02	$L^p$ norms diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	89	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T06.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-03	III	III/06	Lp Spaces	problem	3	prob:iii06-dossier-03	Essential supremum diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	96	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T06.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-04	III	III/06	Lp Spaces	problem	4	prob:iii06-dossier-04	Vector-space structure diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	103	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-05	III	III/06	Lp Spaces	problem	5	prob:iii06-dossier-05	Completeness diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	110	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-06	III	III/06	Lp Spaces	problem	6	prob:iii06-dossier-06	Finite-measure inclusions diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	117	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-07	III	III/06	Lp Spaces	problem	7	prob:iii06-dossier-07	Convergence in measure diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	124	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-08	III	III/06	Lp Spaces	problem	8	prob:iii06-dossier-08	Approximation diagnostic	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	131	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-09	III	III/06	Lp Spaces	problem	9	prob:iii06-dossier-09	Norm-zero criterion proof dossier	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	138	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-10	III	III/06	Lp Spaces	problem	10	prob:iii06-dossier-10	Finite-measure inclusion proof dossier	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	145	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-11	III	III/06	Lp Spaces	problem	11	prob:iii06-dossier-11	Completeness of $L^p$ proof dossier	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	152	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii06-dossier-12	III	III/06	Lp Spaces	problem	12	prob:iii06-dossier-12	Chapter synthesis	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	159	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-01	III	III/07	Hölder, Minkowski and Interpolation	problem	1	prob:iii07-dossier-01	Conjugate exponents diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	82	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T07.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-02	III	III/07	Hölder, Minkowski and Interpolation	problem	2	prob:iii07-dossier-02	Young inequality diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	89	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T07.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-03	III	III/07	Hölder, Minkowski and Interpolation	problem	3	prob:iii07-dossier-03	Hölder inequality diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	96	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	CORPUS_GUIDED	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	theory-of-analysis-functions.tex	T07.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-04	III	III/07	Hölder, Minkowski and Interpolation	problem	4	prob:iii07-dossier-04	Minkowski inequality diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	103	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-05	III	III/07	Hölder, Minkowski and Interpolation	problem	5	prob:iii07-dossier-05	Equality cases diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	110	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-06	III	III/07	Hölder, Minkowski and Interpolation	problem	6	prob:iii07-dossier-06	Discrete versions diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	117	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-07	III	III/07	Hölder, Minkowski and Interpolation	problem	7	prob:iii07-dossier-07	Interpolation of norms diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	124	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-08	III	III/07	Hölder, Minkowski and Interpolation	problem	8	prob:iii07-dossier-08	Operator interpolation preview diagnostic	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	131	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iii07-dossier-09	III	III/07	Hölder, Minkowski and Interpolation	problem	9	prob:iii07-dossier-09	Hölder inequality proof dossier	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	138	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	FRESH_CANONICAL	books/vol03_fourier_distributions_pde/reconstruction/VOLUME03_III01_III08_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
