volume	chapter_code	declared_path	path_exists	candidate_count	resolved_path	classification
VII	VII/02	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex	OK
VII	VII/03	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex	OK
VII	VII/04	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex	OK
VII	VII/05	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex	OK
VII	VII/06	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex	OK
VII	VII/07	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex	OK
VII	VII/08	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex	OK
VII	VII/09	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex	OK
VII	VII/10	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex	OK
VII	VII/11	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex	OK
VII	VII/12	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex	OK
VII	VII/13	books/vol07_differential_geometry/chapters/ch13_frenet_frames_curvature_and_torsion/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch13_frenet_frames_curvature_and_torsion/chapter.tex	OK
VII	VII/14	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex	OK
VII	VII/15	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex	OK
VII	VII/16	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex	OK
VII	VII/17	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex	OK
VII	VII/18	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex	OK
VII	VII/19	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex	OK
VII	VII/20	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex	OK
VII	VII/21	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex	OK
VII	VII/22	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	OK
VII	VII/23	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	OK
VII	VII/24	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	OK
VII	VII/25	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex	OK
VII	VII/26	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	OK
VII	VII/27	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	OK
VII	VII/28	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	OK
VII	VII/29	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	OK
VII	VII/30	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	OK
VII	VII/31	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex	OK
VII	VII/32	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex	OK
VII	VII/33	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex	OK
VII	VII/34	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex	OK
VII	VII/35	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex	OK
VII	VII/36	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex	OK
VII	VII/37	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	OK
VII	VII/38	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	OK
VII	VII/39	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	OK
VII	VII/40	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	OK
VII	VII/41	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex	OK
VII	VII/42	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex	OK
VIII	VIII/01	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	OK
VIII	VIII/02	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	OK
VIII	VIII/03	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	OK
VIII	VIII/04	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	OK
VIII	VIII/05	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex	OK
VIII	VIII/06	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	OK
VIII	VIII/07	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	OK
VIII	VIII/08	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	OK
VIII	VIII/09	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	OK
VIII	VIII/10	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex	OK
VIII	VIII/11	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex	OK
VIII	VIII/12	books/vol08_algebraic_topology/chapters/ch12_deck_transformations_and_group_actions/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch12_deck_transformations_and_group_actions/chapter.tex	OK
VIII	VIII/13	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex	OK
VIII	VIII/14	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex	OK
VIII	VIII/15	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex	OK
VIII	VIII/16	books/vol08_algebraic_topology/chapters/ch16_chain_complexes/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch16_chain_complexes/chapter.tex	OK
VIII	VIII/17	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex	OK
VIII	VIII/18	books/vol08_algebraic_topology/chapters/ch18_cellular_homology/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch18_cellular_homology/chapter.tex	OK
VIII	VIII/19	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex	OK
VIII	VIII/20	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex	OK
VIII	VIII/21	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex	OK
VIII	VIII/22	books/vol08_algebraic_topology/chapters/ch22_chain_homotopies/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch22_chain_homotopies/chapter.tex	OK
VIII	VIII/23	books/vol08_algebraic_topology/chapters/ch23_chain_contractions/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch23_chain_contractions/chapter.tex	OK
VIII	VIII/24	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex	OK
VIII	VIII/25	books/vol08_algebraic_topology/chapters/ch25_homology_with_coefficients/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch25_homology_with_coefficients/chapter.tex	OK
VIII	VIII/26	books/vol08_algebraic_topology/chapters/ch26_the_universal_coefficient_theorem/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch26_the_universal_coefficient_theorem/chapter.tex	OK
VIII	VIII/27	books/vol08_algebraic_topology/chapters/ch27_products_and_the_k_nneth_theorem/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch27_products_and_the_k_nneth_theorem/chapter.tex	OK
VIII	VIII/28	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex	OK
VIII	VIII/29	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex	OK
VIII	VIII/30	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex	OK
VIII	VIII/31	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex	OK
VIII	VIII/32	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex	OK
VIII	VIII/33	books/vol08_algebraic_topology/chapters/ch33_poincar_duality/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch33_poincar_duality/chapter.tex	OK
VIII	VIII/34	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex	OK
VIII	VIII/35	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex	YES	1	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex	OK
