volume	chapter_code	chapter_title	canonical_path	path_exists	status	next_action	graph_tex_files	pairing_policy	raw_pairing_match	problems	exercises	hints	solutions	expected_solutions	pairing	scaffold
V	V/21	Valuation Rings	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/22	Chain Complexes	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/23	Free Resolutions	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/24	Syzygies	books/vol05_commutative_algebra/chapters/ch24_syzygies/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/25	Minimal Resolutions	books/vol05_commutative_algebra/chapters/ch25_minimal_resolutions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/26	The Tor Functor	books/vol05_commutative_algebra/chapters/ch26_the_tor_functor/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/27	The Ext Functor	books/vol05_commutative_algebra/chapters/ch27_the_ext_functor/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/28	Derived-Functor Viewpoint	books/vol05_commutative_algebra/chapters/ch28_derived_functor_viewpoint/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
VI	VI/01	Algebraic Sets	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	YES	FROZEN	COMPLETE	18	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	0	0	0	0	0	NATIVE_VOLUME_CONTRACT	NO
VI	VI/02	The Zariski Topology	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	YES	FROZEN	COMPLETE	18	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	0	0	0	0	0	NATIVE_VOLUME_CONTRACT	NO
VI	VI/03	Coordinate Rings	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex	YES	FROZEN	COMPLETE	18	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	0	18	0	0	18	NATIVE_VOLUME_CONTRACT	NO
VI	VI/04	Morphisms of Affine Algebraic Sets	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	YES	FROZEN	COMPLETE	18	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	0	18	0	0	18	NATIVE_VOLUME_CONTRACT	NO
VI	VI/05	Irreducibility, Components and Connectedness	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	YES	FROZEN	COMPLETE	21	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	0	0	0	0	0	NATIVE_VOLUME_CONTRACT	NO
VI	VI/06	Prime Ideals as Geometric Points	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	YES	FROZEN	COMPLETE	22	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	0	18	0	0	18	NATIVE_VOLUME_CONTRACT	NO
VI	VI/07	The Spectrum of a Ring	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex	YES	FROZEN	COMPLETE	29	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	30	20	20	35	50	NATIVE_VOLUME_CONTRACT	NO
VI	VI/08	Basic Open Sets D(f)	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex	YES	FROZEN	COMPLETE	31	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	32	20	20	36	52	NATIVE_VOLUME_CONTRACT	NO
VI	VI/09	Generic and Closed Points	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	YES	FROZEN	COMPLETE	34	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	36	20	20	38	56	NATIVE_VOLUME_CONTRACT	NO
VI	VI/10	Reduced and Nonreduced Geometry	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	YES	FROZEN	COMPLETE	33	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	34	20	20	37	54	NATIVE_VOLUME_CONTRACT	NO
VI	VI/11	Local Rings and Residue Fields	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	YES	FROZEN	COMPLETE	37	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	40	24	0	20	64	NATIVE_VOLUME_CONTRACT	NO
VI	VI/12	Presheaves	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	FROZEN	COMPLETE	39	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	44	24	0	22	68	NATIVE_VOLUME_CONTRACT	NO
VI	VI/13	Sheaves and Stalks	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	24	26	26	45	50	NATIVE_VOLUME_CONTRACT	NO
VI	VI/14	Sheafification	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	YES	FROZEN	COMPLETE	43	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	46	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/15	Kernels, Images and Quotients of Sheaves	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	YES	FROZEN	COMPLETE	43	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	26	46	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/16	Exact Sequences of Sheaves	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	YES	FROZEN	COMPLETE	43	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	31	46	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/17	The Structure Sheaf	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	YES	FROZEN	COMPLETE	45	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	26	26	26	52	52	NATIVE_VOLUME_CONTRACT	NO
VI	VI/18	Affine Schemes	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/19	Morphisms of Affine Schemes	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	YES	FROZEN	COMPLETE	44	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/20	Gluing Affine Schemes	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	YES	FROZEN	COMPLETE	44	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/21	Schemes and Their Points	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/22	Open and Closed Subschemes	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/23	Fiber Products	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/24	Base Change	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/25	Fibers and Geometric Fibers	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	25	26	0	51	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/26	Finite-Type and Noetherian Morphisms	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/27	Integral Schemes and Function Fields	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/28	Normalization	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/29	Krull Dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/30	Dimension of Schemes	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/31	Codimension	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/32	Tangent Spaces and Local Geometry	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	YES	FROZEN	COMPLETE	42	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/33	Graded Rings	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	YES	FROZEN	COMPLETE	40	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/34	Proj	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	YES	FROZEN	COMPLETE	41	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/35	Projective Space	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	YES	FROZEN	COMPLETE	41	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/36	Projective Schemes	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	YES	FROZEN	COMPLETE	41	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/37	Projective Morphisms and Closed Embeddings	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	YES	FROZEN	COMPLETE	41	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	25	26	0	25	51	NATIVE_VOLUME_CONTRACT	NO
VI	VI/38	Coherent and Quasi-Coherent Sheaves	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	YES	FROZEN	COMPLETE	33	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	17	24	0	17	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/39	Weil Divisors	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	17	24	24	17	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/40	Cartier Divisors	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	YES	FROZEN	COMPLETE	12	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	17	24	24	17	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/41	Divisor Class Groups	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	NO	17	24	0	17	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/42	Line Bundles and Picard Groups	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/43	Plane Cubics	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/44	Cremona Transformations	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/45	Blow-Ups	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/46	Flabby Sheaves	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/47	Čech Cohomology	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/48	Exact Sequences and Cohomology	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VI	VI/49	Basic Vanishing Results	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	YES	FROZEN	COMPLETE	13	NATIVE_FREEZE_PLUS_FULL_SOLUTIONS_BUILD	YES	17	24	24	41	41	NATIVE_VOLUME_CONTRACT	NO
VII	VII/01	Topological Manifolds	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/02	Smooth Structures and Atlases	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/03	Smooth Maps and Diffeomorphisms	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/04	Tangent Spaces	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/05	Cotangent Spaces	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/06	Submanifolds and Products	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/07	Vector Bundles	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/08	Principal and Frame Bundles	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/09	Differential Forms	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/10	Orientation and Integration	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/11	Stokes' Theorem	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/12	Regular Curves	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/13	Frenet Frames, Curvature and Torsion	books/vol07_differential_geometry/chapters/ch13_frenet_frames_curvature_and_torsion/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/14	Regular Surfaces	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/15	First and Second Fundamental Forms	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/16	The Gauss Map and Shape Operator	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/17	Principal, Gaussian and Mean Curvature	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/18	Ruled and Developable Surfaces	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/19	Minimal Surfaces	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/20	Riemannian Metrics	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/21	Connections	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/22	The Levi–Civita Connection	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/23	Geodesics	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/24	Parallel Transport	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/25	Holonomy	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/26	The Riemann Curvature Tensor	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/27	Ricci and Scalar Curvature	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/28	Weyl Curvature	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/29	Indefinite Metrics	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/30	Riemannian versus Lorentzian Geometry	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/31	Hyperbolic Plane Models	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/32	The Poincaré Metric	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/33	Möbius Transformations and PSL(2,R)	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/34	Hyperbolic Isometries	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/35	Fuchsian Groups	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/37	Kleinian Groups and Boundary Geometry	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/38	Discrete Geodesic Problems	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/39	Graph and Exact Mesh Geodesics	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/40	The Heat Method	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/41	Discrete Laplacians	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VII	VII/42	Curvature Lines, Ridges and Valleys	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	17	24	24	41	41	PASS	NO
VIII	VIII/01	Homotopies of Maps	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	24	24	36	36	PASS	NO
VIII	VIII/02	Homotopy Equivalence and Contractibility	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	24	24	36	36	PASS	NO
VIII	VIII/03	Degree of Maps	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	24	24	36	36	PASS	NO
VIII	VIII/04	Spheres and Antipodal Maps	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/05	Cell Attachments	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/06	CW Complexes	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/07	Mapping Cones	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/08	Homotopic Attaching Maps	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/09	Paths and Fundamental Groups	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/10	Covering Spaces	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
