volume_dir	chapter_dir	title	context_or_roadmap	examples	exercises	solved_problems	challenges	summary	bridge	status
vol08_algebraic_topology	ch12_deck_transformations_and_group_actions	Deck Transformations and Group Actions	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch13_su2_to_so3	\texorpdfstring{\(SU(2)\) to \(SO(3)\)	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch14_free_groups_and_covering_graphs	Free Groups and Covering Graphs	0	1	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch15_simplicial_complexes	Simplicial Complexes	0	1	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch16_chain_complexes	Chain Complexes	0	1	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch17_simplicial_and_singular_homology	Simplicial and Singular Homology	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch18_cellular_homology	Cellular Homology	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch19_relative_homology_and_exact_sequences	Relative Homology and Exact Sequences	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch20_homotopy_invariance	Homotopy Invariance	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch21_euler_characteristic	Euler Characteristic	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch22_chain_homotopies	Chain Homotopies	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch23_chain_contractions	Chain Contractions	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch24_mapping_cones_of_chain_maps	Mapping Cones of Chain Maps	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch25_homology_with_coefficients	Homology with Coefficients	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch26_the_universal_coefficient_theorem	The Universal Coefficient Theorem	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch27_products_and_the_k_nneth_theorem	Products and the Künneth Theorem	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch28_cohomology	Cohomology	0	0	1	1	0	0	0	MINIMAL
vol08_algebraic_topology	ch29_cup_products	Cup Products	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch30_vector_bundles_and_clutching	Vector Bundles and Clutching	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch31_thom_classes	Thom Classes	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch32_sphere_bundles_and_euler_classes	Sphere Bundles and Euler Classes	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch33_poincar_duality	Poincaré Duality	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch34_intersection_forms	Intersection Forms	0	0	1	1	0	0	1	PARTIAL
vol08_algebraic_topology	ch35_lefschetz_theory	Lefschetz Theory	0	0	1	1	0	0	0	MINIMAL
