"source"	"original_path"	"compile_ready_path"
"Downloads"	"imports\Downloads\fig10_halfplane_model.png"	"imports/COMPILE_READY/figures/Downloads_fig10_halfplane_model.png"
"Downloads"	"imports\Downloads\fig10_smooth_boundary_graph_neighborhood.png"	"imports/COMPILE_READY/figures/Downloads_fig10_smooth_boundary_graph_neighborhood.png"
"Downloads"	"imports\Downloads\fig10_square_corner_neighborhood.png"	"imports/COMPILE_READY/figures/Downloads_fig10_square_corner_neighborhood.png"
"Downloads"	"imports\Downloads\fig10_square_edge_neighborhood.png"	"imports/COMPILE_READY/figures/Downloads_fig10_square_edge_neighborhood.png"
"Downloads"	"imports\Downloads\fig13_mod2_even_preimage_v2.png"	"imports/COMPILE_READY/figures/Downloads_fig13_mod2_even_preimage_v2.png"
"Downloads"	"imports\Downloads\fig13_mod2_odd_preimage_v2.png"	"imports/COMPILE_READY/figures/Downloads_fig13_mod2_odd_preimage_v2.png"
"Downloads"	"imports\Downloads\fig13_noncompact_target_v2.png"	"imports/COMPILE_READY/figures/Downloads_fig13_noncompact_target_v2.png"
"Downloads"	"imports\Downloads\fig13_well_definedness_v2.png"	"imports/COMPILE_READY/figures/Downloads_fig13_well_definedness_v2.png"
"Downloads"	"imports\Downloads\fig14_lambda_tight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_lambda_tight.png"
"Downloads"	"imports\Downloads\fig14_lambda_zoom.png"	"imports/COMPILE_READY/figures/Downloads_fig14_lambda_zoom.png"
"Downloads"	"imports\Downloads\fig14_lambda.png"	"imports/COMPILE_READY/figures/Downloads_fig14_lambda.png"
"Downloads"	"imports\Downloads\fig14_phi_tight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_phi_tight.png"
"Downloads"	"imports\Downloads\fig14_phi_zoom.png"	"imports/COMPILE_READY/figures/Downloads_fig14_phi_zoom.png"
"Downloads"	"imports\Downloads\fig14_phi.png"	"imports/COMPILE_READY/figures/Downloads_fig14_phi.png"
"Downloads"	"imports\Downloads\fig14_radial_bump_tight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_radial_bump_tight.png"
"Downloads"	"imports\Downloads\fig14_radial_bump_ultratight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_radial_bump_ultratight.png"
"Downloads"	"imports\Downloads\fig14_radial_bump_zoom.png"	"imports/COMPILE_READY/figures/Downloads_fig14_radial_bump_zoom.png"
"Downloads"	"imports\Downloads\fig14_radial_bump.png"	"imports/COMPILE_READY/figures/Downloads_fig14_radial_bump.png"
"Downloads"	"imports\Downloads\fig14_sigma_tight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_sigma_tight.png"
"Downloads"	"imports\Downloads\fig14_sigma_zoom.png"	"imports/COMPILE_READY/figures/Downloads_fig14_sigma_zoom.png"
"Downloads"	"imports\Downloads\fig14_sigma.png"	"imports/COMPILE_READY/figures/Downloads_fig14_sigma.png"
"Downloads"	"imports\Downloads\fig14_tau_tight.png"	"imports/COMPILE_READY/figures/Downloads_fig14_tau_tight.png"
"Downloads"	"imports\Downloads\fig14_tau_zoom.png"	"imports/COMPILE_READY/figures/Downloads_fig14_tau_zoom.png"
"Downloads"	"imports\Downloads\fig14_tau.png"	"imports/COMPILE_READY/figures/Downloads_fig14_tau.png"
"Downloads"	"imports\Downloads\figure_lsc_epigraph.png"	"imports/COMPILE_READY/figures/Downloads_figure_lsc_epigraph.png"
"Downloads"	"imports\Downloads\figure_lsc_strict_inequality.png"	"imports/COMPILE_READY/figures/Downloads_figure_lsc_strict_inequality.png"
"Downloads"	"imports\Downloads\figureA_dyadic_partition (1).png"	"imports/COMPILE_READY/figures/Downloads_figureA_dyadic_partition_1_.png"
"Downloads"	"imports\Downloads\figureA_dyadic_partition.png"	"imports/COMPILE_READY/figures/Downloads_figureA_dyadic_partition.png"
"Downloads"	"imports\Downloads\figureB_step_function.png"	"imports/COMPILE_READY/figures/Downloads_figureB_step_function.png"
"Downloads"	"imports\Downloads\figureC_normalized_indicators.png"	"imports/COMPILE_READY/figures/Downloads_figureC_normalized_indicators.png"
"Downloads"	"imports\Downloads\figures\fig_annulus_connecting_map.png"	"imports/COMPILE_READY/figures/Downloads_figures_fig_annulus_connecting_map.png"
"Downloads"	"imports\Downloads\figures\fig_bockstein_rp2.png"	"imports/COMPILE_READY/figures/Downloads_figures_fig_bockstein_rp2.png"
"Downloads"	"imports\Downloads\figures\fig_even_vs_odd_rpn.png"	"imports/COMPILE_READY/figures/Downloads_figures_fig_even_vs_odd_rpn.png"
"Downloads"	"imports\Downloads\figures\fig_pairing_boundary_disk_sphere.png"	"imports/COMPILE_READY/figures/Downloads_figures_fig_pairing_boundary_disk_sphere.png"
"Downloads"	"imports\Downloads\File_Klein_Bottle_Folding_1.png"	"imports/COMPILE_READY/figures/Downloads_File_Klein_Bottle_Folding_1.png"
"Downloads"	"imports\Downloads\File_Klein_Bottle_Folding_2.svg"	"imports/COMPILE_READY/figures/Downloads_File_Klein_Bottle_Folding_2.svg"
"Downloads"	"imports\Downloads\folium_curve_IFT.png"	"imports/COMPILE_READY/figures/Downloads_folium_curve_IFT.png"
"Downloads"	"imports\Downloads\fourier_coeff_structure.png"	"imports/COMPILE_READY/figures/Downloads_fourier_coeff_structure.png"
"Downloads"	"imports\Downloads\fourier_heaviside_components.png"	"imports/COMPILE_READY/figures/Downloads_fourier_heaviside_components.png"
"Downloads"	"imports\Downloads\fR_fourier_sin_profile.png"	"imports/COMPILE_READY/figures/Downloads_fR_fourier_sin_profile.png"
"Downloads"	"imports\Downloads\Function of the Evaporator Explained.png"	"imports/COMPILE_READY/figures/Downloads_Function_of_the_Evaporator_Explained.png"
"Downloads"	"imports\Downloads\functions-charts.png"	"imports/COMPILE_READY/figures/Downloads_functions-charts.png"
"Downloads"	"imports\Downloads\g_global.png"	"imports/COMPILE_READY/figures/Downloads_g_global.png"
"Downloads"	"imports\Downloads\g_zoom.png"	"imports/COMPILE_READY/figures/Downloads_g_zoom.png"
"Downloads"	"imports\Downloads\gaussian_F_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_gaussian_F_heatmap.png"
"Downloads"	"imports\Downloads\gaussian_freq_space.png"	"imports/COMPILE_READY/figures/Downloads_gaussian_freq_space.png"
"Downloads"	"imports\Downloads\gaussian_u.png"	"imports/COMPILE_READY/figures/Downloads_gaussian_u.png"
"Downloads"	"imports\Downloads\gaussian_x_and_freq.png"	"imports/COMPILE_READY/figures/Downloads_gaussian_x_and_freq.png"
"Downloads"	"imports\Downloads\gaussian_x_space.png"	"imports/COMPILE_READY/figures/Downloads_gaussian_x_space.png"
"Downloads"	"imports\Downloads\gb_multi_math.png"	"imports/COMPILE_READY/figures/Downloads_gb_multi_math.png"
"Downloads"	"imports\Downloads\gb_multi.png"	"imports/COMPILE_READY/figures/Downloads_gb_multi.png"
"Downloads"	"imports\Downloads\gprime_semilog.png"	"imports/COMPILE_READY/figures/Downloads_gprime_semilog.png"
"Downloads"	"imports\Downloads\gprime_zoom.png"	"imports/COMPILE_READY/figures/Downloads_gprime_zoom.png"
"Downloads"	"imports\Downloads\Green_Damped_c1.png"	"imports/COMPILE_READY/figures/Downloads_Green_Damped_c1.png"
"Downloads"	"imports\Downloads\Green_Dirichlet_01.png"	"imports/COMPILE_READY/figures/Downloads_Green_Dirichlet_01.png"
"Downloads"	"imports\Downloads\Green_Helmholtz_k2.png"	"imports/COMPILE_READY/figures/Downloads_Green_Helmholtz_k2.png"
"Downloads"	"imports\Downloads\Green_minus_d2_plus_1.png"	"imports/COMPILE_READY/figures/Downloads_Green_minus_d2_plus_1.png"
"Downloads"	"imports\Downloads\Green_minus_d2.png"	"imports/COMPILE_READY/figures/Downloads_Green_minus_d2.png"
"Downloads"	"imports\Downloads\Green_Neumann_01.png"	"imports/COMPILE_READY/figures/Downloads_Green_Neumann_01.png"
"Downloads"	"imports\Downloads\Green_periodic_circle.png"	"imports/COMPILE_READY/figures/Downloads_Green_periodic_circle.png"
"Downloads"	"imports\Downloads\Green2D_log_kernel.png"	"imports/COMPILE_READY/figures/Downloads_Green2D_log_kernel.png"
"Downloads"	"imports\Downloads\greens_function (1).png"	"imports/COMPILE_READY/figures/Downloads_greens_function_1_.png"
"Downloads"	"imports\Downloads\greens_function.png"	"imports/COMPILE_READY/figures/Downloads_greens_function.png"
"Downloads"	"imports\Downloads\greens_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_greens_heatmap.png"
"Downloads"	"imports\Downloads\greens_slices.png"	"imports/COMPILE_READY/figures/Downloads_greens_slices.png"
"Downloads"	"imports\Downloads\H_paraboloid_counterexample.png"	"imports/COMPILE_READY/figures/Downloads_H_paraboloid_counterexample.png"
"Downloads"	"imports\Downloads\H_scherk_minimal_graph.png"	"imports/COMPILE_READY/figures/Downloads_H_scherk_minimal_graph.png"
"Downloads"	"imports\Downloads\hat_fan_n10.png"	"imports/COMPILE_READY/figures/Downloads_hat_fan_n10.png"
"Downloads"	"imports\Downloads\hat_fan_n5.png"	"imports/COMPILE_READY/figures/Downloads_hat_fan_n5.png"
"Downloads"	"imports\Downloads\hat_single_n8_r3.png"	"imports/COMPILE_READY/figures/Downloads_hat_single_n8_r3.png"
"Downloads"	"imports\Downloads\heaviside_smooth.png"	"imports/COMPILE_READY/figures/Downloads_heaviside_smooth.png"
"Downloads"	"imports\Downloads\helicoid.png"	"imports/COMPILE_READY/figures/Downloads_helicoid.png"
"Downloads"	"imports\Downloads\hemisphere_cw_chain_complex.png"	"imports/COMPILE_READY/figures/Downloads_hemisphere_cw_chain_complex.png"
"Downloads"	"imports\Downloads\hemisphere_cw_decomposition.png"	"imports/COMPILE_READY/figures/Downloads_hemisphere_cw_decomposition.png"
"Downloads"	"imports\Downloads\hemisphere_cw_skeleta.png"	"imports/COMPILE_READY/figures/Downloads_hemisphere_cw_skeleta.png"
"Downloads"	"imports\Downloads\homology_group_realization_with_spheres_and_moore.png"	"imports/COMPILE_READY/figures/Downloads_homology_group_realization_with_spheres_and_moore.png"
"Downloads"	"imports\Downloads\hp_auto_w_clean.png"	"imports/COMPILE_READY/figures/Downloads_hp_auto_w_clean.png"
"Downloads"	"imports\Downloads\hp_auto_z_clean (1).png"	"imports/COMPILE_READY/figures/Downloads_hp_auto_z_clean_1_.png"
"Downloads"	"imports\Downloads\hp_auto_z_clean.png"	"imports/COMPILE_READY/figures/Downloads_hp_auto_z_clean.png"
"Downloads"	"imports\Downloads\hp_h1h2_w.png"	"imports/COMPILE_READY/figures/Downloads_hp_h1h2_w.png"
"Downloads"	"imports\Downloads\hp_h1h2_z.png"	"imports/COMPILE_READY/figures/Downloads_hp_h1h2_z.png"
"Downloads"	"imports\Downloads\hp_to_hp_w_plane_fixed.png"	"imports/COMPILE_READY/figures/Downloads_hp_to_hp_w_plane_fixed.png"
"Downloads"	"imports\Downloads\hp_to_hp_w_plane.png"	"imports/COMPILE_READY/figures/Downloads_hp_to_hp_w_plane.png"
"Downloads"	"imports\Downloads\hp_to_hp_z_plane_fixed.png"	"imports/COMPILE_READY/figures/Downloads_hp_to_hp_z_plane_fixed.png"
"Downloads"	"imports\Downloads\hp_to_hp_z_plane.png"	"imports/COMPILE_READY/figures/Downloads_hp_to_hp_z_plane.png"
"Downloads"	"imports\Downloads\hp2hp_w_new (1).png"	"imports/COMPILE_READY/figures/Downloads_hp2hp_w_new_1_.png"
"Downloads"	"imports\Downloads\hp2hp_w_new.png"	"imports/COMPILE_READY/figures/Downloads_hp2hp_w_new.png"
"Downloads"	"imports\Downloads\hp2hp_z_new.png"	"imports/COMPILE_READY/figures/Downloads_hp2hp_z_new.png"
"Downloads"	"imports\Downloads\hs_bessel_smoothing.png"	"imports/COMPILE_READY/figures/Downloads_hs_bessel_smoothing.png"
"Downloads"	"imports\Downloads\hs_examples_cum_bump.png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_cum_bump.png"
"Downloads"	"imports\Downloads\hs_examples_cum_gaussian (1).png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_cum_gaussian_1_.png"
"Downloads"	"imports\Downloads\hs_examples_cum_gaussian.png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_cum_gaussian.png"
"Downloads"	"imports\Downloads\hs_examples_cum_indicator (1).png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_cum_indicator_1_.png"
"Downloads"	"imports\Downloads\hs_examples_cum_indicator.png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_cum_indicator.png"
"Downloads"	"imports\Downloads\hs_examples_fourier_mag.png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_fourier_mag.png"
"Downloads"	"imports\Downloads\hs_examples_xspace.png"	"imports/COMPILE_READY/figures/Downloads_hs_examples_xspace.png"
"Downloads"	"imports\Downloads\hs_frequency_weights.png"	"imports/COMPILE_READY/figures/Downloads_hs_frequency_weights.png"
"Downloads"	"imports\Downloads\hs_gagliardo_kernel.png"	"imports/COMPILE_READY/figures/Downloads_hs_gagliardo_kernel.png"
"Downloads"	"imports\Downloads\hyperbolic_paraboloid_curve_frenet (1).png"	"imports/COMPILE_READY/figures/Downloads_hyperbolic_paraboloid_curve_frenet_1_.png"
"Downloads"	"imports\Downloads\hyperbolic_paraboloid_curve_frenet.png"	"imports/COMPILE_READY/figures/Downloads_hyperbolic_paraboloid_curve_frenet.png"
"Downloads"	"imports\Downloads\hyperbolic_paraboloid_kappa_tau (1).png"	"imports/COMPILE_READY/figures/Downloads_hyperbolic_paraboloid_kappa_tau_1_.png"
"Downloads"	"imports\Downloads\hyperbolic_paraboloid_kappa_tau.png"	"imports/COMPILE_READY/figures/Downloads_hyperbolic_paraboloid_kappa_tau.png"
"Downloads"	"imports\Downloads\im_exp_minus_z2_plane (1).png"	"imports/COMPILE_READY/figures/Downloads_im_exp_minus_z2_plane_1_.png"
"Downloads"	"imports\Downloads\im_exp_minus_z2_plane.png"	"imports/COMPILE_READY/figures/Downloads_im_exp_minus_z2_plane.png"
"Downloads"	"imports\Downloads\im_nodal_hyperbolas.png"	"imports/COMPILE_READY/figures/Downloads_im_nodal_hyperbolas.png"
"Downloads"	"imports\Downloads\image_FC_uv_plane.png"	"imports/COMPILE_READY/figures/Downloads_image_FC_uv_plane.png"
"Downloads"	"imports\Downloads\image.png"	"imports/COMPILE_READY/figures/Downloads_image.png"
"Downloads"	"imports\Downloads\kernel_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_kernel_heatmap.png"
"Downloads"	"imports\Downloads\key_diagrams_of_vector_bundles_over_spheres.png"	"imports/COMPILE_READY/figures/Downloads_key_diagrams_of_vector_bundles_over_spheres.png"
"Downloads"	"imports\Downloads\Klein_Bottle_Folding_1.svg.png"	"imports/COMPILE_READY/figures/Downloads_Klein_Bottle_Folding_1.svg.png"
"Downloads"	"imports\Downloads\Klein_Bottle_Folding_3.svg.png"	"imports/COMPILE_READY/figures/Downloads_Klein_Bottle_Folding_3.svg.png"
"Downloads"	"imports\Downloads\Klein_Bottle_Folding_4.svg.png"	"imports/COMPILE_READY/figures/Downloads_Klein_Bottle_Folding_4.svg.png"
"Downloads"	"imports\Downloads\Klein_Bottle_Folding_5.png"	"imports/COMPILE_READY/figures/Downloads_Klein_Bottle_Folding_5.png"
"Downloads"	"imports\Downloads\Klein_Bottle_Folding_6.svg.png"	"imports/COMPILE_READY/figures/Downloads_Klein_Bottle_Folding_6.svg.png"
"Downloads"	"imports\Downloads\klein_construction_steps.png"	"imports/COMPILE_READY/figures/Downloads_klein_construction_steps.png"
"Downloads"	"imports\Downloads\lattice_plot.png"	"imports/COMPILE_READY/figures/Downloads_lattice_plot.png"
"Downloads"	"imports\Downloads\lens_domain (1).png"	"imports/COMPILE_READY/figures/Downloads_lens_domain_1_.png"
"Downloads"	"imports\Downloads\lens_domain.png"	"imports/COMPILE_READY/figures/Downloads_lens_domain.png"
"Downloads"	"imports\Downloads\lens_to_sector.png"	"imports/COMPILE_READY/figures/Downloads_lens_to_sector.png"
"Downloads"	"imports\Downloads\level_curves_argument.png"	"imports/COMPILE_READY/figures/Downloads_level_curves_argument.png"
"Downloads"	"imports\Downloads\level_curves_modulus.png"	"imports/COMPILE_READY/figures/Downloads_level_curves_modulus.png"
"Downloads"	"imports\Downloads\local_mollification_example.png"	"imports/COMPILE_READY/figures/Downloads_local_mollification_example.png"
"Downloads"	"imports\Downloads\log_im_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_log_im_heatmap.png"
"Downloads"	"imports\Downloads\log_mapping_domain.png"	"imports/COMPILE_READY/figures/Downloads_log_mapping_domain.png"
"Downloads"	"imports\Downloads\log_mapping_image.png"	"imports/COMPILE_READY/figures/Downloads_log_mapping_image.png"
"Downloads"	"imports\Downloads\log_re_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_log_re_heatmap.png"
"Downloads"	"imports\Downloads\lp_boundary_alpha_vs_p.png"	"imports/COMPILE_READY/figures/Downloads_lp_boundary_alpha_vs_p.png"
"Downloads"	"imports\Downloads\lp_decay.png"	"imports/COMPILE_READY/figures/Downloads_lp_decay.png"
"Downloads"	"imports\Downloads\lp_integrability_decay.png"	"imports/COMPILE_READY/figures/Downloads_lp_integrability_decay.png"
"Downloads"	"imports\Downloads\lp_log_borderline_norm_vs_gamma_p2 (1).png"	"imports/COMPILE_READY/figures/Downloads_lp_log_borderline_norm_vs_gamma_p2_1_.png"
"Downloads"	"imports\Downloads\lp_log_borderline_norm_vs_gamma_p2.png"	"imports/COMPILE_READY/figures/Downloads_lp_log_borderline_norm_vs_gamma_p2.png"
"Downloads"	"imports\Downloads\lp_norm_vs_p_decay_alpha15.png"	"imports/COMPILE_READY/figures/Downloads_lp_norm_vs_p_decay_alpha15.png"
"Downloads"	"imports\Downloads\lp_singularities.png"	"imports/COMPILE_READY/figures/Downloads_lp_singularities.png"
"Downloads"	"imports\Downloads\mathematical_diagram_of_lens_space_l_p_3.png"	"imports/COMPILE_READY/figures/Downloads_mathematical_diagram_of_lens_space_l_p_3.png"
"Downloads"	"imports\Downloads\mermaid-diagram-2026-01-15-112415.svg"	"imports/COMPILE_READY/figures/Downloads_mermaid-diagram-2026-01-15-112415.svg"
"Downloads"	"imports\Downloads\mermaid-diagram-2026-01-15-112613_font28_boxes.svg"	"imports/COMPILE_READY/figures/Downloads_mermaid-diagram-2026-01-15-112613_font28_boxes.svg"
"Downloads"	"imports\Downloads\mermaid-diagram-2026-01-15-112613_font28.svg"	"imports/COMPILE_READY/figures/Downloads_mermaid-diagram-2026-01-15-112613_font28.svg"
"Downloads"	"imports\Downloads\mermaid-diagram-2026-01-15-112613.svg"	"imports/COMPILE_READY/figures/Downloads_mermaid-diagram-2026-01-15-112613.svg"
"Downloads"	"imports\Downloads\metric_disc_area (1).png"	"imports/COMPILE_READY/figures/Downloads_metric_disc_area_1_.png"
"Downloads"	"imports\Downloads\metric_disc_area.png"	"imports/COMPILE_READY/figures/Downloads_metric_disc_area.png"
"Downloads"	"imports\Downloads\metric_disc_length.png"	"imports/COMPILE_READY/figures/Downloads_metric_disc_length.png"
"Downloads"	"imports\Downloads\metric_square_g1_aniso (1).png"	"imports/COMPILE_READY/figures/Downloads_metric_square_g1_aniso_1_.png"
"Downloads"	"imports\Downloads\metric_square_g1_aniso.png"	"imports/COMPILE_READY/figures/Downloads_metric_square_g1_aniso.png"
"Downloads"	"imports\Downloads\metric_square_g2_aniso (1).png"	"imports/COMPILE_READY/figures/Downloads_metric_square_g2_aniso_1_.png"
"Downloads"	"imports\Downloads\metric_square_g2_aniso.png"	"imports/COMPILE_READY/figures/Downloads_metric_square_g2_aniso.png"
"Downloads"	"imports\Downloads\minimal_catenoid.png"	"imports/COMPILE_READY/figures/Downloads_minimal_catenoid.png"
"Downloads"	"imports\Downloads\minimal_enneper.png"	"imports/COMPILE_READY/figures/Downloads_minimal_enneper.png"
"Downloads"	"imports\Downloads\minimal_helicoid (1).png"	"imports/COMPILE_READY/figures/Downloads_minimal_helicoid_1_.png"
"Downloads"	"imports\Downloads\minimal_helicoid.png"	"imports/COMPILE_READY/figures/Downloads_minimal_helicoid.png"
"Downloads"	"imports\Downloads\minimal_plane.png"	"imports/COMPILE_READY/figures/Downloads_minimal_plane.png"
"Downloads"	"imports\Downloads\Modern Living Room with Air Conditioning.png"	"imports/COMPILE_READY/figures/Downloads_Modern_Living_Room_with_Air_Conditioning.png"
"Downloads"	"imports\Downloads\moore_space_construction_and_homology_sequence.png"	"imports/COMPILE_READY/figures/Downloads_moore_space_construction_and_homology_sequence.png"
"Downloads"	"imports\Downloads\morse_fig1_monkey_saddle_contours (1).png"	"imports/COMPILE_READY/figures/Downloads_morse_fig1_monkey_saddle_contours_1_.png"
"Downloads"	"imports\Downloads\morse_fig1_monkey_saddle_contours.png"	"imports/COMPILE_READY/figures/Downloads_morse_fig1_monkey_saddle_contours.png"
"Downloads"	"imports\Downloads\morse_fig2_perturbed_contours (1).png"	"imports/COMPILE_READY/figures/Downloads_morse_fig2_perturbed_contours_1_.png"
"Downloads"	"imports\Downloads\morse_fig2_perturbed_contours.png"	"imports/COMPILE_READY/figures/Downloads_morse_fig2_perturbed_contours.png"
"Downloads"	"imports\Downloads\morse_fig3_det_M2_slice_uv (1).png"	"imports/COMPILE_READY/figures/Downloads_morse_fig3_det_M2_slice_uv_1_.png"
"Downloads"	"imports\Downloads\morse_fig3_det_M2_slice_uv.png"	"imports/COMPILE_READY/figures/Downloads_morse_fig3_det_M2_slice_uv.png"
"Downloads"	"imports\Downloads\moving_frame_sphere_stereo.png"	"imports/COMPILE_READY/figures/Downloads_moving_frame_sphere_stereo.png"
"Downloads"	"imports\Downloads\moving_frame_sphere.png"	"imports/COMPILE_READY/figures/Downloads_moving_frame_sphere.png"
"Downloads"	"imports\Downloads\network_overview_final.png"	"imports/COMPILE_READY/figures/Downloads_network_overview_final.png"
"Downloads"	"imports\Downloads\network_overview_minimal.png"	"imports/COMPILE_READY/figures/Downloads_network_overview_minimal.png"
"Downloads"	"imports\Downloads\network_overview_two_dist_blue.png"	"imports/COMPILE_READY/figures/Downloads_network_overview_two_dist_blue.png"
"Downloads"	"imports\Downloads\network_overview_word.png"	"imports/COMPILE_READY/figures/Downloads_network_overview_word.png"
"Downloads"	"imports\Downloads\network_segments_clean_grid.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_clean_grid.png"
"Downloads"	"imports\Downloads\network_segments_darkborders.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_darkborders.png"
"Downloads"	"imports\Downloads\network_segments_polished.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_polished.png"
"Downloads"	"imports\Downloads\network_segments_readable_v2.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_readable_v2.png"
"Downloads"	"imports\Downloads\network_segments_readable.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_readable.png"
"Downloads"	"imports\Downloads\network_segments_spaced.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_spaced.png"
"Downloads"	"imports\Downloads\network_segments_two_dist.png"	"imports/COMPILE_READY/figures/Downloads_network_segments_two_dist.png"
"Downloads"	"imports\Downloads\nontrivial_w.png"	"imports/COMPILE_READY/figures/Downloads_nontrivial_w.png"
"Downloads"	"imports\Downloads\nontrivial_z.png"	"imports/COMPILE_READY/figures/Downloads_nontrivial_z.png"
"Downloads"	"imports\Downloads\olt_diagram.png"	"imports/COMPILE_READY/figures/Downloads_olt_diagram.png"
"Downloads"	"imports\Downloads\periodized_gaussian_compare.png"	"imports/COMPILE_READY/figures/Downloads_periodized_gaussian_compare.png"
"Downloads"	"imports\Downloads\periodized_gaussian_errors.png"	"imports/COMPILE_READY/figures/Downloads_periodized_gaussian_errors.png"
"Downloads"	"imports\Downloads\phi_and_phi_x_minus_y.png"	"imports/COMPILE_READY/figures/Downloads_phi_and_phi_x_minus_y.png"
"Downloads"	"imports\Downloads\phi_difference_quotients.png"	"imports/COMPILE_READY/figures/Downloads_phi_difference_quotients.png"
"Downloads"	"imports\Downloads\phi_periodic_plot (1).png"	"imports/COMPILE_READY/figures/Downloads_phi_periodic_plot_1_.png"
"Downloads"	"imports\Downloads\phi_periodic_plot.png"	"imports/COMPILE_READY/figures/Downloads_phi_periodic_plot.png"
"Downloads"	"imports\Downloads\phi_translations.png"	"imports/COMPILE_READY/figures/Downloads_phi_translations.png"
"Downloads"	"imports\Downloads\plane_two_origins.png"	"imports/COMPILE_READY/figures/Downloads_plane_two_origins.png"
"Downloads"	"imports\Downloads\poincare_hopf_closed_orbit.png"	"imports/COMPILE_READY/figures/Downloads_poincare_hopf_closed_orbit.png"
"Downloads"	"imports\Downloads\poincare_intersecting_reflections.png"	"imports/COMPILE_READY/figures/Downloads_poincare_intersecting_reflections.png"
"Downloads"	"imports\Downloads\poincare_reflection_in_line.png"	"imports/COMPILE_READY/figures/Downloads_poincare_reflection_in_line.png"
"Downloads"	"imports\Downloads\power_alpha_general.png"	"imports/COMPILE_READY/figures/Downloads_power_alpha_general.png"
"Downloads"	"imports\Downloads\power_alpha_pure_imag_i.png"	"imports/COMPILE_READY/figures/Downloads_power_alpha_pure_imag_i.png"
"Downloads"	"imports\Downloads\power_alpha_real_half.png"	"imports/COMPILE_READY/figures/Downloads_power_alpha_real_half.png"
"Downloads"	"imports\Downloads\power_alpha_real2.png"	"imports/COMPILE_READY/figures/Downloads_power_alpha_real2.png"
"Downloads"	"imports\Downloads\power_mapping_domain.png"	"imports/COMPILE_READY/figures/Downloads_power_mapping_domain.png"
"Downloads"	"imports\Downloads\prob5_eiz_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_prob5_eiz_heatmap.png"
"Downloads"	"imports\Downloads\prob5_ineq_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_prob5_ineq_heatmap.png"
"Downloads"	"imports\Downloads\problem14_subharmonic_heatmap (1).png"	"imports/COMPILE_READY/figures/Downloads_problem14_subharmonic_heatmap_1_.png"
"Downloads"	"imports\Downloads\problem14_subharmonic_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_problem14_subharmonic_heatmap.png"
"Downloads"	"imports\Downloads\problem2_disk_grid.png"	"imports/COMPILE_READY/figures/Downloads_problem2_disk_grid.png"
"Downloads"	"imports\Downloads\problem2_image_grid.png"	"imports/COMPILE_READY/figures/Downloads_problem2_image_grid.png"
"Downloads"	"imports\Downloads\problem2_map_1d.png"	"imports/COMPILE_READY/figures/Downloads_problem2_map_1d.png"
"Downloads"	"imports\Downloads\problem4_axes_union.png"	"imports/COMPILE_READY/figures/Downloads_problem4_axes_union.png"
"Downloads"	"imports\Downloads\problem4_cone_a_eq_0.png"	"imports/COMPILE_READY/figures/Downloads_problem4_cone_a_eq_0.png"
"Downloads"	"imports\Downloads\problem4_hyperboloid_a_gt_0.png"	"imports/COMPILE_READY/figures/Downloads_problem4_hyperboloid_a_gt_0.png"
"Downloads"	"imports\Downloads\problem4_sublevel_cross_section.png"	"imports/COMPILE_READY/figures/Downloads_problem4_sublevel_cross_section.png"
"Downloads"	"imports\Downloads\problem6_embedding_circle.png"	"imports/COMPILE_READY/figures/Downloads_problem6_embedding_circle.png"
"Downloads"	"imports\Downloads\problem6_immersion_figure_eight.png"	"imports/COMPILE_READY/figures/Downloads_problem6_immersion_figure_eight.png"
"Downloads"	"imports\Downloads\problem6_immersion_R_wraps_circle.png"	"imports/COMPILE_READY/figures/Downloads_problem6_immersion_R_wraps_circle.png"
"Downloads"	"imports\Downloads\problem7_compact_to_R_no_submersion.png"	"imports/COMPILE_READY/figures/Downloads_problem7_compact_to_R_no_submersion.png"
"Downloads"	"imports\Downloads\problem7_kn_vs_theta.png"	"imports/COMPILE_READY/figures/Downloads_problem7_kn_vs_theta.png"
