solution_id	source_id	solution_source_file	solution_line_range	solution_kind	source_problem_number	linked_problem_id	link_status	reconciliation_status	reconciliation_method	reconciliation_confidence	candidate_problem_ids	solution_text_hash	solution_semantic_unit_id	refinement_status	refinement_method	editorial_resolution_status	editorial_resolution_method	previous_linked_problem_id	structural_relink_status	structural_relink_method	previous_candidate_problem_ids	editorial_note	editorial_decision	editorial_rationale
IMP-DL-873C6F4098-S018	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3027-L3056	SOLUTION	12	IMP-DL-873C6F4098-P080	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P080	d2633a0f5c0f50d22e7cfcb17cc18f6b20a643123c874ec30bdf8983d15c4a01	SOLSEM-C498DEC6BC31											
IMP-DL-873C6F4098-S019	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3212-L3262	SOLUTION	1	IMP-DL-873C6F4098-P085	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P085	f7fa48e45a92ecf870f5b4ba6f29f66b07b62004011d54914fbad16373153431	SOLSEM-E2B0FDD20A72											
IMP-DL-873C6F4098-S020	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3285-L3307	SOLUTION	2	IMP-DL-873C6F4098-P086	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P086	579ab9c2dbfee8fec800121725e5b1101ac472f4f8d6a3c9dd527a82b97d3cc1	SOLSEM-6DD2DFF0AB74											
IMP-DL-873C6F4098-S021	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3319-L3332	SOLUTION	3	IMP-DL-873C6F4098-P087	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P087	199868a0c4b11aabe6a6960872c520adb595eef41a087a9bc91df11584ad3349	SOLSEM-EF6A44991FCB											
IMP-DL-873C6F4098-S022	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3345-L3364	SOLUTION	4	IMP-DL-873C6F4098-P088	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P088	20f133cf6d92c771629d6eabc07cbc4fbea69bbae3424d4ed9104cc4d29f8530	SOLSEM-CA52098B2ECC											
IMP-DL-873C6F4098-S023	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3394-L3402	SOLUTION	5	IMP-DL-873C6F4098-P089	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P089	56b4a48efc925021d0e618ca675f4c98643eb6d2a4a957eac84bbf31398478bd	SOLSEM-B285EC5A4AE0											
IMP-DL-873C6F4098-S024	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3454-L3476	SOLUTION	7	IMP-DL-873C6F4098-P091	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P091	b3ff555f224feb0a1d28006e4a540f1ce739c4455a4d08e47add3cd9fc8dcd06	SOLSEM-9F56B849FFA5											
IMP-DL-873C6F4098-S025	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3499-L3515	SOLUTION	8	IMP-DL-873C6F4098-P094	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P094	4c9c2eab422ef13e1257b37f44e137eaf8a7f1c8520bce5680bb940f3e360dbc	SOLSEM-563D739D5BB4											
IMP-DL-873C6F4098-S026	IMP-DL-873C6F4098	Downloads/theory-of-analysis-II.tex	L3564-L3573	SOLUTION	10	IMP-DL-873C6F4098-P097	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P097	39aebcbabb8256ebf3f43cbc5703ce4251a8ec2b4fe6a5c468007c31a16c807d	SOLSEM-8409C4EE6BBD											
IMP-DL-3CA1CB77F7-S001	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L120-L134	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-F08D4144EA-P010;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P014;IMP-M2-F08D4144EA-R002721-2C4598EE	e0391804df30ea3231e374aed443aa17d76366ef39e88daf50e8ea4728b8e940	SOLSEM-B93C6150B2EC											
IMP-DL-3CA1CB77F7-S002	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L153-L185	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P009;IMP-M2-F08D4144EA-P048;IMP-M2-F08D4144EA-R005411-404E62ED	5fd36b866c503831d985aa826b981aba77a3ecbba8a5f4a1d49c2ddb397a793e	SOLSEM-AEA4A9DC1681											
IMP-DL-3CA1CB77F7-S003	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L193-L214	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P007;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P010;IMP-M2-F08D4144EA-P009	e3818941bee706b54b9b06ee4652c4395760e3be418cc5e78b3fbdfdf6f26304	SOLSEM-CC3D2F5A621D											
IMP-DL-3CA1CB77F7-S004	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L218-L257	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P026;IMP-M2-F08D4144EA-R003628-113CB3B8;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P007	3a28ba29a47168bcf6df397ee44dc2f801b48bf492366e82b140cc1370d8d561	SOLSEM-0CB155B2EE69											
IMP-DL-3CA1CB77F7-S005	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L265-L293	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-F08D4144EA-P008;IMP-M2-F08D4144EA-P007;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P010	9c03e54d45821cedf44b39cdeab16c5185861d5ec8ce0164393d886d7080d37e	SOLSEM-E1C7298294B9											
IMP-DL-3CA1CB77F7-S006	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L301-L338	SOLUTION		IMP-M2-1D2863B81A-P001	LINKED_SEMANTIC_EQUIVALENCE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-1D2863B81A-P001	bb5f173642ba43c248e3d78a8fafad90e45ade3e9997dad96bf95ad8c52d0e59	SOLSEM-AEF3208239AF	RESOLVED	EXACT_SOLUTION_TEXT_TRUSTED_MEMBER									
IMP-DL-3CA1CB77F7-S007	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L411-L448	SOLUTION		IMP-DL-3CA1CB77F7-P001	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P001	bb5f173642ba43c248e3d78a8fafad90e45ade3e9997dad96bf95ad8c52d0e59	SOLSEM-AEF3208239AF											
IMP-DL-3CA1CB77F7-S008	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L510-L540	SOLUTION		IMP-DL-3CA1CB77F7-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P002	35e640b8fca9e3901c625992bdbaab20fe47d37ed687332c4f970ac96b89fb97	SOLSEM-C62896465532											
IMP-DL-3CA1CB77F7-S009	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L555-L585	SOLUTION		IMP-DL-3CA1CB77F7-P003	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P003	35e640b8fca9e3901c625992bdbaab20fe47d37ed687332c4f970ac96b89fb97	SOLSEM-C62896465532											
IMP-DL-3CA1CB77F7-S010	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L633-L637	SOLUTION		IMP-DL-3CA1CB77F7-P004	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P004	1e3ec2c117d9ad55611bbc8a552f920073db1333022846b4daa75a6ac692934c	SOLSEM-69EF80292DE0											
IMP-DL-3CA1CB77F7-S011	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L681-L701	SOLUTION		IMP-DL-3CA1CB77F7-P006	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P006	a9ba9dda21e13a8fcbbfb4e5d63ecf851a0a39782519b13e7da87c7be141375f	SOLSEM-75D4C8004B09											
IMP-DL-3CA1CB77F7-S012	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L702-L707	SOLUTION		IMP-DL-15679DEE8D-P004	UNRESOLVED_AMBIGUOUS	RESOLVED_SOURCE_GROUNDED_EDITORIAL_LINK	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-15679DEE8D-P004	196df8047fc47d1f3b403f79f2f8189c6d07d879823e4917849076900b197318	SOLSEM-A3E4B3F720CA										ACCEPT	Source-grounded P2/P3 review: solution matches exact current or recovered source statement.
IMP-DL-3CA1CB77F7-S013	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L801-L822	SOLUTION		IMP-DL-3CA1CB77F7-P007	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P007	5e677f38da9fce588621942675484352f4ffdd3d9be2599392a6baff5a21afba	SOLSEM-07329ACC69F1											
IMP-DL-3CA1CB77F7-S014	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L840-L884	SOLUTION		IMP-DL-3CA1CB77F7-P008	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-P008	fb0626799d878f266bf1e113fa15aa8baa4b143ef8b3989bd72818dc2ad73151	SOLSEM-B7F6D3953F27											
IMP-DL-3CA1CB77F7-S015	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L2800-L2804	SOLUTION		IMP-DL-3CA1CB77F7-R002721-2C4598EE	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R002721-2C4598EE	9e542f13fa45f7f374cb19b2ca9afba3b5ca8d8b793c99e6f71883ccf29efc6f	SOLSEM-64FF3F750A05					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S016	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4678-L4709	SOLUTION		IMP-DL-3CA1CB77F7-R004674-3FC77973	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004674-3FC77973	b792f3efad4e3406e7b7bf9160240a93eb2c932466079b9b52a3020532464675	SOLSEM-2C4ECE94C6C7					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S017	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4757-L4796	SOLUTION		IMP-DL-3CA1CB77F7-R004753-F6236989	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004753-F6236989	7011fe56e4c43c8314093b4c937c4a9160f8e1f78bcd022ced860b9c08e370d6	SOLSEM-F2F62F7A7788					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S018	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4827-L4860	SOLUTION		IMP-DL-3CA1CB77F7-R004816-AF88C42C	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004816-AF88C42C	bdf0d88e2c304962b7a0a56288bfa1d018774c66b2c72abb822b745c3e1fb1ca	SOLSEM-8659AB54CFA4					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S019	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4875-L4912	SOLUTION		IMP-DL-3CA1CB77F7-R004862-9C2FDD07	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004862-9C2FDD07	fec04ea78db90c182d7492f060d44040f4c38e1c618f21ce9be98e676bacb133	SOLSEM-36A12E247A4E					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S020	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4914-L4945	SOLUTION		IMP-DL-3CA1CB77F7-R004862-9C2FDD07	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004862-9C2FDD07	82984878f0679d49c293af34b7ecc9ae33338df30d531cdf7271351393575b2e	SOLSEM-EFF7296A94DD					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S021	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L4960-L4988	SOLUTION		IMP-DL-3CA1CB77F7-R004947-5434EC95	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R004947-5434EC95	fdd74cb530e54aaa415493523e54fe40e45fcdf54edd13a046020e5877914e36	SOLSEM-A8E346813F55					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S022	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L5124-L5145	SOLUTION		IMP-DL-3CA1CB77F7-R005100-8D676F3B	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R005100-8D676F3B	22bd9f546428cddcd3ef7bf822fad289d724829aae139fa0335ae04e37b9036b	SOLSEM-C3A7CB08B46B					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S023	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L5164-L5210	SOLUTION		IMP-DL-3CA1CB77F7-R005148-2FFBC9E2	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R005148-2FFBC9E2	48914f883ee50ded4b93e0f59c21b7ce7f32a8ec0950d233d10fd067f0eec967	SOLSEM-D272F0FA6F82					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S024	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L5416-L5430	SOLUTION		IMP-DL-3CA1CB77F7-R005411-404E62ED	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R005411-404E62ED	8f7681bc2272a751549a1d578239ab40516f260d61e41d43086793f47c31e60e	SOLSEM-BD5876AFBB02					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-3CA1CB77F7-S025	IMP-DL-3CA1CB77F7	Downloads/theory-of-analysis-numbers.tex	L5440-L5452	SOLUTION		IMP-DL-3CA1CB77F7-R005432-EDE0D29B	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3CA1CB77F7-R005432-EDE0D29B	69b05daad1901748ab3060a9a2574b58716605f34921c0dd64ac4100b5c917ad	SOLSEM-057CA2BE9931					IMP-DL-3CA1CB77F7-P013	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-DL-117191C0EC-S001	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L133-L165	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-40A546CAA2-P016;IMP-M2-40A546CAA2-P010;IMP-M2-40A546CAA2-P001;IMP-M2-40A546CAA2-P056;IMP-M2-40A546CAA2-P022;IMP-M2-40A546CAA2-P019;IMP-M2-40A546CAA2-P047;IMP-M2-40A546CAA2-P023	0280a4ad2276c9cc66b45bb0fe164bb18eb8edcba02b918548c6182ef5a373c5	SOLSEM-05FFD2FA731D											
IMP-DL-117191C0EC-S002	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L216-L270	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-40A546CAA2-P053;IMP-M2-40A546CAA2-P016;IMP-M2-40A546CAA2-P001;IMP-M2-40A546CAA2-P056;IMP-M2-40A546CAA2-P021;IMP-M2-40A546CAA2-P061;IMP-M2-40A546CAA2-P062;IMP-M2-40A546CAA2-P008	49583dece519c87949ff4162143acc9f000f03ece8b79a748f0dc565621332d1	SOLSEM-8E73EDBB9A23											
IMP-DL-117191C0EC-S003	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L492-L512	SOLUTION		IMP-DL-117191C0EC-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P002	b8904abb0ddbbd2d8b14fe21b3e0b875f15061cce6443dc1bf973300871e8226	SOLSEM-AD9ECE88D9EB											
IMP-DL-117191C0EC-S004	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L649-L683	SOLUTION	5	IMP-DL-117191C0EC-P008	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P008	f54606e0aec92df3c8f921beb2932bbd45f251e2d14055f58052a26bd07bc6ca	SOLSEM-EB8C25A4C738											
IMP-DL-117191C0EC-S005	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L729-L755	SOLUTION		IMP-DL-117191C0EC-P009	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P009	3bc840b2a6c96fde045d63f4b00b7fe0624d968e004345f3a2c98d69c6a2ee30	SOLSEM-47907DE9A01A											
IMP-DL-117191C0EC-S006	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L866-L885	SOLUTION		IMP-DL-117191C0EC-P010	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P010	983dfdaf664719ce5767bb3697b9fd98691beb6479aa4d9b6422f72b151e2cb9	SOLSEM-60C25FB0D928											
IMP-DL-117191C0EC-S007	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L1010-L1035	SOLUTION	8	IMP-DL-117191C0EC-P011	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P011	450a9b78e0bf0423c4ccfab73e3cce6231f6ba0f5a7b4d85e58f031b7e687932	SOLSEM-4D8958D1D39F											
IMP-DL-117191C0EC-S008	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L1304-L1368	SOLUTION		IMP-DL-117191C0EC-P015	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P015	5e4ff2fd8eba2c4ee56ba5e6f1f4a25806eeecd73325cad912913aaaaabccd99	SOLSEM-75276296B89E											
IMP-DL-117191C0EC-S009	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L1708-L1749	SOLUTION	1	IMP-DL-117191C0EC-P018	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P018	5baaf7c40ce465b87fd975b77778a5104d3e23e65b5c5b4bca5e2262d5fae480	SOLSEM-5AED133A1172											
IMP-DL-117191C0EC-S010	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L1938-L1964	SOLUTION		IMP-DL-117191C0EC-P019	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P019	032851e0b42be747f624c5472d8e5cb2d11980211f2b98fef24f157612e10401	SOLSEM-20954D712A81											
IMP-DL-117191C0EC-S011	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2049-L2058	SOLUTION		IMP-DL-117191C0EC-P020	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P020	004ea35944041c7b8a3bd3c80340844ac9b68c5765d8fa0012c70a54e79e4e0a	SOLSEM-1EAD23C6F10A											
IMP-DL-117191C0EC-S012	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2088-L2097	SOLUTION		IMP-DL-117191C0EC-P021	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P021	fce79aa478305c8c0cf7932c217beafb155e26329185a450b4094dc76a64f9fb	SOLSEM-164C200FD8C4											
IMP-DL-117191C0EC-S013	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2344-L2395	SOLUTION		IMP-DL-117191C0EC-P024	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P024	436f2e93c0ad1bf90fcb782444ae0403be6122841e3d30297420879957a02a6d	SOLSEM-BB9E8A1D96D0											
IMP-DL-117191C0EC-S014	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2588-L2611	SOLUTION	7	IMP-DL-117191C0EC-P025	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P025	fc5990b88cde4d4aba1937bb8174ec64a12d942fd1ac3d2fc1f383056c4c30d0	SOLSEM-C292C7153EAE											
IMP-DL-117191C0EC-S015	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2691-L2723	SOLUTION	9.	IMP-DL-117191C0EC-P026	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P026	3cd5c3b7a056650783105129e4810e9516765dcb5052dc88cac8c261a42348e3	SOLSEM-36E4606291B5											
IMP-DL-117191C0EC-S016	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2749-L2824	SOLUTION	11.	IMP-DL-117191C0EC-P027	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P027	a56af28d11a59f4d9883b99f6626088cd868259613701974f7c5073baff53ad7	SOLSEM-66E18FB3546B											
IMP-DL-117191C0EC-S017	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2942-L2950	SOLUTION	12	IMP-DL-117191C0EC-P028	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P028	5d9213cd9323ba31ad48f28ef3891d5cd7a196e7a8bc86d9f9f02720f0f72ef5	SOLSEM-39EC4EBEE15F											
IMP-DL-117191C0EC-S018	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L2960-L2969	SOLUTION	13	IMP-DL-117191C0EC-P029	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P029	8ee8a72b86440052a457b5222bdcc38b47b471d13df07e0422f7fc827dba05b2	SOLSEM-DD5898852E9E											
IMP-DL-117191C0EC-S019	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L3009-L3028	SOLUTION		IMP-DL-117191C0EC-P030	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P030	ea57a5579ce7cca3f426f8f2519d05223f4a9c62eeb6e76819b67fa0421073b0	SOLSEM-43BDC9C1D4FC											
IMP-DL-117191C0EC-S020	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L3082-L3098	SOLUTION		IMP-DL-117191C0EC-P031	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P031	74fb25a1a0da9921b0397b2d6c72f1a0e7cf471e3deb04c92b33a0cca407cea9	SOLSEM-16C1B324F0F3											
IMP-DL-117191C0EC-S021	IMP-DL-117191C0EC	Downloads/theory-of-analysis-topics.tex	L3643-L3692	SOLUTION	3	IMP-DL-117191C0EC-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-117191C0EC-P034	8e8461c7de0b6f952d1f4fa6c64a0ad8cabdf5aff6a1a4ffacbbebb8551e9093	SOLSEM-A838F2B40E68											
