solution_id	solution_kind	solution_source_file	source_problem_number	old_linked_problem_id	new_linked_problem_id	reconciliation_status	reconciliation_method	confidence	candidate_problem_ids	notes
IMP-M3-0D398C7F27-S010	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	8	IMP-M3-0D398C7F27-P006	IMP-M3-0D398C7F27-P006	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P006	Existing structural link retained.
IMP-M3-0D398C7F27-S011	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	8	IMP-M3-0D398C7F27-P006	IMP-M3-0D398C7F27-P006	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P006	Existing structural link retained.
IMP-M3-0D398C7F27-S012	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	10	IMP-M3-0D398C7F27-P007	IMP-M3-0D398C7F27-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P007	Existing structural link retained.
IMP-M3-0D398C7F27-S013	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	11	IMP-M3-0D398C7F27-P008	IMP-M3-0D398C7F27-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P008	Existing structural link retained.
IMP-M3-0D398C7F27-S014	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	11	IMP-M3-0D398C7F27-P008	IMP-M3-0D398C7F27-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P008	Existing structural link retained.
IMP-M3-0D398C7F27-S015	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	13	IMP-M3-0D398C7F27-P009	IMP-M3-0D398C7F27-P009	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P009	Existing structural link retained.
IMP-M3-0D398C7F27-S016	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	14(b)	IMP-M3-0D398C7F27-P010	IMP-M3-0D398C7F27-P010	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P010	Existing structural link retained.
IMP-M3-0D398C7F27-S017	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	14(b)	IMP-M3-0D398C7F27-P010	IMP-M3-0D398C7F27-P010	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P010	Existing structural link retained.
IMP-M3-0D398C7F27-S018	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	15	IMP-M3-0D398C7F27-P011	IMP-M3-0D398C7F27-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P011	Existing structural link retained.
IMP-M3-0D398C7F27-S019	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	15	IMP-M3-0D398C7F27-P011	IMP-M3-0D398C7F27-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-P011	Existing structural link retained.
IMP-M3-0D398C7F27-S020	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-5.tex	17	IMP-M3-0D398C7F27-R004333-00B03F59	IMP-M3-0D398C7F27-R004333-00B03F59	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0D398C7F27-R004333-00B03F59	Existing structural link retained.
IMP-M3-FCB1647DD6-S001	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex	.	IMP-M3-FCB1647DD6-P031	IMP-M3-FCB1647DD6-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-FCB1647DD6-P031	Existing structural link retained.
IMP-M3-FCB1647DD6-S002	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M3-0D398C7F27-P007;IMP-M3-251F2514E1-P009;IMP-DL-ACE5A65961-P009;IMP-DL-E1F1BB4192-P007;IMP-M3-0753B8F46B-P003;IMP-M3-0D398C7F27-P001;IMP-M3-0D398C7F27-P002;IMP-M3-0D398C7F27-P003	No automatic guess applied.
IMP-M3-FCB1647DD6-S003	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M3-0D398C7F27-P010;IMP-M3-0D398C7F27-P007;IMP-M3-F5BFB39338-P006;IMP-M3-51E6A44D55-P010;IMP-DL-E1F1BB4192-P010;IMP-DL-E1F1BB4192-P007;IMP-M3-251F2514E1-P002;IMP-M3-251F2514E1-P009	No automatic guess applied.
IMP-M3-FCB1647DD6-S004	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M3-0D398C7F27-P010;IMP-DL-1068DBED71-P053;IMP-M3-F5BFB39338-P006;IMP-M3-0D398C7F27-P007;IMP-DL-E1F1BB4192-P010;IMP-M3-51E6A44D55-P010;IMP-M3-78B3C1B707-P011;IMP-DL-1068DBED71-P056	No automatic guess applied.
IMP-M3-FCB1647DD6-S005	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-M3-0D398C7F27-P007;IMP-DL-1068DBED71-P017;IMP-M3-F5BFB39338-P006;IMP-DL-1068DBED71-P010;IMP-DL-1068DBED71-P014	No automatic guess applied.
IMP-M3-FCB1647DD6-S006	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-M3-0D398C7F27-P007;IMP-DL-1068DBED71-P017;IMP-M3-0D398C7F27-P010;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P020	No automatic guess applied.
IMP-M3-FCB1647DD6-S007	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P002;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P011;IMP-M3-F5BFB39338-P006;IMP-M3-51E6A44D55-P010;IMP-DL-1068DBED71-P073;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P011	No automatic guess applied.
IMP-M3-FCB1647DD6-S008	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex		IMP-DL-E1F1BB4192-P011	IMP-DL-E1F1BB4192-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E1F1BB4192-P011	Existing structural link retained.
IMP-M3-FCB1647DD6-S009	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-DL-1068DBED71-P017;IMP-DL-1068DBED71-P059;IMP-M3-0D398C7F27-P011;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P020	No automatic guess applied.
IMP-M3-FCB1647DD6-S010	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-DL-1068DBED71-P017;IMP-DL-1068DBED71-P059;IMP-M3-0D398C7F27-P011;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P020	No automatic guess applied.
IMP-M3-FCB1647DD6-S011	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-1068DBED71-P010;IMP-M3-0D398C7F27-P011;IMP-M3-8E395763C8-P031;IMP-M3-F4E66B2919-P010;IMP-DL-1068DBED71-P068;IMP-M3-0D398C7F27-P007;IMP-DL-E1F1BB4192-P011;IMP-DL-1068DBED71-P073	No automatic guess applied.
IMP-M3-FCB1647DD6-S012	SOLUTION	MATH_ALLS-3/theory-of-commutative-algebra-9.tex		IMP-DL-1068DBED71-P074	IMP-DL-1068DBED71-P074	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-1068DBED71-P074	Existing structural link retained.
IMP-M3-911366A7C5-S001	HINT	MATH_ALLS-3/theory-of-differential-geometry-1.tex	1	IMP-M3-911366A7C5-P035	IMP-M3-911366A7C5-P035	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-911366A7C5-P035	Existing structural link retained.
IMP-M3-0F6B7A59EB-S001	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	8	IMP-M3-0F6B7A59EB-P002	IMP-M3-0F6B7A59EB-P002	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P002	Existing structural link retained.
IMP-M3-0F6B7A59EB-S002	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	8	IMP-M3-0F6B7A59EB-P002	IMP-M3-0F6B7A59EB-P002	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P002	Existing structural link retained.
IMP-M3-0F6B7A59EB-S003	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	9	IMP-M3-0F6B7A59EB-P003	IMP-M3-0F6B7A59EB-P003	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P003	Existing structural link retained.
IMP-M3-0F6B7A59EB-S004	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	10	IMP-M3-0F6B7A59EB-P004	IMP-M3-0F6B7A59EB-P004	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P004	Existing structural link retained.
IMP-M3-0F6B7A59EB-S005	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	1.	IMP-M3-0F6B7A59EB-P005	IMP-M3-0F6B7A59EB-P005	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P005	Existing structural link retained.
IMP-M3-0F6B7A59EB-S006	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	2.	IMP-M3-0F6B7A59EB-P006	IMP-M3-0F6B7A59EB-P006	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P006	Existing structural link retained.
IMP-M3-0F6B7A59EB-S007	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	3.	IMP-M3-0F6B7A59EB-P007	IMP-M3-0F6B7A59EB-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P007	Existing structural link retained.
IMP-M3-0F6B7A59EB-S008	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	4	IMP-M3-0F6B7A59EB-P008	IMP-M3-0F6B7A59EB-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P008	Existing structural link retained.
IMP-M3-0F6B7A59EB-S009	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	5	IMP-M3-0F6B7A59EB-P009	IMP-M3-0F6B7A59EB-P009	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P009	Existing structural link retained.
IMP-M3-0F6B7A59EB-S010	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	6	IMP-M3-0F6B7A59EB-P010	IMP-M3-0F6B7A59EB-P010	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P010	Existing structural link retained.
IMP-M3-0F6B7A59EB-S011	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	7	IMP-M3-0F6B7A59EB-P011	IMP-M3-0F6B7A59EB-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P011	Existing structural link retained.
IMP-M3-0F6B7A59EB-S012	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	8	IMP-M3-0F6B7A59EB-P012	IMP-M3-0F6B7A59EB-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P012	Existing structural link retained.
IMP-M3-0F6B7A59EB-S013	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	9	IMP-M3-0F6B7A59EB-P013	IMP-M3-0F6B7A59EB-P013	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P013	Existing structural link retained.
IMP-M3-0F6B7A59EB-S014	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	10	IMP-M3-0F6B7A59EB-P014	IMP-M3-0F6B7A59EB-P014	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P014	Existing structural link retained.
IMP-M3-0F6B7A59EB-S015	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	11	IMP-M3-0F6B7A59EB-P015	IMP-M3-0F6B7A59EB-P015	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P015	Existing structural link retained.
IMP-M3-0F6B7A59EB-S016	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	1	IMP-M3-0F6B7A59EB-P016	IMP-M3-0F6B7A59EB-P016	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P016	Existing structural link retained.
IMP-M3-0F6B7A59EB-S017	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	2	IMP-M3-0F6B7A59EB-P017	IMP-M3-0F6B7A59EB-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P017	Existing structural link retained.
IMP-M3-0F6B7A59EB-S018	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	3	IMP-M3-0F6B7A59EB-P018	IMP-M3-0F6B7A59EB-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P018	Existing structural link retained.
IMP-M3-0F6B7A59EB-S019	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	4	IMP-M3-0F6B7A59EB-P019	IMP-M3-0F6B7A59EB-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P019	Existing structural link retained.
IMP-M3-0F6B7A59EB-S020	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	5	IMP-M3-0F6B7A59EB-P020	IMP-M3-0F6B7A59EB-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P020	Existing structural link retained.
IMP-M3-0F6B7A59EB-S021	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	6	IMP-M3-0F6B7A59EB-P021	IMP-M3-0F6B7A59EB-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P021	Existing structural link retained.
IMP-M3-0F6B7A59EB-S022	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	7	IMP-M3-0F6B7A59EB-P022	IMP-M3-0F6B7A59EB-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P022	Existing structural link retained.
IMP-M3-0F6B7A59EB-S023	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	8(a)	IMP-M3-0F6B7A59EB-P023	IMP-M3-0F6B7A59EB-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P023	Existing structural link retained.
IMP-M3-0F6B7A59EB-S024	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	8(b)	IMP-M3-0F6B7A59EB-P024	IMP-M3-0F6B7A59EB-P024	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P024	Existing structural link retained.
IMP-M3-0F6B7A59EB-S025	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	9(a)	IMP-M3-0F6B7A59EB-P026	IMP-M3-0F6B7A59EB-P026	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P026	Existing structural link retained.
IMP-M3-0F6B7A59EB-S026	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	9(b)	IMP-M3-0F6B7A59EB-P027	IMP-M3-0F6B7A59EB-P027	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P027	Existing structural link retained.
IMP-M3-0F6B7A59EB-S027	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	10	IMP-M3-0F6B7A59EB-P029	IMP-M3-0F6B7A59EB-P029	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P029	Existing structural link retained.
IMP-M3-0F6B7A59EB-S028	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-2.tex	11	IMP-M3-0F6B7A59EB-P031	IMP-M3-0F6B7A59EB-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-0F6B7A59EB-P031	Existing structural link retained.
IMP-M3-AC7E1F63D1-S001	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	1	IMP-M3-AC7E1F63D1-R000258-52E2D5CC	IMP-M3-AC7E1F63D1-R000258-52E2D5CC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000258-52E2D5CC	Existing structural link retained.
IMP-M3-AC7E1F63D1-S002	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	2	IMP-M3-AC7E1F63D1-R000334-3D165EF7	IMP-M3-AC7E1F63D1-R000334-3D165EF7	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000334-3D165EF7	Existing structural link retained.
IMP-M3-AC7E1F63D1-S003	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	3	IMP-M3-AC7E1F63D1-R000389-0B7F7AAC	IMP-M3-AC7E1F63D1-R000389-0B7F7AAC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000389-0B7F7AAC	Existing structural link retained.
IMP-M3-AC7E1F63D1-S004	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	4	IMP-M3-AC7E1F63D1-R000603-1DFA752B	IMP-M3-AC7E1F63D1-R000603-1DFA752B	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000603-1DFA752B	Existing structural link retained.
IMP-M3-AC7E1F63D1-S005	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	5	IMP-M3-AC7E1F63D1-R000671-C83BD85B	IMP-M3-AC7E1F63D1-R000671-C83BD85B	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000671-C83BD85B	Existing structural link retained.
IMP-M3-AC7E1F63D1-S006	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-3.tex	6	IMP-M3-AC7E1F63D1-R000738-675F7779	IMP-M3-AC7E1F63D1-R000738-675F7779	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-AC7E1F63D1-R000738-675F7779	Existing structural link retained.
IMP-M3-5A5277EBFB-S001	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	1	IMP-M3-5A5277EBFB-P001	IMP-M3-5A5277EBFB-P001	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P001	Existing structural link retained.
IMP-M3-5A5277EBFB-S002	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	2	IMP-M3-5A5277EBFB-P011	IMP-M3-5A5277EBFB-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P011	Existing structural link retained.
IMP-M3-5A5277EBFB-S003	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	3	IMP-M3-5A5277EBFB-P012	IMP-M3-5A5277EBFB-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P012	Existing structural link retained.
IMP-M3-5A5277EBFB-S004	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	4	IMP-M3-5A5277EBFB-P013	IMP-M3-5A5277EBFB-P013	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P013	Existing structural link retained.
IMP-M3-5A5277EBFB-S005	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	5	IMP-M3-5A5277EBFB-P014	IMP-M3-5A5277EBFB-P014	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P014	Existing structural link retained.
IMP-M3-5A5277EBFB-S006	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	6	IMP-M3-5A5277EBFB-P015	IMP-M3-5A5277EBFB-P015	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P015	Existing structural link retained.
IMP-M3-5A5277EBFB-S007	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	7	IMP-M3-5A5277EBFB-P016	IMP-M3-5A5277EBFB-P016	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P016	Existing structural link retained.
IMP-M3-5A5277EBFB-S008	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	8	IMP-M3-5A5277EBFB-P017	IMP-M3-5A5277EBFB-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P017	Existing structural link retained.
IMP-M3-5A5277EBFB-S009	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	9	IMP-M3-5A5277EBFB-P018	IMP-M3-5A5277EBFB-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P018	Existing structural link retained.
IMP-M3-5A5277EBFB-S010	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	10	IMP-M3-5A5277EBFB-P019	IMP-M3-5A5277EBFB-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P019	Existing structural link retained.
IMP-M3-5A5277EBFB-S011	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	11	IMP-M3-5A5277EBFB-P020	IMP-M3-5A5277EBFB-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P020	Existing structural link retained.
IMP-M3-5A5277EBFB-S012	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	12	IMP-M3-5A5277EBFB-P021	IMP-M3-5A5277EBFB-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P021	Existing structural link retained.
IMP-M3-5A5277EBFB-S013	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	13	IMP-M3-5A5277EBFB-P022	IMP-M3-5A5277EBFB-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P022	Existing structural link retained.
IMP-M3-5A5277EBFB-S014	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex		IMP-M3-5A5277EBFB-P022	IMP-M3-5A5277EBFB-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P022	Existing structural link retained.
IMP-M3-5A5277EBFB-S015	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	2	IMP-M3-5A5277EBFB-P023	IMP-M3-5A5277EBFB-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P023	Existing structural link retained.
IMP-M3-5A5277EBFB-S016	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	3	IMP-M3-5A5277EBFB-P024	IMP-M3-5A5277EBFB-P024	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P024	Existing structural link retained.
IMP-M3-5A5277EBFB-S017	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	4	IMP-M3-5A5277EBFB-P025	IMP-M3-5A5277EBFB-P025	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P025	Existing structural link retained.
IMP-M3-5A5277EBFB-S018	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	5	IMP-M3-5A5277EBFB-P026	IMP-M3-5A5277EBFB-P026	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P026	Existing structural link retained.
IMP-M3-5A5277EBFB-S019	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	5	IMP-M3-5A5277EBFB-P026	IMP-M3-5A5277EBFB-P026	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P026	Existing structural link retained.
IMP-M3-5A5277EBFB-S020	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	7	IMP-M3-5A5277EBFB-P027	IMP-M3-5A5277EBFB-P027	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P027	Existing structural link retained.
IMP-M3-5A5277EBFB-S021	SOLUTION	MATH_ALLS-3/theory-of-differential-geometry-4.tex	8	IMP-M3-5A5277EBFB-P028	IMP-M3-5A5277EBFB-P028	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M3-5A5277EBFB-P028	Existing structural link retained.
