solution_semantic_unit_id	solution_text_hash	member_count	member_solution_ids	source_files	linked_statement_hashes_before	candidate_statement_hashes	resolution	resolved_statement_hash	resolved_problem_id
SOLSEM-11922CF888FA	43576244bc0a8af571b996fd6862f9083b66367b94201bf9fff8ea0fce05fffc	2	IMP-DL-F77C60E8D1-S005;IMP-M2-09C070ED26-S005	Downloads/theory-of-complex-analysis-next2.tex;MATH-ALLS-2/theory-of-complex-analysis-next2.tex		053e9e0ffcaaadb30617727fa07fd52c96a580c3bec775825591687b52882690;129c112776d7ca6637e16def9ff9d5b73f253352a07008f8f3aad3acf7ebade8;13604320d4852544563538fc924fca7e88af11851c55bacfc22d46d079b13c23;a22dfa63fb51bb5211c6d2602d18bd83bfe4469d7077a1cb8aa73a3657663556;ba0e2e034426c3942e049695baad0912ecd530af8adcb05d7397936b8858935e;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7;fc6496592f8389c4b0a65f5db8bf05bc7c4b16ed757bec50d916c23c2f5708d4	UNRESOLVED		
SOLSEM-BB9E8A1D96D0	436f2e93c0ad1bf90fcb782444ae0403be6122841e3d30297420879957a02a6d	2	IMP-DL-117191C0EC-S013;IMP-M2-40A546CAA2-S013	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	962ddfaed1413edc8caa87be7931b6c958aa08e42cfe8f1ef46447602d0d6902	962ddfaed1413edc8caa87be7931b6c958aa08e42cfe8f1ef46447602d0d6902	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	962ddfaed1413edc8caa87be7931b6c958aa08e42cfe8f1ef46447602d0d6902	IMP-M2-40A546CAA2-P024
SOLSEM-4CF614F48417	438fc2154c436c32fac175155aa23296b8e085a6483f6a37fc5013f029604992	4	IMP-DL-0A181AC273-S012;IMP-DL-AD9EFCAF62-S001;IMP-M2-79778E004E-S001;IMP-M2-80AFB5AE64-S012	Downloads/theory-of-complex-analysis-2.tex;Downloads/theory-of-complex-analysis.tex;MATH-ALLS-2/theory-of-complex-analysis-2.tex;MATH-ALLS-2/theory-of-complex-analysis.tex	38184a77e66b982d176e3da606cb5d5c2e0f19407b4988f55382e12cc2b49844	38184a77e66b982d176e3da606cb5d5c2e0f19407b4988f55382e12cc2b49844	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	38184a77e66b982d176e3da606cb5d5c2e0f19407b4988f55382e12cc2b49844	IMP-M2-79778E004E-P001
SOLSEM-57FD2612D93D	43b2f6cc175c07fe87af6f81e99b89dfee44c6532fa9f1c8e57b7cb1126871b1	1	IMP-DL-A978FB3162-S002	Downloads/theory-of-algebraic-topology-4.tex	ee16a8fb4d65aa6c90632225ddcc8150645b608e78140a3c64ad40057f905421	ee16a8fb4d65aa6c90632225ddcc8150645b608e78140a3c64ad40057f905421	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	ee16a8fb4d65aa6c90632225ddcc8150645b608e78140a3c64ad40057f905421	IMP-DL-A978FB3162-P002
SOLSEM-33A097330A55	43c529ba48737fc084adf0b18dc2e51f3c4cf548da200d0c7782ea1e1e9aa0e0	2	IMP-DL-B7B63B4C41-S004;IMP-M3-16526DCF36-S004	Downloads/theory-of-commutative-algebra-12.tex;MATH_ALLS-3/theory-of-commutative-algebra-12.tex		28d0b50337307d12800267efb8f08885f21ddaa6c00dde9cc2447bc7442d9bbf;39995a2e924fb3505b9b5e84825c1dee556ac2fafaf24676896e4f8779895ba8;5c92914dd293a3ce8478353cd8ec4f256ad169e0296903e513e169888068c9f6;6e475b9a1433d6c9b491bac9ec5bd87cc55c9a9ec3049123b7d9e11a1f109cf7;b5329f8c59d5e3a22f134977c47493937d5230b5e6106a7109d2b5424078ba66;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d	UNRESOLVED		
SOLSEM-C63E8020E43B	44171af0fe305bbef9080a985c8f2ae68d2aa177e40974af32e32d01708b5ab9	2	IMP-DL-D4351A3BBD-S010;IMP-M2-721AD91C7F-S010	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	ed76f9c6f9d7889b47dcde6c673d78a536229a15ae4b6622df7f55d80ec090af	ed76f9c6f9d7889b47dcde6c673d78a536229a15ae4b6622df7f55d80ec090af	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	ed76f9c6f9d7889b47dcde6c673d78a536229a15ae4b6622df7f55d80ec090af	IMP-M2-721AD91C7F-P034
SOLSEM-427D094F65D1	442e4523c952d6eab869e536240ab0146e1ca373f3d4332e85ec98f5cf1f8c97	4	IMP-DL-3C59D9EE8B-S016;IMP-DL-40E9B7EE44-S016;IMP-M3-17140B7F4C-S016;IMP-M3-D1A916E0DD-S016	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex	a10ae7b0559c0c3582bcea407472a9caaac486df7c7844b9d01e6290c8733743	a10ae7b0559c0c3582bcea407472a9caaac486df7c7844b9d01e6290c8733743	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	a10ae7b0559c0c3582bcea407472a9caaac486df7c7844b9d01e6290c8733743	IMP-M3-17140B7F4C-P010
SOLSEM-4D8958D1D39F	450a9b78e0bf0423c4ccfab73e3cce6231f6ba0f5a7b4d85e58f031b7e687932	2	IMP-DL-117191C0EC-S007;IMP-M2-40A546CAA2-S007	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	c4f3958023da679ca4a6f12ea7f87cb191697457bdf53fe945c8dc67c1303763	c4f3958023da679ca4a6f12ea7f87cb191697457bdf53fe945c8dc67c1303763	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	c4f3958023da679ca4a6f12ea7f87cb191697457bdf53fe945c8dc67c1303763	IMP-M2-40A546CAA2-P011
SOLSEM-D195E6FADB04	452dafb28cda2e7733414479da5f174e22f36ae15ac3a9f4affc8a8659d0675b	4	IMP-DL-183AD43C4C-S038;IMP-DL-20E278E436-S038;IMP-M2-1895C43FC6-S038;IMP-M2-50B0B212DD-S038	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	IMP-M2-1895C43FC6-P023
SOLSEM-CA66D2972193	453daa609cafbfac77ba81957e3e63fd8e04967973ffc5fab7eeed6747653b3f	2	IMP-DL-0EB9CBD958-S015;IMP-M2-F4C85D52DC-S015	Downloads/theory-of-geometry.tex;MATH-ALLS-2/theory-of-geometry.tex	1c016c0e2b90032d4f76a039cb3ec87832b54301c6487c515b8400c827c354a2	1c016c0e2b90032d4f76a039cb3ec87832b54301c6487c515b8400c827c354a2	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	1c016c0e2b90032d4f76a039cb3ec87832b54301c6487c515b8400c827c354a2	IMP-M2-F4C85D52DC-P072
SOLSEM-0FF745F08454	4586691e7a1a52ca071284817952a397ea3be0c15250fec0a7c9b50faf16bc05	2	IMP-DL-11EDF39EA7-S009;IMP-M2-68556E3D88-S009	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	a1a39d2dbbc95d06bfb6701c80c9a63116ea779c42415697c3d8884acb0aac51	a1a39d2dbbc95d06bfb6701c80c9a63116ea779c42415697c3d8884acb0aac51	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	a1a39d2dbbc95d06bfb6701c80c9a63116ea779c42415697c3d8884acb0aac51	IMP-M2-68556E3D88-P008
SOLSEM-91C0B3DCFC3B	45b5f0019ed23652a7855c1a447c2acd84b85cbf1c2c5d2b0a1d81a8ba846945	1	IMP-DL-1608308E70-S002	Downloads/theory-of-algebraic-topology-14.tex	5e0fee9d7fa9a9ce0b421c3c3304c160aab6247ae959cf3e923e14346f4ee960	5e0fee9d7fa9a9ce0b421c3c3304c160aab6247ae959cf3e923e14346f4ee960	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	5e0fee9d7fa9a9ce0b421c3c3304c160aab6247ae959cf3e923e14346f4ee960	IMP-DL-1608308E70-P001
SOLSEM-927390E17E04	45ec8c4108bfbe12ba7d61dc56085e6970edfdb6fd9d9f27208398ec76628166	6	IMP-DL-3C59D9EE8B-S007;IMP-DL-40E9B7EE44-S007;IMP-DL-E1F1BB4192-S007;IMP-M3-0D398C7F27-S007;IMP-M3-17140B7F4C-S007;IMP-M3-D1A916E0DD-S007	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d	ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d	IMP-M3-0D398C7F27-P003
SOLSEM-41A99B98B1E7	4639ee0b52c8f80416c573bfc8e1f322b285b2c98a8a5994f757cc913c126397	2	IMP-DL-3E276561C4-S032;IMP-M3-AB2FCA292B-S032	Downloads/theory-of-linear-algebra-1.tex;MATH_ALLS-3/theory-of-linear-algebra-1.tex	cebe689368534c00f641753f070fd1835a07341ac9adb4c2344421c8b6f923e4	cebe689368534c00f641753f070fd1835a07341ac9adb4c2344421c8b6f923e4	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	cebe689368534c00f641753f070fd1835a07341ac9adb4c2344421c8b6f923e4	IMP-M3-AB2FCA292B-P026
SOLSEM-E45FE2E4EAE3	46d712d8f18e17431dccd2f21adc9d43025e9222322217c93d40f90e237a2099	2	IMP-DL-D6E9B3BC73-S002;IMP-M3-422B74F85F-S002	Downloads/theory-of-algebraic-topology-1.tex;MATH_ALLS-3/theory-of-algebraic-topology-1.tex	ee46fd1ccad0b56e267bf5b707355dfe23294a57d6da2f928c14070dcf01b485	ee46fd1ccad0b56e267bf5b707355dfe23294a57d6da2f928c14070dcf01b485	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	ee46fd1ccad0b56e267bf5b707355dfe23294a57d6da2f928c14070dcf01b485	IMP-M3-422B74F85F-P027
SOLSEM-8A313F7886DA	470ac1db6377b628e02478f6519755aa5f61523c8059a26a77c966a3971816af	2	IMP-DL-117191C0EC-S025;IMP-M2-40A546CAA2-S025	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	526a38ff40c660037d23fb59714e1d673e458c783142f90241a008ef7f522025	526a38ff40c660037d23fb59714e1d673e458c783142f90241a008ef7f522025	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	526a38ff40c660037d23fb59714e1d673e458c783142f90241a008ef7f522025	IMP-M2-40A546CAA2-P054
SOLSEM-8BD2E7B5727A	472509b59b9dd7dba70a89af44bd9ea2fd27373d112d6aeeba0b24f2e3289fab	2	IMP-DL-D4351A3BBD-S014;IMP-M2-721AD91C7F-S014	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	024e9fac7a76f3b8ccc60e19ee8444912c6a6e55c8c19298e7fa18cb51d3cb02	024e9fac7a76f3b8ccc60e19ee8444912c6a6e55c8c19298e7fa18cb51d3cb02	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	024e9fac7a76f3b8ccc60e19ee8444912c6a6e55c8c19298e7fa18cb51d3cb02	IMP-M2-721AD91C7F-P036
SOLSEM-64D5322AA842	479851cded29024dfe1d6e649dfdc0104dc6fee669b0e73621931e6e7acafa3c	4	IMP-DL-0A181AC273-S017;IMP-DL-AD9EFCAF62-S006;IMP-M2-79778E004E-S006;IMP-M2-80AFB5AE64-S017	Downloads/theory-of-complex-analysis-2.tex;Downloads/theory-of-complex-analysis.tex;MATH-ALLS-2/theory-of-complex-analysis-2.tex;MATH-ALLS-2/theory-of-complex-analysis.tex	f19b943bf7a61eea1eb554f53f345c23a5b83f7744fd2ebda32236fc26774e35	f19b943bf7a61eea1eb554f53f345c23a5b83f7744fd2ebda32236fc26774e35	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	f19b943bf7a61eea1eb554f53f345c23a5b83f7744fd2ebda32236fc26774e35	IMP-M2-79778E004E-P011
SOLSEM-DC59FFFD48A2	47bb49568e827d91656233a6072939c5c4946f792974b49cdb4741d4567e4daf	1	IMP-DL-2E134BF207-S007	Downloads/theory-of-algebraic-topology-5.tex	65785561211b955bcdb65375be7dad40c79731950baf74309e2737260554c2e4	65785561211b955bcdb65375be7dad40c79731950baf74309e2737260554c2e4	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	65785561211b955bcdb65375be7dad40c79731950baf74309e2737260554c2e4	IMP-DL-2E134BF207-P074
SOLSEM-88E0E83B7850	485ee3ad36048bdcae4b0d9053e2062129aef20921e477d2a5109c1d8752361e	4	IMP-DL-3C59D9EE8B-S010;IMP-DL-40E9B7EE44-S010;IMP-M3-17140B7F4C-S010;IMP-M3-D1A916E0DD-S010	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex	0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e	0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e	IMP-M3-0D398C7F27-P006
SOLSEM-D272F0FA6F82	48914f883ee50ded4b93e0f59c21b7ce7f32a8ec0950d233d10fd067f0eec967	2	IMP-DL-3CA1CB77F7-S023;IMP-M2-F08D4144EA-S023	Downloads/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	IMP-M2-F08D4144EA-P013
SOLSEM-30FB8A119E84	4898ad05d04f4d0eb3c5aac1bf92f87d52785e740973e37f04de68d1cc8933b5	2	IMP-DL-EAE0F59552-S011;IMP-M2-7EA9DA1D72-S011	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	IMP-M2-7EA9DA1D72-P017
SOLSEM-8E73EDBB9A23	49583dece519c87949ff4162143acc9f000f03ece8b79a748f0dc565621332d1	2	IMP-DL-117191C0EC-S002;IMP-M2-40A546CAA2-S002	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex		08b6e0b9e543d49a864d209d6b0514566277236b9a3689341d86565702bfd37d;178b629ff10ef890c5c88a539a4909a2cf2a7e952db9c1d1bc1e3e52fbf62218;41de55b8cd751ac5fdb812d178924d9fe9e640c35d5314e2911862f1409231f1;47f21a36ee3f65f43a09e22b96eeec0a4f4fcba010fc5485c32bd78da20c88a3;4d2e53ecd9569c4fd6b9bae9793c12bb79225ab746b20d43f31898d32c27d3b6;7d5d14c3232693c444b1df134beedb26d167f9601ffe2e17f839cbae0d54688f;8694eb6b3886dcc5e8ed111beb1519d7a433e474556c8323f32c4d48318ca342;c6b2755aa7f6dc43adde00b8a3fef2dd4f04279457c8c099bff0a0dbacde14d4	UNRESOLVED		
SOLSEM-BFB6573FBEA9	4a94eb8d371b86cade4adbed1bab0c71dba47117458aa132d38705c8152bbd49	1	IMP-DL-0A9B1F0A75-S004	Downloads/theory-of-algebraic-geometry-9.tex	5de62cfce52a312c23b6d34710252f27a540bd1c64b123362ad07c84793661ff	5de62cfce52a312c23b6d34710252f27a540bd1c64b123362ad07c84793661ff	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	5de62cfce52a312c23b6d34710252f27a540bd1c64b123362ad07c84793661ff	IMP-DL-0A9B1F0A75-P002
SOLSEM-0AD62D6BE89F	4bbed72534a1e9f3eab8b5498bbbc15349f0ebc0a47f7068a33d3b473551ae6a	4	IMP-DL-1068DBED71-S005;IMP-DL-CAA415139D-S005;IMP-M3-F4E66B2919-S005;IMP-M3-FCB1647DD6-S005	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex		00b03f59d1db1fe6893710085fccce79b6ea3b0868cd3119780e8a8d61a90070;4cd708ddd57a7aff12079289cbe3402afa29217b5da84df3d0a57ffe46333f9a;6e475b9a1433d6c9b491bac9ec5bd87cc55c9a9ec3049123b7d9e11a1f109cf7;95f990e2c475094e91914c8b1165b623ae873e09bdd2f783b395b2d110145896;af2e2416b1f174f1c3644ca70fb8eb5d9f5082976c6431eae1c9535f49e26e66;dac4fecc8c3fb39c9e145ccd43ab83b6e3106f25839ff81e56d2f00b9d801578;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;ef19b1dbf705046fbc8df6432eca5e607529ee174ea36bf4c21f6355ca3fde77	UNRESOLVED		
SOLSEM-ABAAB1E04886	4c849284cea996b6f1314aa7fd03d40fcb20b06cc3f38780c66f532dec9f5e0a	2	IMP-DL-40E9B7EE44-S012;IMP-M3-17140B7F4C-S012	Downloads/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex	e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d	e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d	IMP-M3-0D398C7F27-P007
SOLSEM-78FDC66CEFE3	4c8dc7c54295f21325d527affb391a06372622c10875e563642ae6dad5a66ef9	2	IMP-DL-D4351A3BBD-S009;IMP-M2-721AD91C7F-S009	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	003360ec8cb37eae4416305be90d0ad3227267be7edc112cc0631de0744f39d2	003360ec8cb37eae4416305be90d0ad3227267be7edc112cc0631de0744f39d2	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	003360ec8cb37eae4416305be90d0ad3227267be7edc112cc0631de0744f39d2	IMP-M2-721AD91C7F-P033
SOLSEM-563D739D5BB4	4c9c2eab422ef13e1257b37f44e137eaf8a7f1c8520bce5680bb940f3e360dbc	2	IMP-DL-873C6F4098-S025;IMP-M2-CFC28ED568-S025	Downloads/theory-of-analysis-II.tex;MATH-ALLS-2/theory-of-analysis-II.tex	b8d2d1e565619d52706919b81744b375cf8b7b24af4bc26ae3bbddf1c2bf97a7	b8d2d1e565619d52706919b81744b375cf8b7b24af4bc26ae3bbddf1c2bf97a7	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	b8d2d1e565619d52706919b81744b375cf8b7b24af4bc26ae3bbddf1c2bf97a7	IMP-M2-CFC28ED568-P094
SOLSEM-76089B01D82C	4cca951578092c1f05998fa56f5aa156cc4951c9116905e222d23dfe96fdd2a7	2	IMP-DL-8D5CF4CFBA-S046;IMP-M3-89937139FC-S046	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	c9e98a919fdddcf5d14b809e519ae44ac0f19499b1bee0d7c59f59ed4cdfb09a	c9e98a919fdddcf5d14b809e519ae44ac0f19499b1bee0d7c59f59ed4cdfb09a	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	c9e98a919fdddcf5d14b809e519ae44ac0f19499b1bee0d7c59f59ed4cdfb09a	IMP-M3-89937139FC-P036
SOLSEM-7529E84E4576	4cd603d88c516f5ec3db1b3169c03819505e6fd2a0c2d20cb3c483e735fbb1c2	2	IMP-DL-8D5CF4CFBA-S047;IMP-M3-89937139FC-S047	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	7dbbf99b6aee03aa9e346cfb88505fcc0ee405b3782aeb0ec08608b096d74e5a	7dbbf99b6aee03aa9e346cfb88505fcc0ee405b3782aeb0ec08608b096d74e5a	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	7dbbf99b6aee03aa9e346cfb88505fcc0ee405b3782aeb0ec08608b096d74e5a	IMP-M3-89937139FC-P037
SOLSEM-AC3C28B8AEA9	4cf0eafa4205996e3413eea1deff234352461f980de154f89b489b94f38d3122	2	IMP-DL-98972A6B93-S003;IMP-M2-355EA0996F-S003	Downloads/theory-of-geometry-II.tex;MATH-ALLS-2/theory-of-geometry-II.tex	181449ebefb7b2acc7c862698a09208abd725e57752ded95a644dace85e2d3b3	181449ebefb7b2acc7c862698a09208abd725e57752ded95a644dace85e2d3b3	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	181449ebefb7b2acc7c862698a09208abd725e57752ded95a644dace85e2d3b3	IMP-M2-355EA0996F-P024
SOLSEM-2C03C6D86DC0	4df53f3c1921e36d627297dbce8f2635b0bfef3d7a410f969a9a2bd98070c2ac	2	IMP-DL-316AE183C3-S005;IMP-M2-303BB87ACE-S005	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	22009f4e797b3264fd45b4f85eb4ab65458111db40dc172d772afbf7f86e6eff	22009f4e797b3264fd45b4f85eb4ab65458111db40dc172d772afbf7f86e6eff	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	22009f4e797b3264fd45b4f85eb4ab65458111db40dc172d772afbf7f86e6eff	IMP-M2-303BB87ACE-P044
SOLSEM-81F41A97A8FC	4e3d44dd4be1ce05ac945e7869bdcb051aa09e67863f53fcffdc19ccc429270f	2	IMP-DL-98972A6B93-S004;IMP-M2-355EA0996F-S004	Downloads/theory-of-geometry-II.tex;MATH-ALLS-2/theory-of-geometry-II.tex	b619bf10c1b8d7ad98154c7c074a1232aee91dbcaa3c8e3e8027668d794d4cd9	b619bf10c1b8d7ad98154c7c074a1232aee91dbcaa3c8e3e8027668d794d4cd9	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	b619bf10c1b8d7ad98154c7c074a1232aee91dbcaa3c8e3e8027668d794d4cd9	IMP-M2-355EA0996F-P042
SOLSEM-28F86BD3DD6E	4ea34e2fdcd92c07afea620c0ebd8b37cebd0fce4c073b070eb9f1a168080cf8	2	IMP-DL-E88547CF67-S014;IMP-M2-80D8AED0FF-S014	Downloads/theory-of-geometry-3.tex;MATH-ALLS-2/theory-of-geometry-3.tex	799fd80961f59d246fcac9811a7662bcfe76a1d8c07dd0aaccdc015ad37b081b	799fd80961f59d246fcac9811a7662bcfe76a1d8c07dd0aaccdc015ad37b081b	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	799fd80961f59d246fcac9811a7662bcfe76a1d8c07dd0aaccdc015ad37b081b	IMP-M2-80D8AED0FF-P031
SOLSEM-7F02ED5A0C53	4f5ce4de3e8afe103e7bde76b8bf3775d3d0f2134b5179ed60eeeed94a8f2a73	1	IMP-DL-2B81C66D0F-S003	Downloads/theory-of-algebraic-topology-2.tex	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	IMP-M3-84A516D889-P005
SOLSEM-52CED4CD2963	4fe73a3a8e99992ee80c138332ee7fdae801e0f3aae5be801a3178f08db2cfdf	8	IMP-DL-183AD43C4C-S003;IMP-DL-20E278E436-S003;IMP-DL-D171CB8A69-S001;IMP-DL-DCF8055ABA-S001;IMP-M2-1895C43FC6-S003;IMP-M2-47AEA48DAF-S001;IMP-M2-50B0B212DD-S003;IMP-M2-E61801FB4F-S001	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/merged_exercises_FULL_v2 (2).tex;Downloads/merged_exercises_FULL_v2 (3).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/merged_exercises_FULL_v2 (2).tex;MATH-ALLS-2/merged_exercises_FULL_v2 (3).tex;MATH-ALLS-2/theory-of-real-analysis.tex	6ee5c55956c0122c6ced14bd425360883d27023194bd0dcf2df922f03867794e	6ee5c55956c0122c6ced14bd425360883d27023194bd0dcf2df922f03867794e	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	6ee5c55956c0122c6ced14bd425360883d27023194bd0dcf2df922f03867794e	IMP-M2-1895C43FC6-P020
SOLSEM-1DD9B6B1BB92	508daae073d9bc2653460dc897f8957a04fe963b82477d8981264c11829549ea	2	IMP-DL-D148B51FB7-S001;IMP-M3-5A5277EBFB-S001	Downloads/theory-of-differential-geometry-4.tex;MATH_ALLS-3/theory-of-differential-geometry-4.tex	829693f5c91efe76913ff3760fd90efd1edd7050a87b54824eede22c74c2a25a	829693f5c91efe76913ff3760fd90efd1edd7050a87b54824eede22c74c2a25a	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	829693f5c91efe76913ff3760fd90efd1edd7050a87b54824eede22c74c2a25a	IMP-M3-5A5277EBFB-P001
SOLSEM-089BD28EED08	50a963b52b44c98da4e03d18ad525b9e1ad57f367cfa39867775abadf1342348	3	IMP-DL-BD3A6D53D0-S028;IMP-M2-E2BE0561BD-S028;IMP-M3-0F6B7A59EB-S028	Downloads/theory-of-differential-geometry-2.tex;MATH-ALLS-2/theory-of-differential-geometry-2.tex;MATH_ALLS-3/theory-of-differential-geometry-2.tex	58f5bf7df75dc8248dbc238d4467d0064ccedbb38a9ecd58a004160302508d39	58f5bf7df75dc8248dbc238d4467d0064ccedbb38a9ecd58a004160302508d39	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	58f5bf7df75dc8248dbc238d4467d0064ccedbb38a9ecd58a004160302508d39	IMP-M3-0F6B7A59EB-P031
