statement_hash	semantic_problem_id	representative_problem_id	member_count	member_problem_ids	source_files	source_collections	problem_types	source_problem_numbers	aggregate_solution_ids	aggregate_hint_ids	solution_availability	review_status
4cb5325e1170163d97fcc82c797e43ce854c76d47870d725416042d37ae8c7d1	SEM-4CB5325E1170	IMP-DL-6B513C0C2F-PSR003372-4CB5325E	1	IMP-DL-6B513C0C2F-PSR003372-4CB5325E	Downloads/theory-of-algebraic-geometry-10.tex	Downloads	EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
4cc60bf816e064e84e81eaef6e404d74422993ea31e9254a2628effe07d20536	SEM-4CC60BF816E0	IMP-DL-31FF76D7B8-PSR005304-4CC60BF8	1	IMP-DL-31FF76D7B8-PSR005304-4CC60BF8	Downloads/theory-of-algebraic-topology-16.tex	Downloads	EXAMPLE	5			NO	NEEDS_EDITORIAL_REVIEW
4cd708ddd57a7aff12079289cbe3402afa29217b5da84df3d0a57ffe46333f9a	SEM-4CD708DDD57A	IMP-DL-1068DBED71-P015	4	IMP-DL-1068DBED71-P015;IMP-DL-CAA415139D-P015;IMP-M3-F4E66B2919-P015;IMP-M3-FCB1647DD6-P015	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4d19dd671f55e10ddc72468172079c2bfb8eed2f3f6ec244615b1742b0eb5743	SEM-4D19DD671F55	IMP-DL-0AC5ADA26C-P028	1	IMP-DL-0AC5ADA26C-P028	Downloads/theory-of-algebraic-topology-8.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4d1bffec388d97c2f93b85779cb6eb1eaef23f3609cd2dc7a0e05e61004e5dc9	SEM-4D1BFFEC388D	IMP-DL-38CE6DEB56-P005	2	IMP-DL-38CE6DEB56-P005;IMP-M3-D19BB3C803-P005	Downloads/theory-of-commutative-algebra-14.tex;MATH_ALLS-3/theory-of-commutative-algebra-14.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
4d209382a2ae87cb83fe76b788891871d5383ab24607650e88eba904663694d0	SEM-4D209382A2AE	IMP-DL-A470D9BACB-P006	2	IMP-DL-A470D9BACB-P006;IMP-M2-2850FB9A8A-P006	Downloads/theory-of-geometry-1.tex;MATH-ALLS-2/theory-of-geometry-1.tex	Downloads;MATH-ALLS-2	PROBLEM		IMP-DL-A470D9BACB-S003;IMP-M2-2850FB9A8A-S003		YES	NEEDS_EDITORIAL_REVIEW
4d2e53ecd9569c4fd6b9bae9793c12bb79225ab746b20d43f31898d32c27d3b6	SEM-4D2E53ECD956	IMP-DL-117191C0EC-P061	2	IMP-DL-117191C0EC-P061;IMP-M2-40A546CAA2-P061	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	Downloads;MATH-ALLS-2	PROBLEM	10	IMP-DL-117191C0EC-S030;IMP-M2-40A546CAA2-S030		YES	NEEDS_EDITORIAL_REVIEW
4d31afcf5f68e8e044ccc25abf8764e99f79c0b4be8e22ab62ebec635317089a	SEM-4D31AFCF5F68	IMP-DL-C78B44C750-P005	2	IMP-DL-C78B44C750-P005;IMP-M2-48626BD8F1-P005	Downloads/wiki-green.tex;MATH-ALLS-2/wiki-green.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4d5d79443a360a3846c66cd1a2f778a7c2114e6460a7321a69bf0657da206369	SEM-4D5D79443A36	IMP-DL-721195CCB5-PSR002845-4D5D7944	1	IMP-DL-721195CCB5-PSR002845-4D5D7944	Downloads/theory-of-algebraic-geometry-11.tex	Downloads	EXAMPLE	8			NO	NEEDS_EDITORIAL_REVIEW
4d918daec3a739d0ec93e904b0ce16ef591b71b58fe98d97badc1539ecea6ac1	SEM-4D918DAEC3A7	IMP-DL-D18914CBBD-P031	2	IMP-DL-D18914CBBD-P031;IMP-M3-78B3C1B707-P031	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	9			NO	NEEDS_EDITORIAL_REVIEW
4daac86d67d36b5c3b270c0385d4f41dc1d2004b206bbc2025421e64551ea09b	SEM-4DAAC86D67D3	IMP-DL-2370D81D66-P079	2	IMP-DL-2370D81D66-P079;IMP-M2-D036BAB254-P079	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4dce72b54592bc23038242febf5f09858a6ed6d23d6beea0367e538abbe70967	SEM-4DCE72B54592	IMP-DL-D4351A3BBD-P020	2	IMP-DL-D4351A3BBD-P020;IMP-M2-721AD91C7F-P020	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4dd943ddfd809815f0e0879849730c78a483e998d738a90600c6d0f67b67d81a	SEM-4DD943DDFD80	IMP-DL-0EB9CBD958-P061	2	IMP-DL-0EB9CBD958-P061;IMP-M2-F4C85D52DC-P061	Downloads/theory-of-geometry.tex;MATH-ALLS-2/theory-of-geometry.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4dda521d83f360045f9d15f3e5c4305849bc2016f3027f20503ee983456d90ec	SEM-4DDA521D83F3	IMP-DL-316AE183C3-P021	2	IMP-DL-316AE183C3-P021;IMP-M2-303BB87ACE-P021	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4de35e9cc16a65879f4adbee02ff5e9a0ef549e75c3ac1f2ccf99a1b3f61414a	SEM-4DE35E9CC16A	IMP-DL-8D5CF4CFBA-P021	2	IMP-DL-8D5CF4CFBA-P021;IMP-M3-89937139FC-P021	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	11	IMP-DL-8D5CF4CFBA-S022;IMP-M3-89937139FC-S022		YES	NEEDS_EDITORIAL_REVIEW
4e13ae6414c5c40ddfcd1253012eaa5479fa49e558865e43f62dd8ddb496ceb2	SEM-4E13AE6414C5	IMP-DL-E532B44856-P007	2	IMP-DL-E532B44856-P007;IMP-M2-C037D998D4-P007	Downloads/theory-of-analysis-functions-II.tex;MATH-ALLS-2/theory-of-analysis-functions-II.tex	Downloads;MATH-ALLS-2	PROBLEM	7			NO	NEEDS_EDITORIAL_REVIEW
4e27a8a6dc4a2083175e6f1dc7903146feb54d2439a84ccfb77a4cd5ef76c571	SEM-4E27A8A6DC4A	IMP-DL-873C6F4098-P050	2	IMP-DL-873C6F4098-P050;IMP-M2-CFC28ED568-P050	Downloads/theory-of-analysis-II.tex;MATH-ALLS-2/theory-of-analysis-II.tex	Downloads;MATH-ALLS-2	PROBLEM	13	IMP-DL-873C6F4098-S011;IMP-M2-CFC28ED568-S011		YES	NEEDS_EDITORIAL_REVIEW
4e4f080fe314804baee3d2432ae63699782e46798d1800b1a82738b2119572da	SEM-4E4F080FE314	IMP-DL-B7B63B4C41-P004	2	IMP-DL-B7B63B4C41-P004;IMP-M3-16526DCF36-P004	Downloads/theory-of-commutative-algebra-12.tex;MATH_ALLS-3/theory-of-commutative-algebra-12.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	4			NO	NEEDS_EDITORIAL_REVIEW
4e51dab0cb201e00c465bde82e95eab4914c95bdceffca19b801651b0002e1fc	SEM-4E51DAB0CB20	IMP-DL-0E1AFE9FFD-P002	8	IMP-DL-0E1AFE9FFD-P002;IMP-DL-141F3478CC-P002;IMP-DL-AA5DDA8809-P002;IMP-DL-FB19C24E92-P002;IMP-M2-2BDEE85382-P002;IMP-M2-6F2E5F9B11-P002;IMP-M2-7785C781E9-P002;IMP-M2-F295E7C0B9-P002	Downloads/theory-of-complex-analysis-all-maps-all.tex;Downloads/theory-of-complex-analysis-all-maps-all2.tex;Downloads/theory-of-complex-analysis-all-maps.tex;Downloads/theory-of-complex-analysis-all.tex;MATH-ALLS-2/theory-of-complex-analysis-all-maps-all.tex;MATH-ALLS-2/theory-of-complex-analysis-all-maps-all2.tex;MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex;MATH-ALLS-2/theory-of-complex-analysis-all.tex	Downloads;MATH-ALLS-2	PROBLEM	3	IMP-DL-0E1AFE9FFD-S002;IMP-DL-141F3478CC-S002;IMP-DL-AA5DDA8809-S002;IMP-DL-FB19C24E92-S002;IMP-M2-2BDEE85382-S002;IMP-M2-6F2E5F9B11-S002;IMP-M2-7785C781E9-S002;IMP-M2-F295E7C0B9-S002		YES	NEEDS_EDITORIAL_REVIEW
4e6371e4e6aba6119c89db2806c567c9c06cf57739dbb26330e3d5217d6f556b	SEM-4E6371E4E6AB	IMP-DL-A978FB3162-P046	1	IMP-DL-A978FB3162-P046	Downloads/theory-of-algebraic-topology-4.tex	Downloads	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4e78bca7d4579da88e0365a26accdeabe2f7a7efd91de0cca4855e67ff0eef84	SEM-4E78BCA7D457	IMP-DL-4DEBE28720-P070	2	IMP-DL-4DEBE28720-P070;IMP-M3-8E395763C8-P070	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
4e8780081e97bafcbc5bc30f4b6d0c91ebc0c2df162a5548cb9be55f2046c409	SEM-4E8780081E97	IMP-DL-117191C0EC-P030	2	IMP-DL-117191C0EC-P030;IMP-M2-40A546CAA2-P030	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	Downloads;MATH-ALLS-2	PROBLEM		IMP-DL-117191C0EC-S019;IMP-M2-40A546CAA2-S019		YES	NEEDS_EDITORIAL_REVIEW
4e9f9e8e944bc1d7914356f992e49b4e0bc0182977dca0395c914fc41dadf9a3	SEM-4E9F9E8E944B	IMP-DL-4DEBE28720-P019	2	IMP-DL-4DEBE28720-P019;IMP-M3-8E395763C8-P019	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4ea16b13bea07bba8429e1a176fe5dad4978b6e20257492b8e9f17f20426525e	SEM-4EA16B13BEA0	IMP-DL-D6E9B3BC73-PSR004526-4EA16B13	2	IMP-DL-D6E9B3BC73-PSR004526-4EA16B13;IMP-M3-422B74F85F-PSR004523-4EA16B13	Downloads/theory-of-algebraic-topology-1.tex;MATH_ALLS-3/theory-of-algebraic-topology-1.tex	Downloads;MATH_ALLS-3	EXAMPLE	4			NO	NEEDS_EDITORIAL_REVIEW
4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e	SEM-4EAAC68D5F21	IMP-DL-3C59D9EE8B-P092	6	IMP-DL-3C59D9EE8B-P092;IMP-DL-40E9B7EE44-P012;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P011;IMP-M3-17140B7F4C-P012;IMP-M3-D1A916E0DD-P092	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	Downloads;MATH_ALLS-3	PROBLEM	15	IMP-DL-1068DBED71-S008;IMP-DL-3C59D9EE8B-S019;IMP-DL-3C59D9EE8B-S020;IMP-DL-40E9B7EE44-S019;IMP-DL-40E9B7EE44-S020;IMP-DL-CAA415139D-S008;IMP-DL-E1F1BB4192-S018;IMP-DL-E1F1BB4192-S019;IMP-M3-0D398C7F27-S018;IMP-M3-0D398C7F27-S019;IMP-M3-17140B7F4C-S019;IMP-M3-17140B7F4C-S020;IMP-M3-D1A916E0DD-S019;IMP-M3-D1A916E0DD-S020;IMP-M3-F4E66B2919-S008;IMP-M3-FCB1647DD6-S008		YES	NEEDS_EDITORIAL_REVIEW
4ec14a066c813c092361128fe64195ca37b2d1c7bac517eb27ea2b3b3c28e770	SEM-4EC14A066C81	IMP-DL-1068DBED71-P067	4	IMP-DL-1068DBED71-P067;IMP-DL-CAA415139D-P067;IMP-M3-F4E66B2919-P067;IMP-M3-FCB1647DD6-P067	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	5			NO	NEEDS_EDITORIAL_REVIEW
4ec499bb0fc3396402c91d126eefc9a099d4eef9f0717d5ff623f954ccf7bde4	SEM-4EC499BB0FC3	IMP-DL-724FD8B7B1-P008	2	IMP-DL-724FD8B7B1-P008;IMP-M3-51E6A44D55-P008	Downloads/theory-of-commutative-algebra-1.tex;MATH_ALLS-3/theory-of-commutative-algebra-1.tex	Downloads;MATH_ALLS-3	PROBLEM	9	IMP-DL-724FD8B7B1-S008;IMP-M3-51E6A44D55-S008		YES	NEEDS_EDITORIAL_REVIEW
4ed5b335e82b632319086ddeb64adcf8a2be49351ff96121b5d172d8be249714	SEM-4ED5B335E82B	IMP-DL-12C1A20716-P004	1	IMP-DL-12C1A20716-P004	Downloads/theory-of-algebraic-topology-10.tex	Downloads	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4eda80b2c009d918627dff3ca2f293b944b9ed079bb42ad043d06f2cd0b66338	SEM-4EDA80B2C009	IMP-DL-E4D9F7AB6B-P006	1	IMP-DL-E4D9F7AB6B-P006	Downloads/theory-of-algebraic-topology-13.tex	Downloads	PROBLEM	6.	IMP-DL-E4D9F7AB6B-S002		YES	NEEDS_EDITORIAL_REVIEW
4f1d6286ab02adcdaa5aacd77263ed7efbe8f47d53394f046aee5104758c0b44	SEM-4F1D6286AB02	IMP-DL-D18914CBBD-P037	2	IMP-DL-D18914CBBD-P037;IMP-M3-78B3C1B707-P037	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
4f28def26210a62bec2bdb06bc2614f2410e8728d932d2dab37a1869fff1ea5c	SEM-4F28DEF26210	IMP-DL-B7B63B4C41-P011	2	IMP-DL-B7B63B4C41-P011;IMP-M3-16526DCF36-P011	Downloads/theory-of-commutative-algebra-12.tex;MATH_ALLS-3/theory-of-commutative-algebra-12.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4f3a39c1d78c521366970ad47f43c7840d6e03776720ae6a3b4969c1ef03f7c0	SEM-4F3A39C1D78C	IMP-DL-E88547CF67-P003	2	IMP-DL-E88547CF67-P003;IMP-M2-80D8AED0FF-P003	Downloads/theory-of-geometry-3.tex;MATH-ALLS-2/theory-of-geometry-3.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4f50790c0f88dc04034d54a8ce6d5ab5c34461d399bec7d217a67d6d9f5d60a8	SEM-4F50790C0F88	IMP-DL-5431609247-P005	2	IMP-DL-5431609247-P005;IMP-M3-42C904D7D6-P005	Downloads/theory-of-differential-geometry-5.tex;MATH_ALLS-3/theory-of-differential-geometry-5.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
4f524e9baf015592cdc391897128614b23ff0fead9921f3e344abbf8135dfd08	SEM-4F524E9BAF01	IMP-DL-336732908A-P009	2	IMP-DL-336732908A-P009;IMP-M2-805F474A19-P009	Downloads/theory-of-complex-analysis-next.tex;MATH-ALLS-2/theory-of-complex-analysis-next.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE	2			NO	NEEDS_EDITORIAL_REVIEW
4f887665d59a63ba11193383c0e919a62bf5f87a8033d7a9456545e9824412f3	SEM-4F887665D59A	IMP-DL-316AE183C3-P028	2	IMP-DL-316AE183C3-P028;IMP-M2-303BB87ACE-P028	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM		IMP-DL-316AE183C3-S004;IMP-M2-303BB87ACE-S004		YES	NEEDS_EDITORIAL_REVIEW
4f8edcd6fd628e3902dfd363d2a26ec874dae8612577c6b2e9af8c8a84953fc2	SEM-4F8EDCD6FD62	IMP-DL-EAE0F59552-PSR002253-4F8EDCD6	2	IMP-DL-EAE0F59552-PSR002253-4F8EDCD6;IMP-M2-7EA9DA1D72-PSR002253-4F8EDCD6	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	Downloads;MATH-ALLS-2	PROBLEM		IMP-DL-EAE0F59552-S011;IMP-M2-7EA9DA1D72-S011		YES	NEEDS_EDITORIAL_REVIEW
4f95be70d4e1df6a148668aa0ce5b06e846e529410ed1be1cb68b4425ae7da07	SEM-4F95BE70D4E1	IMP-DL-873C6F4098-P049	2	IMP-DL-873C6F4098-P049;IMP-M2-CFC28ED568-P049	Downloads/theory-of-analysis-II.tex;MATH-ALLS-2/theory-of-analysis-II.tex	Downloads;MATH-ALLS-2	PROBLEM	12			NO	NEEDS_EDITORIAL_REVIEW
4f970d5e7b81022e612982a80c37309d26b7ff291d67e05335b6c727eac99ec6	SEM-4F970D5E7B81	IMP-DL-2370D81D66-P054	2	IMP-DL-2370D81D66-P054;IMP-M2-D036BAB254-P054	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4fbfb355269cb8c5f0a409684e1ba5df2880bb1d165903f9ba1c4aa9a540034d	SEM-4FBFB355269C	IMP-DL-3C59D9EE8B-P087	2	IMP-DL-3C59D9EE8B-P087;IMP-M3-D1A916E0DD-P087	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
4fc2d23b16e48e984328da37a1fec30dcd6922d161263f6eb316e4e245b2d5de	SEM-4FC2D23B16E4	IMP-DL-494D52343C-P018	4	IMP-DL-494D52343C-P018;IMP-DL-57AE2A96C2-P018;IMP-M3-53FA653D33-P018;IMP-M3-A9D1475E81-P018	Downloads/theory-of-commutative-algebra-7 - Copy.tex;Downloads/theory-of-commutative-algebra-7.tex;MATH_ALLS-3/theory-of-commutative-algebra-7 - Copy.tex;MATH_ALLS-3/theory-of-commutative-algebra-7.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	B			NO	NEEDS_EDITORIAL_REVIEW
5054d35ac8e9c0eb255fad0029ca5a2d73d07f6b903cba9ef78d8e19dd85ac83	SEM-5054D35AC8E9	IMP-DL-0A9B1F0A75-P001	1	IMP-DL-0A9B1F0A75-P001	Downloads/theory-of-algebraic-geometry-9.tex	Downloads	PROBLEM	statement	IMP-DL-0A9B1F0A75-S001;IMP-DL-0A9B1F0A75-S002;IMP-DL-0A9B1F0A75-S003		YES	NEEDS_EDITORIAL_REVIEW
506d0f1861864e01591ccae8deb5b49907a032c53150bbe83e20d082fecdb03d	SEM-506D0F186186	IMP-DL-18BC6F795C-P035	1	IMP-DL-18BC6F795C-P035	Downloads/theory-of-algebraic-topology-9.tex	Downloads	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
508e43e3e0410232f1495e95801431f1c9993f1f9a7259b8cba598abbc88d357	SEM-508E43E3E041	IMP-DL-14663C23F1-R000543-508E43E3	2	IMP-DL-14663C23F1-R000543-508E43E3;IMP-M2-155017A9AF-R000543-508E43E3	Downloads/theory-of-geometry-III.tex;MATH-ALLS-2/theory-of-geometry-III.tex	Downloads;MATH-ALLS-2	PROBLEM	4	IMP-DL-14663C23F1-S002;IMP-DL-14663C23F1-S003;IMP-M2-155017A9AF-S002;IMP-M2-155017A9AF-S003		YES	NEEDS_EDITORIAL_REVIEW
50998b00adbc0e64fe70c25615bf6b278cff70f159f19aae55592fa61092b2f4	SEM-50998B00ADBC	IMP-DL-A5CEE6E541-PSR004096-50998B00	1	IMP-DL-A5CEE6E541-PSR004096-50998B00	Downloads/theory-of-algebraic-geometry-8.tex	Downloads	EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
509b88af5248a89e547a3ad81c5c1b5f940d5e05b4e04e218d49091e3687b3c3	SEM-509B88AF5248	IMP-DL-183AD43C4C-R001096-509B88AF	8	IMP-DL-183AD43C4C-R001096-509B88AF;IMP-DL-183AD43C4C-R001284-509B88AF;IMP-DL-20E278E436-R001038-509B88AF;IMP-DL-20E278E436-R001226-509B88AF;IMP-M2-1895C43FC6-R001096-509B88AF;IMP-M2-1895C43FC6-R001284-509B88AF;IMP-M2-50B0B212DD-R001038-509B88AF;IMP-M2-50B0B212DD-R001226-509B88AF	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	6.1	IMP-DL-183AD43C4C-S026;IMP-DL-183AD43C4C-S032;IMP-DL-20E278E436-S026;IMP-DL-20E278E436-S032;IMP-M2-1895C43FC6-S026;IMP-M2-1895C43FC6-S032;IMP-M2-50B0B212DD-S026;IMP-M2-50B0B212DD-S032		YES	NEEDS_EDITORIAL_REVIEW
50a30f17f75a0162db57ea7311852710313fc6c17b836277b71a0bca53587a1f	SEM-50A30F17F75A	IMP-DL-4DEBE28720-P074	2	IMP-DL-4DEBE28720-P074;IMP-M3-8E395763C8-P074	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	5			NO	NEEDS_EDITORIAL_REVIEW
50a33187ef0a5f5794421d5587d5b561509c9ba979a4f339efbf4a81aba6d471	SEM-50A33187EF0A	IMP-DL-B7E3C22557-SPR001831-50A33187	1	IMP-DL-B7E3C22557-SPR001831-50A33187	Downloads/theory-of-algebraic-geometry-6.tex	Downloads	EXAMPLE	7.	IMP-DL-B7E3C22557-S003		YES	NEEDS_EDITORIAL_REVIEW
50a9514dbf0b78c9c0f7df66fe9763a095171aa2e2fd71d3255edcf6c755b02f	SEM-50A9514DBF0B	IMP-DL-A99C7658F3-PSR002860-50A9514D	1	IMP-DL-A99C7658F3-PSR002860-50A9514D	Downloads/theory-of-algebraic-geometry-2.tex	Downloads	EXAMPLE	from			NO	NEEDS_EDITORIAL_REVIEW
50b2b7bb6bcb7abbf66e8a171b2384e593352bf1c85dfefeb188af3892f3a2a5	SEM-50B2B7BB6BCB	IMP-DL-8D5CF4CFBA-P041	2	IMP-DL-8D5CF4CFBA-P041;IMP-M3-89937139FC-P041	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	13	IMP-DL-8D5CF4CFBA-S051;IMP-M3-89937139FC-S051		YES	NEEDS_EDITORIAL_REVIEW
50c8862b6a7b82a76021e5ef304a6159e663044d763a45c3425425c3d70bded6	SEM-50C8862B6A7B	IMP-DL-0EB9CBD958-P043	2	IMP-DL-0EB9CBD958-P043;IMP-M2-F4C85D52DC-P043	Downloads/theory-of-geometry.tex;MATH-ALLS-2/theory-of-geometry.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
50c9175f6c9f45a44e301ac6d859fcde4cfd21b4e8d5c26d7048ca4b1c695544	SEM-50C9175F6C9F	IMP-DL-3C59D9EE8B-P113	2	IMP-DL-3C59D9EE8B-P113;IMP-M3-D1A916E0DD-P113	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
50d9752ff004fc4ab132722310d3582dcdd3d6f5dacc80f1820052532f3444e7	SEM-50D9752FF004	IMP-DL-A978FB3162-P082	1	IMP-DL-A978FB3162-P082	Downloads/theory-of-algebraic-topology-4.tex	Downloads	WORKED_EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
50ff2d99b2dc5a0740bb23d3494eacda4398015ea59bcd7012ef7ff24bb3afe4	SEM-50FF2D99B2DC	IMP-DL-1608308E70-P011	1	IMP-DL-1608308E70-P011	Downloads/theory-of-algebraic-topology-14.tex	Downloads	WORKED_EXAMPLE	6			NO	NEEDS_EDITORIAL_REVIEW
5106a96091dea593c42c755cb3654f0f2aaeac97e751799d3fe56567c6b60f9b	SEM-5106A96091DE	IMP-DL-2370D81D66-P075	2	IMP-DL-2370D81D66-P075;IMP-M2-D036BAB254-P075	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE	D			NO	NEEDS_EDITORIAL_REVIEW
51081497992e11903e9a9d78d2f5a2056c498f21e1dd63de978d9c590c0e98b5	SEM-51081497992E	IMP-DL-A470D9BACB-P013	2	IMP-DL-A470D9BACB-P013;IMP-M2-2850FB9A8A-P013	Downloads/theory-of-geometry-1.tex;MATH-ALLS-2/theory-of-geometry-1.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
5165699a915cf83ce3f08aaacbd9bcb0559b32e3acbcd5b04e0afbf51c752cc6	SEM-5165699A915C	IMP-DL-ACE5A65961-P007	2	IMP-DL-ACE5A65961-P007;IMP-M3-251F2514E1-P007	Downloads/theory-of-commutative-algebra-2.tex;MATH_ALLS-3/theory-of-commutative-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	3	IMP-DL-ACE5A65961-S008;IMP-M3-251F2514E1-S008		YES	NEEDS_EDITORIAL_REVIEW
516dcfca326574c85891b743feb63af0ca195f2ef73dfc2df1a205f94870c722	SEM-516DCFCA3265	IMP-DL-0EB9CBD958-P012	2	IMP-DL-0EB9CBD958-P012;IMP-M2-F4C85D52DC-P012	Downloads/theory-of-geometry.tex;MATH-ALLS-2/theory-of-geometry.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
518143557449607a7f6941d880d1c330fc9aa64ed5d10ea3f7733df0f894f39e	SEM-518143557449	IMP-DL-4DEBE28720-P020	2	IMP-DL-4DEBE28720-P020;IMP-M3-8E395763C8-P020	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
