volume	asset	sha256	classification	canonical_target	evidence	action
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_adjunction.tex	04fcd811686f223cb54177076ba000cdb422e68d8b90e1f321570e948b561b1b	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_adjunction.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_etale_space.tex	86a658aa86c1f7d113d5f829eb94b88cda2643aa070551d719e6bd497bffd1af	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_etale_space.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_functorial_square.tex	8119c4637798ff0e049eebe62d871e275d70c27b6ff1ecdc5aa57734de792669	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_functorial_square.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_local_representability.tex	78f3495da8074eb69b0222962a05e823cbaba7e94f32ad039d134f0794a0cea5	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_local_representability.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_plus_construction.tex	23317e4369c3c6266325a0dcd0af3eb68340a4e2e56895e9be4cb4cf6d3053ed	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_plus_construction.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_restriction_open.tex	6495eecc635532bb2515c0efe7ebeb7c8e09c9079479229c333393fb0b57acde	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_restriction_open.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_stalk_preservation.tex	9e86f94a84659a16aae7af5336c35c0fddc30cbae8055907126081712d3d03d5	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_stalk_preservation.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_unit_restriction.tex	5cd354dcb9a9ba38ab5e1bd48ac48b959322eca3787cf97aad550b41a67d4e7e	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_unit_restriction.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_universal_triangle.tex	4ca0e7d7e2b7dcb304bf4aaa9943f9ae8b4fdd401aef687747ec57e407803ce6	USED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/figures/vi14_universal_triangle.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_coimage_image.tex	9d3370024af86daa2af4d39dc659548ad510ef4c9fdf2340ccd59a59c14b7155	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_coimage_image.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_cokernel_universal.tex	eebb7d283b302f78ff8d43e544864cfbae104ad423be4b273c8f9871a15c6ab3	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_cokernel_universal.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_differentiation.tex	b1b1e630468e3729abede4c035d4a5541d4982e1f8c709e27616d0ea8c9a786e	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_differentiation.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_discrete_vs_general.tex	66e2b58c38cb71bfc2ce05512d07665c120ab66fe6e779db8d3cb3267319b56a	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_discrete_vs_general.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_image_local.tex	b366956330954845fce3ffff1f967c576ab1772c7123b9dab73bb9e252ea07dc	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_image_local.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_kernel_universal.tex	4b9dce42c875106b0639586f5ab396f344889b6bc99f80e53fe8ec554e989c38	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_kernel_universal.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_local_global_lift.tex	b9901439dacfa787ad8dad97a13d46793a6b3d35a022f749384b2c4703ed3cb4	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_local_global_lift.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_quotient_pipeline.tex	8d8437138ea2f047af4c4594d1506eac45cdb15751db8c376704a8bfdd1a18bc	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_quotient_pipeline.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_quotient_sequence.tex	60369e3d4ed68b42a36eea41fc99ccb01d0e1ff881b7ad58d4e1c289a859f330	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_quotient_sequence.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_stalk_dictionary.tex	563d2771b814428528239c18f74667739041881698a1d62b8066879b5e1e46b0	USED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/figures/vi15_stalk_dictionary.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_derham_local.tex	38b59b63ce162d7ef041571064ed45c77b18a2b4cc79a0e4bce15efe1566f47a	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_derham_local.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_exact_middle.tex	2483acc5f7ed7757e8f4b6a0e74e0b62cb9f409cba77727537fadb0ea74d563e	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_exact_middle.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_exponential_winding.tex	8ac5332bcad28f5e204e90cd1f9c3463489f5ccf7e9592a10966c743552d4a25	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_exponential_winding.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_functors_exactness.tex	8c38b9be079dc5a2c3acd0bfe3fdfd3ecb127325a93d0f751ec698a8660443e7	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_functors_exactness.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_global_sections_warning.tex	44bdfdeb2836cf1bef5b9e4509a84bddc379facad687161fa98513dbd6ed1b84	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_global_sections_warning.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_homology_sheaf.tex	7940548aabd393b264af590a99be06a4ec6f22de01f4ff34e44a7677710d4f98	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_homology_sheaf.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_local_lift.tex	5fa3a73abe503b01c5ac905d565ff3120f8ad81d0779925594a2c208af94db46	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_local_lift.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_restriction_exact.tex	8ca1052c4188b8b8ecc05e7de923b98df60e887340b75e830bd8f4103bb2f731	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_restriction_exact.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_short_exact.tex	a1c4c7575d1bf359b5381466770f07ada9f325c9fd33f53477e1b2d9a78a95d7	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_short_exact.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_stalkwise_criterion.tex	ac5c0107a8dad69366e325c207db12fd84d67201981858e2698926878f398bc3	USED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/figures/vi16_stalkwise_criterion.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_basic_open_sections.tex	c66044a346d502517473812446ebe79492671f41c4c4cdc664011d77e3ea580c	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_basic_open_sections.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_generic_closed_stalks.tex	b5872565359254206cc5001ca5c4611e5b7797188ea43d44ebe0f81359997b38	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_generic_closed_stalks.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_gluing_equalizer.tex	e59d83cded13857c0b8643e84b33adea12330c93105279a7de3826bd1b92bf6e	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_gluing_equalizer.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_local_fraction.tex	f160b5be4d227daa019e3b2eeb88f1b1df4a9c6a0c0d8122f23558b76d6f36b5	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_local_fraction.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_nilpotent_visible.tex	b5c72ff2ad9d894a46efea4c61617ab7c7868b612dc7ff4b6c8c742b9a4da7c1	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_nilpotent_visible.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_part3_bridge.tex	f65f2075c8c8c90238d80a7117c1699f8954191ff808689a95bdc5ae7d22a98e	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_part3_bridge.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_restriction_localization.tex	681bdfa41c761a972c07e90e9296ebe55341a8e20c0e6016704dbcaefe052a35	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_restriction_localization.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_spec_z.tex	fb554fdf1ec50b531313ad3e74f08a3f4628f6f87e22f1343f413bd29ede2329	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_spec_z.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_stalk_colimit.tex	d9df1d777f853feb6a80cbaede9465be2e04eb8ea5824db2b4d5bba9cd29bfee	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_stalk_colimit.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_structure_sheaf_pipeline.tex	37670e871177c937d091aa2ad90cf536111a7e22ee4086853ad8767a904253d6	USED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/figures/vi17_structure_sheaf_pipeline.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_affine_package.tex	dfb8e3c30ac5be28fcdce889091a9844275e39f02df63c12aa36f1c69540651d	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_affine_package.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_basic_open_affine.tex	d1c4c956ca72c3ca2d61c8b32e0956751d97dece9e958ed960c963f449a3ea0c	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_basic_open_affine.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_classical_to_scheme.tex	42dfb1fa6ee9c7551efddb54ee8e70dc1a12fd70bf566d44ba9000e322da033a	MISSING_CANONICAL_DESTINATION		mathematical figure asset exists but no canonical TeX reference was found	review for later figure-specific commit; do not delete in audit commit
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_examples_gallery.tex	84dc2c649a164ef9a0cb4324aa7018aecc5c289e3a71c5a1d721fa742a2023ee	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_examples_gallery.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_global_recovery.tex	98ee79bcb480e56764a091820afb6faf7c4c469900231bc8165ee95748306e36	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_global_recovery.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_local_ring_closed_point.tex	c4d591987dc8663ac8496e31c20c201dfe16eb81cb0de86b9241945c479734f9	MISSING_CANONICAL_DESTINATION		mathematical figure asset exists but no canonical TeX reference was found	review for later figure-specific commit; do not delete in audit commit
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_p1_nonaffine.tex	fa6ab4dff2912fd657ded7e5fbf8e1de9befe5d03ca29aba8517bf653f3a08ef	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_p1_nonaffine.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_part4_bridge.tex	e04194c1db16ccedd671770de9ac769209a2b459377815c53cbdb2ac247de90e	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_part4_bridge.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_product_ring.tex	68c49d4f1088edcc3d1c0c920d56bd3cf843871d84e297f6401e071df169e329	MISSING_CANONICAL_DESTINATION		mathematical figure asset exists but no canonical TeX reference was found	review for later figure-specific commit; do not delete in audit commit
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_punctured_affine_plane.tex	665e38de62c98f4a9af1875ff189b4ccd4882859c1bffc29c38092eb86d06dcb	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_punctured_affine_plane.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_quasicompact_cover.tex	fb236400420985199654f775811262fa394cb817ca8ddbdf8236d70a92f6792f	USED	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/figures/vi18_quasicompact_cover.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_affine_antiequivalence.tex	c204629003a9073913aa9332ecd3277f5a6a29d884990b2daccb3e1b4bff84d3	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_affine_antiequivalence.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_basic_open_pullback.tex	6beb6cabcd1b4469f7371a4329922da437b7039e793495d6d90b78caa2741eec	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_basic_open_pullback.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_contravariant_spec.tex	3c2afbf026295ac5a70baac68c817b2b98cf0b447c6ae5b0fea90e3ab34af6df	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_contravariant_spec.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_functoriality.tex	a2b0e586e82fe8dda7eb8c9185aa7e0e79003a9b97876914c6e674882ae20d00	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_functoriality.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_localization_quotient.tex	c602606165979ecde65a5611820e5e26469283d628ed9cb8ec8e7ca882839145	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_localization_quotient.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_lrs_morphism.tex	47d0301b90c1fd5bd5cbd6276c88631dd922eb066a3fe9fd43be1f0f8229fbbd	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_lrs_morphism.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_part4_bridge.tex	b4b0070cc4bd400f802ebca7693b46485507b5d697e9053935b135fc98d642f8	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_part4_bridge.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_polynomial_map.tex	edbf9d73fcc43566d689f6f951a9ac51003bd204ddd5aff44374e78f0a2ba32e	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_polynomial_map.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_stalk_map.tex	8aeed335716c8b90428f62d7d76a1f26350e7e5a91afa218f39ff085c4fc670a	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_stalk_map.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_universal_property.tex	15a24e57a1b124e5a6884103a743082a55675609d6c28a9255dab9d3454db708	USED	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/figures/vi19_universal_property.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_cocycle.tex	fb5979ac993f2d8024bd1e6e62aea2001058aee088524130211ddb1bb8cfe376	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_cocycle.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_common_distinguished_refinement.tex	324f03e4a25367d3e50e27f9bb724671ac1bb0be680ad54d12ffd860376d6ba9	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_common_distinguished_refinement.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_doubled_origin.tex	419582097a0700d01ba9f95c73897e601a2d4d94b6348bd25d9c655e33da6087	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_doubled_origin.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_gluing_overview.tex	eb892831d2a4ceab18ab186e0d2e32ff5f1fd7424b9cb4ecadaabf4acd363ec5	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_gluing_overview.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_mapping_property.tex	c42a340c05d2769ddab9c9eff3a00b06c7d80ff6198fe3213775e23255bad470	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_mapping_property.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_projective_line_model.tex	0776f4a8acae61bde440036c1f911790cf7681d107230495d460b3ee4ff1bfd7	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_projective_line_model.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_quotient_space.tex	595882df84598f9ca82d1382dd801bfc17c213b0ad171cf0a922eeed9d386cb2	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_quotient_space.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_sheaf_equalizer.tex	30e7ed007d0c3a3271c7e7400ed4e5f92c912585fbc64263587e50ee312e109c	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_sheaf_equalizer.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_stalk_chart.tex	999893980e955730e30d813ce4266365c0e74ac485680ae9c3551f0dc94be6fb	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_stalk_chart.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_two_affines.tex	12d96d6562a49dd975c56f5e92091cdd30bbc60a3c43274d012849b3c22d1595	USED	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/figures/vi20_two_affines.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_01.tex	35702fe59800992c26346fc2d9c00a19a75741174e05cde14be9624bfdfc7d77	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_02.tex	09a49f917037f13cb981ae914e256be798fc91750c41ee3a7c491be60b666473	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_03.tex	205f437990aeb90d4926e3d9952fa3cab666bcd4fcd958b6a5fe95d54d66f5a7	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_04.tex	3d45de66b7aff5ae2179179ab9790c85adc97b0ad84bf093e31a4af7f76ae481	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_05.tex	66300ef3778ed267617d0a31aa7b81eabe1661c0f61d7cb42910f891ddaf06b3	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_06.tex	faf6cdf0e53d4e407ec4ce49b7c42e28c730b1151f77ad61053f776fd5fd55d1	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_07.tex	4279b08b1a947b90f59e7b46d556bb36a9ef31f3f0a866d4e26d7ec125c36663	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_08.tex	cf509e8352972685b4b86c80b36e2eec452d7c27e6328d286540d3419a08b771	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_09.tex	eeb02311038e9bae7287bc3446a7d93c92253f8008e383327203cf4b49484329	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_10.tex	9ea98e5271c1a52f5cccf7c931d542cbfe6e7f3b8d3ca10f92593f0b9d4f6d74	USED	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_01.tex	d86b9639d8e6595ac862e3d9298f2f56fa6ec9fbe688f87d93ba8713c76fdd96	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_02.tex	89cd4ea9c3efd4835ed7ce39eed3875f3bf1d635a24443b398c86166436bc6e2	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_03.tex	aeac851c1a171574991e7054b4d6cd728ab01d4359d2a277a69adfab6ea287ae	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
