path,extension,sha256,structural_sha256,size_bytes,line_count,encoding,documentclass,packages,labels,references,inputs,includes,graphics,bibliography,macros,theorem_environments,section_titles,title,tikz_count,tikzcd_count,tags,is_primary_source_tree
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/divergence_source_sink.tex,.tex,3b40baeb29e0ad459ac4ce5e6cd83ebd1c59e0a1ca65583416b045154abc78cf,16272a555991acea8e7551faa492e07600dee720e5d8bb9c5e0d056141e64e29,642,17,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/gauss_volume.tex,.tex,dec4699e772ed02c5d389b5fa76089e45ca4df9f0be01bad965ddc5e2c4eb07c,3359a481955d7979491bb869b954b93c7931827a1d2888c0cb0534d54553305a,329,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/green_cells.tex,.tex,098751ceeec35ac2b76d2e85b3b414aadb74a013342b09c1f2991d18ecadf4b3,e384c0af4abc428509a27f761757c978e523e1895bb4ac9bdcde1f10e42deeec,370,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex,.tex,99d4e515157198bfd237fae7ec77f7904eadb923eca73f3b0d4e49c78b4a72b2,6594cdf92f9058568f67e6b26c3d8992066930f98db1e58a48d7ba0af4e06904,456,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/stokes_orientation.tex,.tex,b7c4647ba0978a846505e98d39a69cde4527fb778257574ac1a80c45323bd25e,0d8184280ef9a8223a8f1e71f3b254e8f47b5cf481e89b454923c9e552715ba1,412,6,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/surface_flux.tex,.tex,21255d4fb8d5eb56be8194a7d53db735faa9310fef5ee6cfc09041a6b450bc6b,b96fd31d038a7c3d4a5c015adb7d6dd72275d8a0b3ee893eb7e3db9438e8f233,435,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex,.tex,a00a1a1560b34f8ad3f703f75ba40328e30c99b85661a86cb3e487cbc6a547a1,1e4f378fbee642c87db34c6ecda1a248a9e9026822882cbed801f028c007e864,913,14,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/volume_elements.tex,.tex,84bbd859cda2b18c5c3ef22f02e4b75a4929a278296244222f5527f86867bc8a,7340a6328c65fbe47b0fcb7621581a5f94905d5f2f240bdd52085905fd60eefd,699,15,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex,.tex,8f4808bbbf6ccd475e748322e2b4d91748400866f156254086c96fc7868a13ee,f73f41d4cf1b2fada8742b6ee154258742ac554b0ead4397a1e149878f1d9cad,980,19,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/damping_regimes.tex,.tex,bcb764ca1e7951bfb6e3e586466cf6b15f01605eb672c148755bbc949e9d2a34,9de99d66cfa23b0b8385265457d674a9908d55f0a3cff479ecc9b16179151f9b,610,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/evolution_architecture.tex,.tex,f6f9708305c7fc421c62c1975a5f620c279b93c10658125148077eee1eeeec57,527b4e9b0355852b9255b458a9feb1b737c3619f7244df6175c9d65304ded05a,707,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/harmonic_motion.tex,.tex,f3bbdcf5ba141e5817082e0ceac814ebe2ba04e756ca2fa35bc7b6d31914ddbd,82e649c504271355a2b3b40ba032fce0698618f6a85146f1a640305d9aa1af2f,404,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/phase_portraits.tex,.tex,91db5a7c58afce590d09bcfa49079c8d46bfd94fad22283f7a9d618923bfb0cc,ce4e7818b045656e566b8d7ac7c23568df610f9ef061dc1cd48cd1e8dd474250,1128,26,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex,.tex,eaffcdf288b18690577579c086f9130bf00a762fd0b27fdbab0e8ead02773387,72c9f70d3afdfbe71326ab1c01b3097579fea958389d3fd11a83988fda06cd58,453,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/representation_map.tex,.tex,df6bd7ac83f32c000a06c9c982fdd0c515061b6d0534ed9dacc9b2633dfb55b9,3009bd3a79bbcd4a7d6fa89837c5870405708185ecf06302a34682ae8a436d64,863,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/slope_field.tex,.tex,da15ab34ecf28b8145d569d016518b6877f0d09d5eeb9d3fb527f466267033be,14f0cbaf5f28be64c69c3fddad8f4e7e21e4c65543faf9229681c7a542a75891,502,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/argand_plane.tex,.tex,88120bc88fe47f19ed6e4a1a4dcabac1437b39fa07e0821eef34010aeba4f545,6c6dfb19e7c1db882ceb0cc751c7ead963b0007adde83d08dc81dc5f113712da,451,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/complex_addition.tex,.tex,f1b9c14f375fd86c78a4573589af38beee23685ce2916bf2d66a22f655f3ba1c,352878399ebf4720b09174944ed1b3b177195e2368ad8a461bca1cc597cb3858,455,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/complex_multiplication.tex,.tex,4e8bafd4885dffba24c5d236f29c8fd80a49c18f1b17b05fb627456a72089f26,b5d29375ea0e84d6e5085039f6c6ab399fcb80ab7fb2cec91e40603c4408c369,425,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/cr_geometry.tex,.tex,22935709951847b8b8b6a0318cb361404158bdf14430e374d0b5be70a56c1d82,49c15ad55b9354be58f59d73c36ede65d669fdef2ce3c76b8e7d4c36a8125b7c,392,7,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/euler_rotation.tex,.tex,a0307a266b5df14c9283ac1529f77b9a7d7f13cb94a8ddf0d62c9c73c90df3dc,8b55d0f5d48905e0ff1b4adb95b627433a07b402cfc5a27b5b23c7875805afeb,451,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/mobius_preview.tex,.tex,35eac6de11b3340f09e1b8f44e57a48fe42f9b9d15931e4b7f7b9496b3e0c6be,f8ffd1335aae0b2730326c8bf215fe80764acddc4d74d8ffedc01159b141aa89,564,14,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/number_system_extension.tex,.tex,46cca416bf9612d4ca580e36dba94fd7ebc2806952dee9efcd6d2cf457e24d40,f0cbd4957e9fcd1a8b1dd7ea43ab142db697d543f92b8c1860437276c767511f,495,12,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/polar_coordinates.tex,.tex,9541a43ff73504cafb7a3e0d17a9c7a32f86c1d4754cdd18549f68dce5fc5b92,91b035611425e09e030056ae7150b82c9da3d325ae312c55f9fe5f7af1872a25,498,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/representation_map.tex,.tex,e163eeae1ba19939896705d334b129d36464912ae91ee814e8fab8c61dd5a00f,fb4ca7c0fc65fd65a66f05afbb92dcfefb14f5685e8783acd2c43f7a10508805,492,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/riemann_sphere_preview.tex,.tex,4c1b6f0a9ad5957d970ed81abd94bb2908134b4e69db3d8eb2891bd316b07af6,ca4b7cc2977c834c3dfede395fd0014cc6284229d4a0a5ce4414230a0b6e0689,562,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/roots_of_unity.tex,.tex,936252fcfb10df3ab0f25cb43eac52d48753c4191a6000aecb5e76bdb658574c,0368de2acf17da234aa34a03639bfb610d929f26d828bc2db6581fa9c15c1762,376,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/square_mapping.tex,.tex,f497fa84bff30f378969b15a34360924c2c0ea64c70eabb95788f75771f4b9aa,06626fc2ccf913c8fa6a161a83cf9d9b351041a80cf93feacbedf41c786d4095,597,14,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/change_of_basis_preview.tex,.tex,1c0bbf9f0936e79032cbd3148713ea49fe0fe62a59022d6d3800f374a1057c34,7900724480ce89cbc37f2233a4cacadccad6baab891d4ca2ae4567e709db25f3,509,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/dependence_independence.tex,.tex,bceac87b97c3a7e26278af00f91a0c8124500f4866125dbc999a735ad37ef3f3,aab48f35833d055635f1473856985eaf20ab9d2342d72a9ec9e9e78789f2a86c,485,13,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/history_timeline.tex,.tex,0d14bdb2c49cde611042e3f9c208cdb8df17cd470c6da1a6d72b160ea8589135,c53088d69b22f14631a075d5248952a518d4288987edfccc09219f1444c78e8a,397,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/scalar_multiplication.tex,.tex,cf529a88e5709b7e50de7fe1a9d6534de53ce987d15ed67ea466c57d35c22ad1,cc908fce062fabf4a6247b5a1cbc320691e66f8bd4cb57de93754dbd971bfbce,339,7,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/span_basis.tex,.tex,9be851a9babf7c0fcb09b352e060142c9ed924e01e90d14df9887ab438e9f783,5990c42c27a17e0760c335421b70a54f013b3b01ea3886fac5f47fc1da21fdab,488,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/state_space_map.tex,.tex,a1e3bd1b1c9481a69f83b67f0e3c6f86640734543cbc3b3aeeb1fbb30b683968,69ee51f9c44b378c9d9c7e435a77ffe097f9e3725628fc1b08bfb3b04e620d1c,616,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/subspace_plane.tex,.tex,671fa7cd59e8f2e36037a1816de75cabddacde306990c8ec919df35c76114de3,a6436216b89f85704c824549aa633c451448847ebdeffa3f2b868058d6474500,512,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/vector_addition.tex,.tex,9202992e8d8151f49b65e5a166aba62a1ec48222101fed0e65d9e67104690689,fc61de6f337dd5063c2dbcee48d0812bd1f3a9951cf760ad8c827b9ab4b3038a,499,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex,.tex,6009f10f666099931611aa441ecee8dd0ca4aaa786c4eb33f21ce41a1df4ba0c,f8c6a8b0bf39b273d844327fc30c300159357066453b94f1d4eb37bd5c5d9d37,1226,24,utf-8-sig,,,,,,,,,BookAxesTwoD;BookPoint;BookVector,,,,0,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/basis_vectors.tex,.tex,aedd906d5156305ef59c88fa128893ccacba25382f98bd6be444f443f6bbf3f8,649874b79fe8dd01d2e58a2b3a477a6dcfe881d8a18122e4bd868d58018ed20d,465,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/cartesian_position_vector.tex,.tex,8df1df7a64844034c095f95d40db40b19d0f8ab2cc946bf9cd70dfc743ea7fd5,482c8b31e075736773372e16ffff9050167e042fac3a51242bcc393fd6d8dc4e,573,15,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/change_of_basis.tex,.tex,76872bc1a69a25b021309debea04583ddc66f4d0a2b4f300199682ad8d83d34f,2674b1d2d91629ef4b94719c31e28f97e911086475642b3d22d39ac469c554e5,736,16,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/coordinate_rotation.tex,.tex,1ec892a6ef832e9dcd6f41733d0332962bf6f4e91357d13c091b1ca86a6ca6ca,6ac85af35bc697fb1abfe18f7447efaca0b69c2685b998ca195e2be109fd28d1,566,13,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/cross_product_orientation.tex,.tex,d95168240183722bb68dfee9cd32e127f47699ce68fb972ad2089e48825d2865,c261f4b8f57fb6c341fac7fc44e67aa11402ab0b0d35fc976142f6345a406814,546,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/distance_between_points.tex,.tex,455e7332c36998f81ba60dd3c45a10f87da37008b4fb0db011144f6323c5426a,103f7c778ed98a6e5b39320a4948834d9c95adcb9f920110e29468350ac18943,435,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/dot_product_angle.tex,.tex,2009c4f19c81702705736876710f037ddb892bc8b8433e43007e5436231afff5,bbd0c7294ac0433188be17aebc6ae1f211412eb400f5a7923e70135663d6ceb2,613,13,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/eigenvectors.tex,.tex,d53e25c3b04178b994a5ea4e10317c903679eafc99a6fc7097059369d3048b69,23a24c5b8e54ff106781632fbcf3552d6b70bb01895fee6f36b782d56c1e46aa,589,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/function_vector_space.tex,.tex,1f703d8ba2171149878519012a5acdc2f85801d38a5c94e00db09602977ccad1,53b4d0a4fedb158ab6574d8a5420de9e81cc1f195df3c49fe4b58472e41882a3,569,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/gram_schmidt.tex,.tex,82f1e3369606e18de09d74d1c90acae5efc19dec98be1225d42e5cdb3b5097de,c0c8248c05ff2955f2e6fc96089af92b9cc564b4cd1d90b319105c1ab9484c29,614,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/hilbert_space_bridge.tex,.tex,10ad779d043e85c1ed0a584acd4d777b5a0852578fa66e3f9e05e250e42c5030,a111eb843e72982411f3dcf82eb5e26dfbef03cf75871cded840fd69f4b4fb06,834,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/linear_independence.tex,.tex,fd1602c04651341f4b08cf1297065e178edc8c67fa954c84e5dec954ec770c52,1a757dbf19c51f626970c0eb3ececa5a4608dea2548ef27e37fe1b371cdf28fb,599,13,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/linear_transformation.tex,.tex,85de1c38b27cbc98cdb5e5b03a8d9ec0e255ff0426d776756271f46e2e8e24d7,0879bb4d418777babd029aa89fd2abb6c4378dc030ca313841b1e0621c8a5a24,630,13,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/orthogonal_projection.tex,.tex,baa1a9375ae59cf69236ebb15ddc946206da8e64241067c07c5ce86c82446a18,a0e7708870d597b62e507cdab0198909606724e983bcdb8cd041d8302f3902bc,561,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/parallelogram_area.tex,.tex,20e3c28268fce5cac667ae222d022c3bd97009afb21dc055681c4ccd03923ee1,c9326641c6be11c9335c683d231da212e749d6b42ad7c800d22fa7a21016b580,535,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/right_hand_rule.tex,.tex,b4892ce4f20b47a5235535b1839550ff8a3e22f572f03969b6a29cf5f0ec05fd,a0e520723cd5f013778d26cc8764069d9dc8443654d6c17b42ba912a85147c9b,471,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/scalar_multiplication.tex,.tex,83b505c00d6f2c0b6a9b2029fb2d8c19154aa365c2a108a0cbe09b43fff15895,55300c68333df8f6625a6857f6f219b1f9be61d1fad4b1b5a924d1948dee4116,352,8,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/span_plane.tex,.tex,5b76489ef1043dc8b2abc2593525cb33e411fd2cf0c001b80f587134c446740d,292ca9f217accd7b42149aff25ffd4968e1435c0f3fad346c9582eeda66ef874,529,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/torque_lever_arm.tex,.tex,0a5f6fd7446d12f95e9ec8d41db81794677684c831ad07a9767b2d8650fe7682,e4cc5478f55ea01b1ec9166ca6ea6798ead5e0c1e526c040f7b6df6657fc2c7d,516,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/unit_vector_geometry.tex,.tex,ba79fd637d78891dc05f6f87b211414fcd715fece0111c7c83500b0ef5ce8a32,04552e30bf405102612ec7916045a93912cb119015e83d1e1116fa6df9b73f67,497,10,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/vector_addition_head_to_tail.tex,.tex,84a190832c53d197a6bb8c26e645964c9e7eae87c4cdfac11fed90a30e5590ad,e17c732ae71ff949385cd9f2f05ea26de1668c07957add04ba8225ef294e683c,494,12,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/vector_components.tex,.tex,71f3206ee3b42c71efe8ff92fa08206ba178d3eb12e7f88f1b2c7eff49ec5797,e87bba9cdfadb3c9d632262c7c13b5f1bdf063b04706354e5ec0820a4529775a,731,16,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/vector_subtraction.tex,.tex,66223f6eb76c5094152d1f2148b8a14931a67e19dc0b538fca7c2bedd33455c3,02bc0c6c407421f93ea10254640e1e579ce50e19b3d89f9abfaaad091f761efc,418,9,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/work_interpretation.tex,.tex,ae09330ba5eb6a87bfece1aa4e01d4432fcb6c20abf587eca7e8aedd5998fc21,5f9788b3d663d08f0c40cf0d0bd49cea6f137bfe0e42783f596218067685b049,569,11,utf-8-sig,,,,,,,,,,,,,1,0,chapter;diagrams;duplicate,false
