path,repository_status,canonical_file,classification_tags,documentclass,build_status,sha256,structural_sha256,line_count,duplicate_groups,parent_count,child_count,label_count,reference_count,unresolved_reference_count,decision_rationale,confidence,selection_scope
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (7).tex,IMPORT,chapters/tex/merged_exercises_corrected_7_.tex,diagrams;duplicate;exercises;section,,not_attempted,d85b7c44095fbf7d2bcc604752f64e402b217d1b67427c3a713edebc905b02c5,f4c6452f45bab721f1d6ee0c51d71094ff477f67388cb4be12c1840175500731,38,exact-669;structural-646,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (8).tex,IMPORT,chapters/tex/merged_exercises_corrected_9_.tex,diagrams;duplicate;exercises;section,,not_attempted,722f5efb953c463ab1de65036a8073a4a0b390a71594f507399dc5aec8e380f6,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,50,exact-373;structural-108,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (9).tex,IMPORT,chapters/tex/merged_exercises_corrected_9_.tex,diagrams;duplicate;exercises;section,,not_attempted,722f5efb953c463ab1de65036a8073a4a0b390a71594f507399dc5aec8e380f6,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,50,exact-373;structural-108,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected.tex,IMPORT,chapters/tex/merged_exercises_corrected.tex,diagrams;duplicate;exercises;section;standalone,article,failed,41381b25e23300a8a5253464ab0c8621f2254dd77cf6d849bfb7cb558c4a99f6,e21a9805137c758888e28f474d91d34d94d0f20c4ebcfa30311b462c8e2b0661,226,exact-219;structural-597,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL (1).tex,IMPORT,chapters/tex/merged_exercises_corrected_9_.tex,diagrams;duplicate;exercises;section,,not_attempted,722f5efb953c463ab1de65036a8073a4a0b390a71594f507399dc5aec8e380f6,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,50,exact-373;structural-108,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL (2).tex,IMPORT,chapters/tex/merged_exercises_FULL_2_.tex,diagrams;duplicate;exercises;section;solutions,,not_attempted,1c6dc5f22d66631bf63d04643362b3c0affbefb8d9bb164e36a5137395c8eb94,11ce606ca367bfb725d0dd91d7aa6c1bae00384975bc9196ec042d2c4373299b,50,exact-93;structural-57,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL.tex,IMPORT,chapters/tex/merged_exercises_corrected_9_.tex,diagrams;duplicate;exercises;section,,not_attempted,722f5efb953c463ab1de65036a8073a4a0b390a71594f507399dc5aec8e380f6,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,50,exact-373;structural-108,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL_v2 (1).tex,IMPORT,chapters/tex/merged_exercises_FULL_v2_1_.tex,diagrams;duplicate;exercises;section;solutions;standalone,article,success,cd521c96288176697bcecc417e8325607d868b48150c4f48bef7206bb87226f5,d493b4a4372262c8546c9cf317d83a82cdd41a7a3e62f7e5d8b22c45773262ba,2393,exact-632;structural-568,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL_v2 (2).tex,IMPORT,chapters/tex/merged_exercises_FULL_v2_2_.tex,diagrams;duplicate;exercises;section;solutions,,not_attempted,9ed886965d6dcfab7b7cfdef843647677eee1de3ab54c28faedc61093a1c9af5,09c9d2f3774f0d757c223c9c35da2c452bdc7de8ce84c83ec57159d4aa81f61f,53,exact-509;structural-33,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL_v2 (3).tex,IMPORT,chapters/tex/merged_exercises_FULL_v2_3_.tex,diagrams;duplicate;exercises;section;solutions,,not_attempted,15ae3bc08fe8848d6d58cd8c4609eaecf7ba4af641c8ac91b669303e363f8a8c,338ba7a47d4b2d824bb4134935b339ed92731d4b52051ef3945167338c7c1fd5,96,exact-64;structural-149,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL_v2.tex,IMPORT,chapters/tex/merged_exercises_FULL_v2.tex,diagrams;duplicate;exercises;section;solutions;standalone,article,failed,daca99b19bb657e04be6c2558c796ba4ab3166463cb9fb2a87bdf9094f9dcf0f,275024ce3998093db977c7eeaba9acbf05510c4fee23fbba3a9604c6e60f65f8,324,exact-676;structural-103,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/problems_9_10_visuals_embedded.tex,IMPORT,imports/Downloads/problems_9_10_visuals_embedded.tex,diagrams;duplicate;exercises;section;standalone,article,failed,d513e77f834f4ed42420ea9ee2beb34131e094ddc8697d5cf280b0822a353f81,493bb6f08889fd94b07a9e7ed0393f10e52e4c46156f60d715e7d6f15fd2f1a5,177,exact-663;structural-193,0,4,4,4,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/problems_9_10_visuals_snippet.tex,IMPORT,imports/Downloads/problems_9_10_visuals_snippet.tex,diagrams;duplicate;exercises,,not_attempted,fb2e36f45d854218e13ab9b3c26f491cdf780585763cabb9a7323c1614d12c83,569f16ee282f16ed7142f847bfce8a518be6fb72da526ab3b07f79a1af6b39c3,71,exact-781;structural-224,0,4,4,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/sheaves_notes_reorganized.tex,IMPORT,chapters/tex/sheaves_notes_reorganized.tex,diagrams;duplicate;section;standalone,article,success,4fe3c0a6e96cc1fcb3fa74fb099d816ceab7aa6ceb1cbf01db5d67f14b2b4780,59da9c1746240f9febc653fc68dac920cd0881ab3906e40e17dcaf731bf345bc,2973,exact-271;structural-233,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-1.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-1.tex,diagrams;duplicate;exercises;section;standalone,article,success,7e8d6236a083e2655737a09604f7f2d2d617b215058b45b0e40a5d76436cabaa,d114657d97bf7eb589294722666595608f7655349dbdedc97639f9b380515176,5776,exact-392;structural-558,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-10.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-10.tex,diagrams;duplicate;section;standalone,article,failed,8c7ad56e5c4a451f5bec244d412aca4fea0f42a4945f08680838a871e1bb65bb,6f1fbf0ab454ace4d3332d42b724ae1c135aa271c3c0af29aed008246894ea1e,6947,exact-448;structural-316,0,0,5,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-11.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-11.tex,diagrams;duplicate;section;standalone,article,success,b27c2a1658ef62099dab2ec95fd85c6bb935fa99e6e837cc8310fbd5cbf7cacd,6480e435b59a660ff52705986d073d003ec7eafac3969984c288ef31a8ee57ed,5571,exact-560;structural-274,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-2.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-2.tex,diagrams;duplicate;section;standalone,article,success,8ca5474defd8cf90b02eccd3d5ad006a41a8fbef397b9886bbe9626d68c6b30a,ae08f563065bdbf4182e0561948f271f29e610e05ae0d620ee6652640d607076,5548,exact-449;structural-474,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-3.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-3.tex,diagrams;duplicate;section;standalone,article,success,5ee0b6acab661b61bb5891137baebca0c5441306c7eac043221c4774c2090a5d,598d1ed01dc455f42af040e8069ecfdbb00e4c4daa32e2055310784f6a9361ef,3922,exact-316;structural-231,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-4.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-4.tex,diagrams;duplicate;section;standalone,article,success,4b0dc61b6767fa204015188e41a34ec7025da31d3cf6ca02ed912ee5f5337a28,3ac0f45379d4ede49ed4cd52d4321fc4682139935efb67e6bd0b0f60f6bc4f32,5524,exact-248;structural-166,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-5.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-5.tex,diagrams;duplicate;section;standalone,article,success,af59c6ade352d3546aee94afaf4366d9b675278ec9be3ec2b455049202415660,0e31c4176242cc733365ba6ae36dd8a91a63e21b31f14043491b96f7a3f0486d,6609,exact-554;structural-45,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-6.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-6.tex,diagrams;duplicate;section;standalone,article,success,d1e6c59c17a2345ac1c23de9187a3abaaff58bce6e34d36e121a51f3e0b51239,34aa9396cfcb80317cdeb29d36bb3c76b6ad0713746fc376906c112f378ae742,2947,exact-648;structural-152,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-7.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-7.tex,diagrams;duplicate;section;standalone,article,success,6cca11a7c8117245ea487c674f4abbfd7bce3e9ad85a770defa22aed6b8f7dd4,0d391a3d72ebd1981a8ce42d6cb2a779e705630e6da1370923eac87eb11771a7,3778,exact-357;structural-41,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-8.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-8.tex,diagrams;duplicate;section;standalone,article,success,2dd18979ca36734749dc0d071ae3439c7e1d472a96c0362fe8c206866d5210ae,fff0b4d176b4f5d3c3d3a2a5eaae392b317e770813cf681a621f5e8dba6ec3c2,4717,exact-158;structural-676,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-9.tex,IMPORT,chapters/tex/theory-of-algebraic-geometry-9.tex,diagrams;duplicate;section;standalone,article,success,184037f3b2443fed014b54090444272727529f36b6f7c6348f96a9ba43eea607,2c203826fa3eb9a53e13f26cddadf3a4e255f6f38b5f28eaa8e4105adc202426,9113,exact-73;structural-122,0,0,6,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-1.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-1.tex,diagrams;duplicate;section;standalone,article,success,9a3c1beba21cf34823577e9590854c3290f0da46b4a4e764719fabffc81ea9d2,41fb3d78602b4e62f1ca43512b29512793c3e7dbe7129930f52ccaa6027f24eb,4657,exact-493;structural-182,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-10.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-10.tex,diagrams;duplicate;section;standalone,article,success,7d5f78290f51c15cb910795135315a1ea6b69590dea9d82798d89ff773628037,bc3f090297c2b6478f77739f4204300f0fe60bb03217d2854583bcd892266ad4,4439,exact-391;structural-506,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-11.tex,IMPORT,imports/Downloads/theory-of-algebraic-topology-11.tex,diagrams;duplicate;section;standalone,article,failed,c22cc54889dd1fa64327ff1f08d4548065f736ef06dbc2729a6614ebc3919edf,bb9f3325200bb98e5bba2663a5ed9f366e94f95099afc68dca6d2bc578c3623d,5160,exact-604;structural-503,0,11,11,4,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-12.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-12.tex,diagrams;duplicate;section;standalone,article,success,1781de222ff15eb0153301125a036d4ad24672a0b63f071c657c94eb3ef4e9fe,86b0fe36185f20c81a7a1df0e4984793739f9266848ecdbbb57c3b5c635921a5,5686,exact-70;structural-369,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-13.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-13.tex,diagrams;duplicate;section;standalone,article,success,f57935cb133c6e13b8ed1e9ada74cdda91d145bbbda6ec607b96be052c2f70a9,22ff8e73648de42f631156dc15147e9c33648492ff21fcdd3426d05e1d30d77f,7540,exact-760;structural-92,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-14.tex,IMPORT,imports/Downloads/theory-of-algebraic-topology-14.tex,diagrams;duplicate;section;standalone,article,failed,7fe18bb8edee43d845cba3201a94b2fac3b10efc80077c884ce4d47a84392a43,5ff63d0b56f2078c1794057eb034dccb710eb27f217d30cf59d4a75ab68ecf67,4722,exact-396;structural-262,0,2,2,1,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-15.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-15.tex,diagrams;duplicate;section;standalone,article,success,efa8bde9afa5881e88da7f0707d4ed8d4eab8953c29bd601658fd8996e2288e9,e18e9a055c3380100742c87bd0c0867f5fc0d8f1f833321b204329a3fa2f9e0b,6907,exact-742;structural-594,0,0,11,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-16.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-16.tex,diagrams;duplicate;section;standalone,article,success,607e4fe0257621c4636b4794b396fd37a858549d757b66f1fc0f1e4c931111b1,bf578b2a762f7b88925ee3e3b07a86d83ea1fc722fb341421ad8900363fc5b19,5487,exact-319;structural-513,0,0,13,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-17.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-17.tex,diagrams;duplicate;section;standalone,article,success,c1cabcec40b27f19867ac84e40159e7dc6541f39d13d8812bf6b637c7b656901,b9b5c6bab916447ee6c94b19d0475f99862128e43ced54e4ca0552e84c1621d9,5815,exact-602;structural-498,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-2.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-2.tex,diagrams;duplicate;section;standalone,article,success,917fbc06036bd94d6b9ab5b550df3de8e0e959c27958c33c820974fc7b60fa18,dce9610392485be5a299e0648f42c222fa5ff5ea3cb11a0047c32985a1e3602d,3959,exact-461;structural-580,0,0,1,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-3.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-3.tex,diagrams;duplicate;section;standalone,article,success,6bd49c149990b6579739ad0f635cc9e6575c7d7656836abf94f4c10463c6e4c5,a259a6129dde3b05b24fa8148e89ed3d9ebbc291a4afba7eb7c2b666cda4d183,5087,exact-352;structural-442,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-4.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-4.tex,diagrams;duplicate;section;standalone,article,success,00df74195f33a4309b5447536f2032a99537f826fe313f8ec4c60071b4656818,209de524591db8568fbeccc9359d27a62fb9c513773c2d611ce859351f1fc3b1,5060,exact-3;structural-86,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-5.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-5.tex,diagrams;duplicate;section;standalone,article,success,208e4bdd7a64c14ed99c1f45b8300f9019c10e826601b2893d185d6b98302c50,73f40f630f846c9461ea251051753e2db25789fbe79793f45bf09449e50598e2,4644,exact-109;structural-325,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-6.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-6.tex,diagrams;duplicate;section;standalone,article,success,41a860427fe0140a2981192200457a5d65cb661e5583ec7371921a4dd412d699,3712d335f4964cb6f99c9940c8f3df89f0182b010d0b5c274bca486818d3c1dd,3203,exact-222;structural-160,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-7.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-7.tex,diagrams;duplicate;section;standalone,article,success,037734defa52a2e7b1f3a14bb519e03d1266ac7c9c200d4f7c6e04615b1a6da9,9a73a6cc057ccf381b433d9a9fe5d246cce9596b1f59f5a5de3ff3aa53b36019,2927,exact-12;structural-419,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-8.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-8.tex,diagrams;duplicate;section;standalone,article,success,4b2d76b0484bea6b23843b89a8a22ad38afc4e4e6c480e5fa3c12adf1e097246,ec84f47ad5ba017f4500e5802f231d3a591662af4da0f29e4e0a0c7e9057ab0c,4240,exact-249;structural-622,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-9.tex,IMPORT,chapters/tex/theory-of-algebraic-topology-9.tex,diagrams;duplicate;section;standalone,article,success,28b0067edbc3fcbda9d831aa45b09d91c5d4758253e83be60947f79df93cf54d,03d63e0fa1ece65f252573adbc45fbbf7fac5dffc6c0e3b7e5a9452a014ca663,3701,exact-137;structural-19,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis - Copy.tex,IMPORT,chapters/tex/theory-of-analysis_-_Copy.tex,diagrams;duplicate;exercises;obsolete;section;solutions;standalone,article,success,f92602a983d4b89449208a3c56e6624c206c202ec2a29baf9d277830ab0f861d,f7853943b97198663fc3adf81b303806f07624aa2c73d5fb1c2e55b7dafe0d5f,3867,exact-772;structural-654,0,0,4,2,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-FD.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-FD.tex,diagrams;duplicate;section;standalone,article,failed,053bf983fa33613a00fd8d78d0a8731d032b9835e276e026d45ddbacccb40ba5,a638ee0217d1d19b9124d2bf4ed7905f30c9cb5f3bd3f8f46b353840ae275ad7,6229,exact-19;structural-448,0,43,51,2,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-FD2.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-FD2.tex,diagrams;duplicate;section;standalone,article,failed,ce6394fc1f2b858751e47844656b91b56c37290537bf93b5745c7249141d54ad,246052773026c4ba833b2a5c087bae81df7be7b46dd8be2e17ca42eb0bda62f8,5914,exact-636;structural-95,0,43,32,20,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-functions-II.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-functions-II.tex,diagrams;duplicate;section;standalone,article,failed,427f8c2af45f5173948df739385b6ec037908ff8ec4da89ab4fa71d35161205a,ba53c2c6d77b96f3d1b02fc16efe9825e7643d27d55ed4a01823402a0bff4684,3648,exact-224;structural-500,0,26,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-functions.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-functions.tex,diagrams;duplicate;section;standalone,article,failed,37f76d628a3058bdee11bfd0cf120ded134424c6cb757bbda3b02abe8dfbcced,9849a82105fcf8b662ab645222d3b08e88ebaf0bbea32b912e06d49ecdc6a0d7,4108,exact-187;structural-410,0,28,23,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-II.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-II.tex,diagrams;duplicate;section;standalone,article,failed,2511d6a0023b51b5e68769d530ca642a074817e8308d398a42a6d26a3de67df2,9a643db73b53b73c0d54a29f84719e51380afd68ee7e811e1f63518889449e50,4203,exact-127;structural-418,0,19,4,4,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-numbers.tex,IMPORT,chapters/tex/theory-of-analysis-numbers.tex,diagrams;duplicate;exercises;section;solutions;standalone,article,failed,2f2e3a3c3018541ce891f178a670d55281bd78c2587686411725f69059f10294,33b5e9336747372dd596ba9ba169786232384ab6076df0378fc91a7fa8c8e6b7,5457,exact-162;structural-150,0,0,16,11,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-topics.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-topics.tex,diagrams;duplicate;section;standalone,article,failed,6ce0310f599a2c5590886b79920eb8ceff3f380f884fb9dff8aa544b0ae29062,3e0632d5a456d62e09d8b78900dcaec6c4d7f53ac0554489c3c3c59ba7eff8e2,5029,exact-358;structural-171,0,3,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-topology.tex,IMPORT,imports/MATH-ALLS-2/theory-of-analysis-topology.tex,diagrams;duplicate;section;standalone,article,failed,73b9547e44888daa4a00c8a3ee3960c08c385115c9ddd40394cac156d14d8a37,014bff7361c5a71f0427d6b861125c5fdf984e7a8ee515ff0628ae6b8e65f5e9,3288,exact-374;structural-7,0,1,1,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis.tex,IMPORT,chapters/tex/theory-of-analysis.tex,diagrams;duplicate;exercises;section;solutions;standalone,article,success,3658d826b1552981e560359106ae086722af21fc86d26704bba02b4443e1d0b0,514a09f1732144bb971120b9cfdb5d9cd5f8e68e4e7e2793802d1b656d07d712,3896,exact-180;structural-212,0,0,4,2,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-1.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-1.tex,diagrams;duplicate;section;standalone,article,success,5797f42c26d5877225d8454115161f966c1129a7708b46a705be8655273ef156,35bf7064713da03974f2d679b0292e2902e1a55a593304c09931a73ccef915eb,5722,exact-291;structural-157,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-10.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-9.tex,diagrams;duplicate;section;standalone,article,success,539e8d62507b658ecc1de9cf5c20dc62b42935047956e3be78759bf663f48f66,0ed424b6ccfcd41aece751f9d9f85455c2a07dff0d7d283173ef301f3029bbec,4893,exact-277;structural-46,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-11.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-11.tex,diagrams;duplicate;section;standalone,article,success,6e98365dd221174b1d62c975f4ccd1d553abdbadb287f96700cdf58d2b9107a3,47ccbe05ba50eacab6c89bf2fa6592ae1220aa019a20d21ca8b2103acf548c11,4084,exact-364;structural-190,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-12.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-12.tex,diagrams;duplicate;section;standalone,article,success,1b770c7757fd67b266004b8389e5b935b700229d680fd6ed9a296f28f6ccc888,f9dc0d3f46d1483e1fc22b0a56ae9cde7d4622ae07b9839212de8cfeee3545ce,4309,exact-89;structural-659,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-13.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-13.tex,diagrams;duplicate;section;standalone,article,success,662815b3fbe6e9f61f65985da99063a0277a9f21e521360ef0888a0c09af9fe5,11f216bbdcf571996f0096c68fc4f509ed1a8007302e1761e7032e32d498b64c,4371,exact-331;structural-58,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-14.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-14.tex,diagrams;duplicate;section;standalone,article,success,bcf813385ac5669b746bdcdff575f5209b9db9b29c2a793ba4accaf3178045bc,06b4c318661145e704538c1843d5fc01cb0beac3f730e5baa8b16e04b0596b3c,3382,exact-586;structural-25,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-15.tex,IMPORT,chapters/tex/theory-of-commutative-algebra-15.tex,diagrams;duplicate;section;standalone,article,success,96ca90aa5648b3cf1b9ebcfb23584c9c39f220eb1042abedcb444e5cc5f40be8,0edee71e4b9754f516cc3f814424e89990f81138e83b3568db923916e47733cd,3701,exact-484;structural-47,0,0,0,0,0,raw imported/historical source outside canonical tree,high,repository-wide classification
