file	engine	status	exit_code	timed_out	pdf_path	error	elapsed_seconds
MATH_ALLS-3_theory-of-linear-algebra-2.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH_ALLS-3_theory-of-linear-algebra-2\MATH_ALLS-3_theory-of-linear-algebra-2.pdf		6
MATH-ALLS-2_ex3_8_takagi.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_ex3_8_takagi\MATH-ALLS-2_ex3_8_takagi.pdf		2
MATH-ALLS-2_ex38g_ex39.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_ex38g_ex39\MATH-ALLS-2_ex38g_ex39.pdf		2
MATH-ALLS-2_interpolation.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_interpolation\MATH-ALLS-2_interpolation.pdf		5
MATH-ALLS-2_merged_exercises.tex	pdflatex	fail	12	False		MATH-ALLS-2_merged_exercises.tex:17: Package enumitem Error: a) undefined.	1
MATH-ALLS-2_merged_exercises_1_.tex	pdflatex	fail	12	False		MATH-ALLS-2_merged_exercises_1_.tex:48: Package enumitem Error: a) undefined.	1
MATH-ALLS-2_merged_exercises_corrected.tex	pdflatex	fail	12	False		MATH-ALLS-2_merged_exercises_corrected.tex:213: Extra }, or forgotten $.	1
MATH-ALLS-2_merged_exercises_corrected_1_.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_merged_exercises_corrected_1_\MATH-ALLS-2_merged_exercises_corrected_1_.pdf		2
MATH-ALLS-2_merged_exercises_corrected_2_.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_merged_exercises_corrected_2_\MATH-ALLS-2_merged_exercises_corrected_2_.pdf		2
MATH-ALLS-2_merged_exercises_corrected_3_.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_merged_exercises_corrected_3_\MATH-ALLS-2_merged_exercises_corrected_3_.pdf		2
MATH-ALLS-2_merged_exercises_corrected_4_.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_merged_exercises_corrected_4_\MATH-ALLS-2_merged_exercises_corrected_4_.pdf		2
MATH-ALLS-2_merged_exercises_FULL_v2.tex	pdflatex	fail	12	False		MATH-ALLS-2_merged_exercises_FULL_v2.tex:223: Extra }, or forgotten $.	1
MATH-ALLS-2_merged_exercises_FULL_v2_1_.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_merged_exercises_FULL_v2_1_\MATH-ALLS-2_merged_exercises_FULL_v2_1_.pdf		3
MATH-ALLS-2_theory-of-analysis.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis\MATH-ALLS-2_theory-of-analysis.pdf		45
MATH-ALLS-2_theory-of-analysis_-_Copy.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis_-_Copy\MATH-ALLS-2_theory-of-analysis_-_Copy.pdf		45
MATH-ALLS-2_theory-of-analysis-FD.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-FD\MATH-ALLS-2_theory-of-analysis-FD.pdf		17
MATH-ALLS-2_theory-of-analysis-FD2.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-FD2\MATH-ALLS-2_theory-of-analysis-FD2.pdf		16
MATH-ALLS-2_theory-of-analysis-functions.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-functions\MATH-ALLS-2_theory-of-analysis-functions.pdf		9
MATH-ALLS-2_theory-of-analysis-functions-II.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-functions-II\MATH-ALLS-2_theory-of-analysis-functions-II.pdf		17
MATH-ALLS-2_theory-of-analysis-II.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-II\MATH-ALLS-2_theory-of-analysis-II.pdf		11
MATH-ALLS-2_theory-of-analysis-numbers.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-numbers\MATH-ALLS-2_theory-of-analysis-numbers.pdf		76
MATH-ALLS-2_theory-of-analysis-topics.tex	xelatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-topics\MATH-ALLS-2_theory-of-analysis-topics.pdf		5
MATH-ALLS-2_theory-of-analysis-topology.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-analysis-topology\MATH-ALLS-2_theory-of-analysis-topology.pdf		4
MATH-ALLS-2_theory-of-complex-analysis.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis\MATH-ALLS-2_theory-of-complex-analysis.pdf		7
MATH-ALLS-2_theory-of-complex-analysis-2.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-2\MATH-ALLS-2_theory-of-complex-analysis-2.pdf		4
MATH-ALLS-2_theory-of-complex-analysis-all.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-all\MATH-ALLS-2_theory-of-complex-analysis-all.pdf		2
MATH-ALLS-2_theory-of-complex-analysis-all-maps.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-all-maps\MATH-ALLS-2_theory-of-complex-analysis-all-maps.pdf		2
MATH-ALLS-2_theory-of-complex-analysis-all-maps-all.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-all-maps-all\MATH-ALLS-2_theory-of-complex-analysis-all-maps-all.pdf		3
MATH-ALLS-2_theory-of-complex-analysis-all-maps-all2.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-all-maps-all2\MATH-ALLS-2_theory-of-complex-analysis-all-maps-all2.pdf		3
MATH-ALLS-2_theory-of-complex-analysis-gamma.tex	pdflatex	fail	12	False		MATH-ALLS-2_theory-of-complex-analysis-gamma.tex:1735: Undefined control sequen	2
MATH-ALLS-2_theory-of-complex-analysis-maps.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-maps\MATH-ALLS-2_theory-of-complex-analysis-maps.pdf		9
MATH-ALLS-2_theory-of-complex-analysis-next.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-next\MATH-ALLS-2_theory-of-complex-analysis-next.pdf		6
MATH-ALLS-2_theory-of-complex-analysis-next2.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-next2\MATH-ALLS-2_theory-of-complex-analysis-next2.pdf		4
MATH-ALLS-2_theory-of-complex-analysis-series.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-series\MATH-ALLS-2_theory-of-complex-analysis-series.pdf		2
MATH-ALLS-2_theory-of-complex-analysis-topology.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-complex-analysis-topology\MATH-ALLS-2_theory-of-complex-analysis-topology.pdf		3
MATH-ALLS-2_theory-of-differential-geometry-1.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-differential-geometry-1\MATH-ALLS-2_theory-of-differential-geometry-1.pdf		25
MATH-ALLS-2_theory-of-differential-geometry-2.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-differential-geometry-2\MATH-ALLS-2_theory-of-differential-geometry-2.pdf		5
MATH-ALLS-2_theory-of-differential-geometry-MATH3D.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-differential-geometry-MATH3D\MATH-ALLS-2_theory-of-differential-geometry-MATH3D.pdf		4
MATH-ALLS-2_theory-of-differential-geometry-topics.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-differential-geometry-topics\MATH-ALLS-2_theory-of-differential-geometry-topics.pdf		4
MATH-ALLS-2_theory-of-disitrbutions.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-disitrbutions\MATH-ALLS-2_theory-of-disitrbutions.pdf		5
MATH-ALLS-2_theory-of-geometry.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry\MATH-ALLS-2_theory-of-geometry.pdf		6
MATH-ALLS-2_theory-of-geometry-1.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry-1\MATH-ALLS-2_theory-of-geometry-1.pdf		18
MATH-ALLS-2_theory-of-geometry-2.tex	pdflatex	fail	12	False		MATH-ALLS-2_theory-of-geometry-2.tex:2547: LaTeX Error: Command \k unavailable	5
MATH-ALLS-2_theory-of-geometry-3.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry-3\MATH-ALLS-2_theory-of-geometry-3.pdf		8
MATH-ALLS-2_theory-of-geometry-4.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry-4\MATH-ALLS-2_theory-of-geometry-4.pdf		11
MATH-ALLS-2_theory-of-geometry-II.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry-II\MATH-ALLS-2_theory-of-geometry-II.pdf		16
MATH-ALLS-2_theory-of-geometry-III.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_theory-of-geometry-III\MATH-ALLS-2_theory-of-geometry-III.pdf		8
MATH-ALLS-2_theory-of-geometry-IV.tex	pdflatex	fail	12	False		MATH-ALLS-2_theory-of-geometry-IV.tex:2170: Improper \spacefactor.	2
MATH-ALLS-2_theory-of-real-analysis.tex	pdflatex	timeout	124	True	build\compile-audit\standalone\MATH-ALLS-2_theory-of-real-analysis\MATH-ALLS-2_theory-of-real-analysis.pdf		111
MATH-ALLS-2_wiki-green.tex	pdflatex	success	0	False	build\compile-audit\standalone\MATH-ALLS-2_wiki-green\MATH-ALLS-2_wiki-green.pdf		9
