record_type	source_file	source_block_id	source_instance	source_kind	source_title	destination	canonical_target	target_kind	classification	method	score	paired_solution	notes
SOURCE_VISUAL	theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:008	visual	Collapsing picture in \(\mathbb{R	VIII/17	ARCHIVE_SUPPORT:theory-of-algebraic-topology-9.tex#T02.SECTION	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	latex_embed_examples_3_5.tex	S01	latex_embed_examples_3_5.tex#S01	visual	quotient/homology diagrams Problems 3-5	VIII/18	ARCHIVE_SUPPORT:latex_embed_examples_3_5.tex#S01	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	latex_embed_examples_3_5.tex	S02	latex_embed_examples_3_5.tex#S02	visual	Moore space realization	VIII/25	ARCHIVE_SUPPORT:latex_embed_examples_3_5.tex#S02	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	latex_embed_examples_3_5.tex	FALLBACK.ALL_UNMATCHED	latex_embed_examples_3_5.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/18	ARCHIVE_SUPPORT:latex_embed_examples_3_5.tex#FALLBACK.ALL_UNMATCHED	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_embedded.tex	S01	problems_9_10_visuals_embedded.tex#S01	visual	relative disk-sphere pairing	VIII/19	ARCHIVE_SUPPORT:problems_9_10_visuals_embedded.tex#S01	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_embedded.tex	S02	problems_9_10_visuals_embedded.tex#S02	visual	annulus connecting map	VIII/28	VISUAL:books/vol08_algebraic_topology/figures/ch28/ch28_annulus_connecting.svg	visual	CANONICAL_VISUAL	VISUAL_INSTANCE_MATCH	0.0119	N/A	books/vol08_algebraic_topology/figures/ch28/ch28_annulus_connecting.svg
SOURCE_VISUAL	problems_9_10_visuals_embedded.tex	S03	problems_9_10_visuals_embedded.tex#S03	visual	Bockstein RP2	VIII/25	ARCHIVE_SUPPORT:problems_9_10_visuals_embedded.tex#S03	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_embedded.tex	S04	problems_9_10_visuals_embedded.tex#S04	visual	projective-space parity	VIII/33	ARCHIVE_SUPPORT:problems_9_10_visuals_embedded.tex#S04	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_embedded.tex	FALLBACK.ALL_UNMATCHED	problems_9_10_visuals_embedded.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/19	ARCHIVE_SUPPORT:problems_9_10_visuals_embedded.tex#FALLBACK.ALL_UNMATCHED	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_snippet.tex	S01	problems_9_10_visuals_snippet.tex#S01	visual	Problems 9-10 visual snippet	VIII/25	ARCHIVE_SUPPORT:problems_9_10_visuals_snippet.tex#S01	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
SOURCE_VISUAL	problems_9_10_visuals_snippet.tex	FALLBACK.ALL_UNMATCHED	problems_9_10_visuals_snippet.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/25	ARCHIVE_SUPPORT:problems_9_10_visuals_snippet.tex#FALLBACK.ALL_UNMATCHED	archive	PROVENANCE_SUPPORT_ONLY	EXPLICIT_VISUAL_DISPOSITION		N/A	No canonical visual target exists in the destination; source visual retained as provenance.
PROVENANCE	theory-of-algebraic-topology-1--math-alls-3.tex	ARCHIVE.ALL	theory-of-algebraic-topology-1--math-alls-3.tex#ARCHIVE.ALL	ENTIRE_FILE	all blocks	ARCHIVE_VARIANT	ARCHIVE_VARIANT	archive	ARCHIVE_VARIANT	LEDGER_PROVENANCE		N/A	Preserve for provenance/diff only. Preferred comparison source: theory-of-algebraic-topology-1.tex. Migrate only if a repo-local diff proves unique mathematics.
PROVENANCE	theory-of-algebraic-topology-2--math-alls-3.tex	ARCHIVE.ALL	theory-of-algebraic-topology-2--math-alls-3.tex#ARCHIVE.ALL	ENTIRE_FILE	all blocks	ARCHIVE_VARIANT	ARCHIVE_VARIANT	archive	ARCHIVE_VARIANT	LEDGER_PROVENANCE		N/A	Preserve for provenance/diff only. Preferred comparison source: theory-of-algebraic-topology-2.tex. Migrate only if a repo-local diff proves unique mathematics.
CANONICAL_ADDITION						VIII/01	exr:viii01-01	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-02	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-03	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-04	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-05	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-06	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-07	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-08	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-09	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-10	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-11	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-12	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-13	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-14	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-15	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-16	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-17	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-18	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-19	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-20	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-21	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-22	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-23	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	exr:viii01-24	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-01	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-02	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-03	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-04	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-05	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-06	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-07	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-08	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-09	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-10	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-11	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/01	prob:viii01-12	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-01	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-02	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-03	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-04	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-05	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-06	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-07	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-08	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-09	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-10	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-11	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-12	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-13	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-14	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-15	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-16	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-17	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-18	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-19	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-20	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-21	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-22	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-23	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	exr:viii02-24	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-01	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-02	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-03	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-04	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-05	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-06	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-07	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-08	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-09	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-10	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-11	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/02	prob:viii02-12	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-01	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-02	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-03	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-04	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-05	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-06	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-07	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-08	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-09	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-10	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-11	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-12	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-13	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-14	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-15	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-16	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-17	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-18	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-19	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-20	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-21	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-22	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-23	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	exr:viii03-24	exercise	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	prob:viii03-01	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	prob:viii03-02	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	prob:viii03-03	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
CANONICAL_ADDITION						VIII/03	prob:viii03-04	problem	CANONICAL_ADDITION_NOT_LEGACY	EXPLICIT_ADDITION		YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
