destination	target_id	kind	title	paired_solution	path	legacy_targeted
VIII/06	prob:viii06-07	problem	Subcomplex closure	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-08	problem	Skeleton subcomplex	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-09	problem	Cellular map test	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-10	problem	Graph realization	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-11	problem	Infinite ray	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-12	problem	Finiteness distinction	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-13	problem	Weak topology	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-14	problem	Compact image	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-15	problem	CW quotient	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-16	problem	CW pair	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-17	problem	Euler sphere	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-18	problem	Euler projective	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-19	problem	One-skeleton connectedness	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/06	prob:viii06-20	problem	Bridge to mapping cones	YES	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	NO
VIII/07	def:viii07-cone	definition	Cone	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-cone-contractible	proposition	Cones are contractible	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	def:viii07-suspension	definition	Suspension	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	def:viii07-mapping-cone	definition	Mapping cone	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-cell-special	proposition	Cell-attachment specialization	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-id	proposition	Cone of the identity	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-constant	proposition	Constant map cone	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-inclusion	proposition	Cone of a cofibration-like inclusion	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-functorial	proposition	Map of mapping cones	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	def:viii07-mapping-cylinder	definition	Mapping cylinder	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prop:viii07-cylinder-retract	proposition	Cylinder retract	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	thm:viii07-null-splitting	theorem	Null-map splitting	NO	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-01	exercise	define the cone ca	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-02	exercise	why is ca contractible	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-03	exercise	define a	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-04	exercise	express s n 1 as a suspension	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-05	exercise	define c f for f a x	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-06	exercise	how is an n cell attachment a mapping cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-07	exercise	what is c id a	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-08	exercise	what is the mapping cone of a constant map to a point	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-09	exercise	for a cw subcomplex inclusion a x what quotient models the cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-10	exercise	write the first three terms of a cofiber sequence	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-11	exercise	what follows c f in the extended cofiber sequence	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-12	exercise	identify c z z for s 1 s 1	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-13	exercise	identify c z z 2	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-14	exercise	identify the constant map cone s 1 s 1 up to homotopy	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-15	exercise	what is a moore space attachment	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-16	exercise	define the mapping cylinder m f	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-17	exercise	how do you get c f from m f	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-18	exercise	to what does m f deformation retract	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-19	exercise	what does a commutative square induce on cones	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-20	exercise	what splitting holds for a suitable null homotopic map	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-21	exercise	are mapping cones of homotopic maps necessarily homeomorphic	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-22	exercise	write the quotient model of c f	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-23	exercise	why are mapping cones useful for relative topology	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	exr:viii07-24	exercise	what is the bridge from viii 07 to viii 08	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-01	problem	Cone contraction	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-02	problem	Suspension of a point	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-03	problem	Suspension of \(S^0\)	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-04	problem	Identity cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-05	problem	Constant cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-06	problem	Degree-one circle cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-07	problem	Degree-two circle cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-08	problem	Null circle cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-09	problem	Inclusion cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-10	problem	Pair quotient	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-11	problem	Mapping-cylinder retraction	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-12	problem	Cone from cylinder	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-13	problem	Map of cones	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-14	problem	Moore-space preview	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-15	problem	Cofiber continuation	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-16	problem	Null-map splitting	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-17	problem	Two homotopic maps	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-18	problem	Quotient map check	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-19	problem	Suspension as double cone	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/07	prob:viii07-20	problem	Bridge to exact sequences	YES	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	NO
VIII/08	def:viii08-hep	definition	Homotopy extension property	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	def:viii08-cofibration	definition	Cofibration	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	thm:viii08-cw-cofibration	theorem	CW subcomplex inclusion	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	thm:viii08-homotopic-attachment	theorem	Homotopic attaching maps	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prop:viii08-interpolation	proposition	Interpolation space	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	cor:viii08-null-attachment	corollary	Null attachment splitting	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	cor:viii08-degree	corollary	Degree determines two-cell attachment type	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	thm:viii08-simultaneous	theorem	Simultaneous homotopic attachments	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	thm:viii08-cones	theorem	Homotopy invariance of mapping cones	NO	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-01	exercise	define the homotopy extension property	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-02	exercise	define a cofibration	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-03	exercise	what important inclusions in cw complexes are cofibrations	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-04	exercise	state the homotopic attaching map theorem	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-05	exercise	what is the conclusion homeomorphism or homotopy equivalence	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-06	exercise	what geometric device interpolates between two attaching maps	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-07	exercise	what happens if the attaching map is null homotopic	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-08	exercise	when are two maps s 1 s 1 homotopic	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-09	exercise	what does equal degree imply for two two cell attachments to s 1	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-10	exercise	can several attaching maps be changed simultaneously by homotopy	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-11	exercise	what relative condition can be imposed on an attaching homotopy	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-12	exercise	state the mapping cone version of the theorem	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-13	exercise	why are cofibrations used	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-14	exercise	what point set warning accompanies the theorem	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-15	exercise	on what datum does the homotopy type of a cell attachment depend	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-16	exercise	if s 1 x is null homotopic what is the two cell attachment type	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-17	exercise	what is an interpolation space z h	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-18	exercise	why can different formulas represent the same attachment homotopy type	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-19	exercise	does hep say every homotopy on every subset extends	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-20	exercise	why is s n 1 d n a good attaching inclusion	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-21	exercise	how does viii 08 refine viii 05	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-22	exercise	how does viii 08 refine viii 07	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-23	exercise	what algebraic object will encode attaching loops in dimension two	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	exr:viii08-24	exercise	why is this theorem especially useful for cw complexes	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-01	problem	Null attachment	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-02	problem	Degree-three representatives	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-03	problem	Degree mismatch	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-04	problem	Constant versus wiggly null loop	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-05	problem	Cylinder interpolation	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-06	problem	Why not homeomorphic?	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-07	problem	Mapping-cone corollary	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-08	problem	CW-pair role	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-09	problem	Two-cell graph attachment	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-10	problem	Relative attachment	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-11	problem	Family of null attachments	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-12	problem	HEP extension	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-13	problem	Subcomplex example	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-14	problem	Attachment simplification	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-15	problem	Same word, different parametrization	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-16	problem	Reverse parametrization warning	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-17	problem	Degree-zero circle attachment	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-18	problem	Degree-one circle attachment	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-19	problem	Homotopy-class principle	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/08	prob:viii08-20	problem	Bridge to \(\pi_1\)	YES	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	NO
VIII/09	def:viii09-path	definition	Path	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	def:viii09-path-homotopy	definition	Homotopy rel endpoints	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	def:viii09-pi1	definition	Fundamental group	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-group	theorem	Group structure	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prop:viii09-well-defined	proposition	Compatibility with path homotopy	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	def:viii09-simply-connected	definition	Simply connected	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	VIII/09:EXAMPLE:01	example	for n 2 1 s n 0	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-circle	theorem	Fundamental group of the circle	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prop:viii09-degree	proposition	Degree and \(\pi_1(S^1)\)	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-basepoint	theorem	Change of basepoint	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-functorial	theorem	Functoriality	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-based-homotopy	theorem	Based homotopy invariance	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	cor:viii09-equivalence	corollary	Homotopy equivalence	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	thm:viii09-product	theorem	Product formula	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	ex:viii09-torus-relation	example	Torus relation	NO	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-01	exercise	define a path from x 0 to x 1	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-02	exercise	define a loop at x 0	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-03	exercise	define the reverse path	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-04	exercise	when is defined	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-05	exercise	write the concatenation formula	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-06	exercise	what must a path homotopy keep fixed	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-07	exercise	define 1 x x 0	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-08	exercise	what is the identity in 1 x x 0	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-09	exercise	what is the inverse of	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-10	exercise	why is multiplication well defined	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-11	exercise	is literal path concatenation strictly associative	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-12	exercise	define simply connected	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-13	exercise	what is 1 s n for n 2	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-14	exercise	what is 1 s 1	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-15	exercise	what integer does n t e 2 int represent	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-16	exercise	how is degree related to 1 s 1	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-17	exercise	what does a based map f x y induce	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-18	exercise	state functoriality for g f	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-19	exercise	what do based homotopic maps induce	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-20	exercise	what does a homotopy equivalence induce on 1	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-21	exercise	state the product formula	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-22	exercise	compute 1 t 2	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-23	exercise	what does attaching a two cell along a loop do to that loop class	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	exr:viii09-24	exercise	what is the bridge to viii 10	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-01	problem	Reverse twice	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-02	problem	Concatenation endpoints	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-03	problem	Identity loop	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-04	problem	Inverse loop	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-05	problem	Associativity	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-06	problem	Circle generator	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-07	problem	Degree and winding	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-08	problem	Contractible target	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-09	problem	Product loop	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-10	problem	Torus group	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-11	problem	Basepoint path	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-12	problem	Homotopy-equivalence obstruction	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-13	problem	Higher sphere comparison	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-14	problem	Wedge preview	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-15	problem	Torus attaching relation	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-16	problem	Null two-cell attachment	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-17	problem	Functoriality check	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-18	problem	Constant map	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-19	problem	Circle covering preview	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-20	problem	Why coverings next?	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-21	problem	Loop reparameterization	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-22	problem	Path-connected basepoint independence	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-23	problem	Two-cell relation principle	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
VIII/09	prob:viii09-24	problem	Bridge dossier	YES	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	NO
